station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 3.378, None, 100.0, 2016-01-01 00:00:00, -11.06
None, None, 3.535, None, 100.0, 2016-01-01 01:00:00, -10.66
None, None, 3.43, None, 100.0, 2016-01-01 02:00:00, -10.71
None, None, 2.852, None, 100.0, 2016-01-01 03:00:00, -10.27
None, None, 2.832, None, 100.0, 2016-01-01 04:00:00, -9.96
None, None, 2.391, None, 100.0, 2016-01-01 05:00:00, -9.84
None, None, 1.974, None, 100.0, 2016-01-01 06:00:00, -9.55
None, None, 2.097, None, 100.0, 2016-01-01 07:00:00, -9.22
None, None, 2.228, None, 100.0, 2016-01-01 08:00:00, -8.84
None, None, 3.08, None, 100.0, 2016-01-01 09:00:00, -8.86
None, None, 2.534, None, 100.0, 2016-01-01 10:00:00, -8.59
None, None, 2.047, None, 100.0, 2016-01-01 11:00:00, -7.977
None, None, 1.731, None, 100.0, 2016-01-01 12:00:00, -7.274
None, None, 1.303, None, 100.0, 2016-01-01 13:00:00, -6.278
None, None, 0.578, None, 100.0, 2016-01-01 14:00:00, -5.677
None, None, 1.369, None, 100.0, 2016-01-01 15:00:00, -6.077
None, None, 1.668, None, 100.0, 2016-01-01 16:00:00, -6.571
None, None, 1.217, None, 100.0, 2016-01-01 17:00:00, -6.419
None, None, 2.001, None, 100.0, 2016-01-01 18:00:00, -6.503
None, None, 1.787, None, 100.0, 2016-01-01 19:00:00, -6.675
None, None, 0.985, None, 100.0, 2016-01-01 20:00:00, -6.953
None, None, 1.911, None, 100.0, 2016-01-01 21:00:00, -7.418
None, None, 2.009, None, 100.0, 2016-01-01 22:00:00, -7.564
None, None, 1.795, None, 100.0, 2016-01-01 23:00:00, -7.57
None, None, 2.092, None, 100.0, 2016-01-02 00:00:00, -7.598
None, None, 2.933, None, 100.0, 2016-01-02 01:00:00, -7.806
None, None, 2.169, None, 100.0, 2016-01-02 02:00:00, -8.02
None, None, 2.142, None, 100.0, 2016-01-02 03:00:00, -8.32
None, None, 2.255, None, 100.0, 2016-01-02 04:00:00, -8.67
None, None, 2.038, None, 96.8, 2016-01-02 05:00:00, -8.68
None, None, 2.089, None, 71.55, 2016-01-02 06:00:00, -8.71
None, None, 1.996, None, 71.92, 2016-01-02 07:00:00, -8.67
None, None, 2.365, None, 72.89, 2016-01-02 08:00:00, -8.66
None, None, 2.423, None, 71.12, 2016-01-02 09:00:00, -8.92
None, None, 2.125, None, 70.11, 2016-01-02 10:00:00, -8.87
None, None, 2.589, None, 68.81, 2016-01-02 11:00:00, -8.43
None, None, 1.883, None, 69.26, 2016-01-02 12:00:00, -7.636
None, None, 1.418, None, 72.72, 2016-01-02 13:00:00, -7.189
None, None, 1.535, None, 72.32, 2016-01-02 14:00:00, -7.054
None, None, 1.67, None, 73.4, 2016-01-02 15:00:00, -7.015
None, None, 1.925, None, 73.68, 2016-01-02 16:00:00, -7.129
None, None, 1.938, None, 73.95, 2016-01-02 17:00:00, -7.185
None, None, 1.86, None, 74.34, 2016-01-02 18:00:00, -7.183
None, None, 2.004, None, 75.2, 2016-01-02 19:00:00, -7.156
None, None, 2.771, None, 72.97, 2016-01-02 20:00:00, -7.529
None, None, 2.191, None, 71.82, 2016-01-02 21:00:00, -7.864
None, None, 2.405, None, 72.91, 2016-01-02 22:00:00, -7.688
None, None, 1.97, None, 73.68, 2016-01-02 23:00:00, -7.26
None, None, 1.892, None, 72.4, 2016-01-03 00:00:00, -7.539
None, None, 2.554, None, 74.36, 2016-01-03 01:00:00, -7.709
None, None, 1.793, None, 75.26, 2016-01-03 02:00:00, -7.607
None, None, 1.977, None, 74.57, 2016-01-03 03:00:00, -7.749
None, None, 2.094, None, 74.76, 2016-01-03 04:00:00, -7.863
None, None, 1.981, None, 75.25, 2016-01-03 05:00:00, -7.816
None, None, 2.181, None, 75.69, 2016-01-03 06:00:00, -7.985
None, None, 1.681, None, 76.01, 2016-01-03 07:00:00, -8.16
None, None, 1.774, None, 75.1, 2016-01-03 08:00:00, -8.62
None, None, 1.265, None, 73.99, 2016-01-03 09:00:00, -8.7
None, None, 1.566, None, 72.62, 2016-01-03 10:00:00, -8.7
None, None, 1.382, None, 71.96, 2016-01-03 11:00:00, -8.35
None, None, 1.267, None, 75.45, 2016-01-03 12:00:00, -7.89
None, None, 1.693, None, 75.77, 2016-01-03 13:00:00, -7.758
None, None, 1.841, None, 76.71, 2016-01-03 14:00:00, -7.781
None, None, 1.751, None, 77.53, 2016-01-03 15:00:00, -7.816
None, None, 1.899, None, 76.93, 2016-01-03 16:00:00, -7.907
None, None, 1.46, None, 74.84, 2016-01-03 17:00:00, -7.926
None, None, 1.53, None, 75.36, 2016-01-03 18:00:00, -7.963
None, None, 1.423, None, 75.05, 2016-01-03 19:00:00, -7.84
None, None, 1.309, None, 76.25, 2016-01-03 20:00:00, -7.727
None, None, 1.146, None, 77.09, 2016-01-03 21:00:00, -7.571
None, None, 1.531, None, 76.73, 2016-01-03 22:00:00, -7.412
None, None, 1.264, None, 77.43, 2016-01-03 23:00:00, -7.335
None, None, 1.875, None, 79.09, 2016-01-04 00:00:00, -7.311
None, None, 1.562, None, 81.7, 2016-01-04 01:00:00, -7.181
None, None, 1.93, None, 83.9, 2016-01-04 02:00:00, -7.148
None, None, 1.437, None, 83.8, 2016-01-04 03:00:00, -7.053
None, None, 1.561, None, 82.2, 2016-01-04 04:00:00, -7.032
None, None, 2.037, None, 81.7, 2016-01-04 05:00:00, -6.966
None, None, 2.505, None, 81.9, 2016-01-04 06:00:00, -6.854
None, None, 1.318, None, 81.2, 2016-01-04 07:00:00, -6.694
None, None, 1.552, None, 81.2, 2016-01-04 08:00:00, -6.532
None, None, 1.326, None, 81.4, 2016-01-04 09:00:00, -6.12
None, None, 1.48, None, 85.7, 2016-01-04 10:00:00, -6.086
None, None, 1.503, None, 86.2, 2016-01-04 11:00:00, -5.706
None, None, 1.04, None, 83.3, 2016-01-04 12:00:00, -5.127
None, None, 0.981, None, 84.7, 2016-01-04 13:00:00, -4.926
None, None, 1.3, None, 87.0, 2016-01-04 14:00:00, -4.57
None, None, 0.965, None, 85.4, 2016-01-04 15:00:00, -4.26
None, None, 0.671, None, 85.9, 2016-01-04 16:00:00, -4.196
None, None, 0.797, None, 88.3, 2016-01-04 17:00:00, -4.245
None, None, 0.498, None, 89.5, 2016-01-04 18:00:00, -4.168
None, None, 0.664, None, 88.9, 2016-01-04 19:00:00, -4.041
None, None, 0.968, None, 88.2, 2016-01-04 20:00:00, -3.94
None, None, 0.887, None, 87.7, 2016-01-04 21:00:00, -3.855
None, None, 1.368, None, 90.0, 2016-01-04 22:00:00, -3.954
None, None, 1.223, None, 92.5, 2016-01-04 23:00:00, -4.04
None, None, 0.999, None, 92.8, 2016-01-05 00:00:00, -3.85
None, None, 1.101, None, 93.3, 2016-01-05 01:00:00, -3.831
None, None, 1.309, None, 92.5, 2016-01-05 02:00:00, -3.758
None, None, 1.547, None, 92.3, 2016-01-05 03:00:00, -3.75
None, None, 0.804, None, 92.9, 2016-01-05 04:00:00, -3.596
None, None, 1.36, None, 92.9, 2016-01-05 05:00:00, -3.508
None, None, 1.72, None, 92.2, 2016-01-05 06:00:00, -3.508
None, None, 1.234, None, 91.5, 2016-01-05 07:00:00, -3.32
None, None, 1.13, None, 90.8, 2016-01-05 08:00:00, -2.929
None, None, 1.548, None, 89.8, 2016-01-05 09:00:00, -2.671
None, None, 1.375, None, 88.0, 2016-01-05 10:00:00, -2.204
None, None, 0.946, None, 85.8, 2016-01-05 11:00:00, -1.396
None, None, 1.215, None, 84.9, 2016-01-05 12:00:00, -1.047
None, None, 0.783, None, 80.2, 2016-01-05 13:00:00, -0.248
None, None, 0.379, None, 76.62, 2016-01-05 14:00:00, 0.132
None, None, 0.674, None, 77.88, 2016-01-05 15:00:00, -0.029
None, None, 0.823, None, 81.2, 2016-01-05 16:00:00, -0.129
None, None, 1.109, None, 82.5, 2016-01-05 17:00:00, -0.352
None, None, 1.044, None, 84.6, 2016-01-05 18:00:00, -0.525
None, None, 1.149, None, 84.0, 2016-01-05 19:00:00, -0.544
None, None, 1.176, None, 83.7, 2016-01-05 20:00:00, -0.392
None, None, 1.094, None, 84.9, 2016-01-05 21:00:00, -0.497
None, None, 0.873, None, 87.3, 2016-01-05 22:00:00, -0.617
None, None, 1.153, None, 88.2, 2016-01-05 23:00:00, -0.722
None, None, 1.507, None, 87.1, 2016-01-06 00:00:00, -0.601
None, None, 1.442, None, 88.0, 2016-01-06 01:00:00, -0.577
None, None, 1.03, None, 91.1, 2016-01-06 02:00:00, -0.613
None, None, 1.228, None, 93.0, 2016-01-06 03:00:00, -0.601
None, None, 1.453, None, 91.7, 2016-01-06 04:00:00, -0.399
None, None, 0.923, None, 91.0, 2016-01-06 05:00:00, -0.289
None, None, 1.41, None, 92.3, 2016-01-06 06:00:00, -0.513
None, None, 1.475, None, 92.6, 2016-01-06 07:00:00, -0.309
None, None, 1.724, None, 91.8, 2016-01-06 08:00:00, -0.153
None, None, 1.65, None, 91.1, 2016-01-06 09:00:00, 0.312
None, None, 0.835, None, 88.2, 2016-01-06 10:00:00, 0.837
