station_observations
WDIR_VECT, BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, None, None, None, 86.2, 2016-01-01 00:00:00, -14.55
None, None, None, None, None, 86.1, 2016-01-01 01:00:00, -14.6
None, None, None, None, None, 85.9, 2016-01-01 02:00:00, -14.75
None, None, None, None, None, 85.9, 2016-01-01 03:00:00, -14.92
None, None, None, None, None, 85.8, 2016-01-01 04:00:00, -14.96
None, None, None, None, None, 85.6, 2016-01-01 05:00:00, -15.13
None, None, None, None, None, 85.4, 2016-01-01 06:00:00, -15.38
None, None, None, None, None, 85.3, 2016-01-01 07:00:00, -15.49
None, None, None, None, None, 85.2, 2016-01-01 08:00:00, -15.63
None, None, None, None, None, 84.9, 2016-01-01 09:00:00, -15.77
None, None, None, None, None, 85.0, 2016-01-01 10:00:00, -15.89
None, None, None, 1.302, None, 84.8, 2016-01-01 11:00:00, -15.78
None, None, None, 1.375, None, 84.9, 2016-01-01 12:00:00, -15.61
None, None, None, 0.497, None, 84.9, 2016-01-01 13:00:00, -15.36
None, None, None, 0.603999, None, 85.0, 2016-01-01 14:00:00, -15.64
None, None, None, 2.153, None, 84.6, 2016-01-01 15:00:00, -16.04
None, None, None, 2.571, None, 84.7, 2016-01-01 16:00:00, -16.26
None, None, None, 1.498, None, 84.3, 2016-01-01 17:00:00, -16.51
None, None, None, 0.737999, None, 83.6, 2016-01-01 18:00:00, -17.19
None, None, None, 0.256, None, 83.8, 2016-01-01 19:00:00, -17.69
None, None, None, 1.339, None, 84.3, 2016-01-01 20:00:00, -16.89
None, None, None, 1.814, None, 84.5, 2016-01-01 21:00:00, -16.56
None, None, None, 0.446, None, 84.7, 2016-01-01 22:00:00, -16.29
None, None, None, None, None, 84.6, 2016-01-01 23:00:00, -16.15
None, None, None, None, None, 84.5, 2016-01-02 00:00:00, -16.39
None, None, None, None, None, 84.2, 2016-01-02 01:00:00, -16.38
None, None, None, None, None, 84.5, 2016-01-02 02:00:00, -16.64
None, None, None, None, None, 84.4, 2016-01-02 03:00:00, -16.4
None, None, None, 0.014999, None, 85.0, 2016-01-02 04:00:00, -16.24
None, None, None, 0.14, None, 85.3, 2016-01-02 05:00:00, -15.47
None, None, None, 0.174998, None, 85.3, 2016-01-02 06:00:00, -15.48
None, None, None, 0.523, None, 85.3, 2016-01-02 07:00:00, -15.42
None, None, None, 0.648, None, 85.2, 2016-01-02 08:00:00, -15.5
None, None, None, 0.916, None, 85.1, 2016-01-02 09:00:00, -15.69
None, None, None, 0.800998, None, 85.1, 2016-01-02 10:00:00, -15.5
None, None, None, 1.107, None, 85.3, 2016-01-02 11:00:00, -15.41
None, None, None, 0.657, None, 85.8, 2016-01-02 12:00:00, -14.75
None, None, None, 0.039999, None, 85.7, 2016-01-02 13:00:00, -14.28
None, None, None, 0.028, None, 86.1, 2016-01-02 14:00:00, -14.84
None, None, None, None, None, 85.0, 2016-01-02 15:00:00, -14.8
None, None, None, None, None, 84.7, 2016-01-02 16:00:00, -15.87
None, None, None, None, None, 83.7, 2016-01-02 17:00:00, -16.84
None, None, None, None, None, 82.7, 2016-01-02 18:00:00, -17.83
None, None, None, None, None, 83.8, 2016-01-02 19:00:00, -17.61
None, None, None, None, None, 83.7, 2016-01-02 20:00:00, -17.2
None, None, None, None, None, 84.0, 2016-01-02 21:00:00, -17.06
None, None, None, None, None, 84.3, 2016-01-02 22:00:00, -16.71
None, None, None, None, None, 84.2, 2016-01-02 23:00:00, -16.61
None, None, None, None, None, 84.0, 2016-01-03 00:00:00, -16.84
None, None, None, None, None, 83.8, 2016-01-03 01:00:00, -17.18
None, None, None, None, None, 83.7, 2016-01-03 02:00:00, -17.32
None, None, None, None, None, 83.6, 2016-01-03 03:00:00, -17.42
None, None, None, None, None, 83.6, 2016-01-03 04:00:00, -17.46
None, None, None, None, None, 83.5, 2016-01-03 05:00:00, -17.46
None, None, None, 0.504998, None, 83.4, 2016-01-03 06:00:00, -17.64
None, None, None, 1.597, None, 83.2, 2016-01-03 07:00:00, -17.74
None, None, None, 1.736, None, 83.1, 2016-01-03 08:00:00, -17.95
None, None, None, 0.929, None, 83.2, 2016-01-03 09:00:00, -17.99
None, None, None, 0.657998, None, 83.3, 2016-01-03 10:00:00, -17.7
None, None, None, 0.836, None, 83.4, 2016-01-03 11:00:00, -17.43
None, None, None, 0.93, None, 83.8, 2016-01-03 12:00:00, -16.9
