station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 0.499673, None, 95.5915, 2016-01-01 00:00:00, -2.78464
None, None, 0.823988, None, 95.3434, 2016-01-01 01:00:00, -2.98116
None, None, 0.989611, None, 94.9878, 2016-01-01 02:00:00, -3.38678
None, None, 1.21861, None, 94.6784, 2016-01-01 03:00:00, -3.71826
None, None, 0.844254, None, 94.4467, 2016-01-01 04:00:00, -3.84314
None, None, 1.1211, None, 94.3316, 2016-01-01 05:00:00, -3.92491
None, None, 1.33496, None, 93.9702, 2016-01-01 06:00:00, -4.28149
None, None, 1.61708, None, 93.5546, 2016-01-01 07:00:00, -4.62058
None, None, 1.04948, None, 93.6578, 2016-01-01 08:00:00, -4.48187
None, None, 1.24845, None, 93.7013, 2016-01-01 09:00:00, -4.43694
None, None, 1.24734, None, 93.4564, 2016-01-01 10:00:00, -4.6191
None, None, 0.774954, None, 93.6457, 2016-01-01 11:00:00, -4.39473
None, None, 0.46377, None, 94.0832, 2016-01-01 12:00:00, -3.89507
None, None, 0.607261, None, 94.4986, 2016-01-01 13:00:00, -3.28777
None, None, 0.821214, None, 95.0465, 2016-01-01 14:00:00, -2.76278
None, None, 0.603618, None, 95.4138, 2016-01-01 15:00:00, -2.53377
None, None, 0.632121, None, 95.562, 2016-01-01 16:00:00, -2.5551
None, None, 0.906771, None, 95.6528, 2016-01-01 17:00:00, -2.63836
None, None, 0.909204, None, 95.503, 2016-01-01 18:00:00, -2.89399
None, None, 0.93725, None, 95.4008, 2016-01-01 19:00:00, -2.99565
None, None, 0.866589, None, 95.2844, 2016-01-01 20:00:00, -3.10368
None, None, 1.08342, None, 95.039, 2016-01-01 21:00:00, -3.32455
None, None, 1.2983, None, 94.7566, 2016-01-01 22:00:00, -3.51875
None, None, 0.919366, None, 94.8541, 2016-01-01 23:00:00, -3.42927
None, None, 0.709096, None, 94.8231, 2016-01-02 00:00:00, -3.4408
None, None, 0.750339, None, 95.04, 2016-01-02 01:00:00, -3.23384
None, None, 0.740948, None, 95.0523, 2016-01-02 02:00:00, -3.2247
None, None, 0.91995, None, 94.9476, 2016-01-02 03:00:00, -3.34148
None, None, 1.1552, None, 94.7081, 2016-01-02 04:00:00, -3.57264
None, None, 0.685172, None, 94.6199, 2016-01-02 05:00:00, -3.59976
None, None, 0.26181, None, 94.7642, 2016-01-02 06:00:00, -3.41945
None, None, 0.485294, None, 94.8869, 2016-01-02 07:00:00, -3.32736
