CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 7.256,39.84, None, None, None, None, 5.468, 19.99, 99.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 00:00:00, None, None,43
None, 7.346,36.05, None, None, None, None, 5.256, 17.7, 101.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 01:00:00, None, None,43
None, 7.033,37.0, None, None, None, None, 5.166, 15.04, 97.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 02:00:00, None, None,43
None, 6.707,38.42, None, None, None, None, 6.1, 16.45, 101.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 03:00:00, None, None,43
None, 6.621,37.09, None, None, None, None, 7.254, 15.5, 102.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 04:00:00, None, None,43
None, 6.603,35.87, None, None, None, None, 5.704, 14.94, 105.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 05:00:00, None, None,43
None, 7.345,27.0, None, None, None, None, 14.66, 10.78, 119.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 06:00:00, None, None,43
None, 7.23,30.15, None, None, None, None, 12.78, 9.19, 138.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 07:00:00, None, None,43
None, 6.548,33.23, None, None, None, None, 15.23, 8.09, 144.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 08:00:00, None, None,43
None, 6.886,35.54, None, None, None, None, 8.23, 10.71, 110.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 09:00:00, None, None,43
None, 8.09,32.31, None, None, None, None, 7.119, 11.44, 110.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 10:00:00, None, None,43
None, 8.38,33.18, None, None, None, None, 8.02, 12.17, 109.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 11:00:00, None, None,43
None, 9.09,34.89, None, None, None, None, 10.53, 12.35, 113.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 12:00:00, None, None,43
None, 10.16,34.58, None, None, None, None, 13.36, 11.82, 126.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 13:00:00, None, None,43
None, 12.49,30.55, None, None, None, None, 23.27, 8.98, 160.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 14:00:00, None, None,43
None, 12.87,29.0, None, None, None, None, 22.37, 9.08, 165.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 15:00:00, None, None,43
None, 12.47,30.13, None, None, None, None, 26.66, 6.965, 171.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 16:00:00, None, None,43
None, 12.95,30.38, None, None, None, None, 21.7, 5.791, 185.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 17:00:00, None, None,43
None, 9.63,33.84, None, None, None, None, 35.47, 4.56, 149.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 18:00:00, None, None,43
None, 9.15,30.11, None, None, None, None, 4.164, 10.03, 93.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 21:00:00, None, None,43
None, 9.25,27.39, None, None, None, None, 5.327, 12.64, 94.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 22:00:00, None, None,43
None, 9.13,25.27, None, None, None, None, 6.098, 14.31, 95.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-22 23:00:00, None, None,43
None, 9.06,24.21, None, None, None, None, 6.218, 11.61, 93.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 00:00:00, None, None,43
None, 9.05,19.71, None, None, None, None, 7.843, 15.46, 118.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 02:00:00, None, None,43
None, 9.66,12.42, None, None, None, None, 13.52, 13.1, 142.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 03:00:00, None, None,43
None, 9.72,11.24, None, None, None, None, 17.26, 9.28, 163.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 04:00:00, None, None,43
None, 9.74,11.51, None, None, None, None, 10.44, 9.85, 183.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 05:00:00, None, None,43
None, 10.7,21.08, None, None, None, None, 13.26, 6.714, 220.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 11:00:00, None, None,43
None, 11.54,20.19, None, None, None, None, 13.84, 6.638, 215.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 12:00:00, None, None,43
None, 11.46,23.77, None, None, None, None, 14.93, 5.453, 223.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 13:00:00, None, None,43
None, 13.0,23.97, None, None, None, None, 19.42, 6.661, 213.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 14:00:00, None, None,43
None, 11.83,30.02, None, None, None, None, 20.29, 6.585, 223.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 15:00:00, None, None,43
None, 11.74,32.41, None, None, None, None, 22.91, 5.379, 237.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 16:00:00, None, None,43
None, 10.94,34.83, None, None, None, None, 26.33, 5.22, 239.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 17:00:00, None, None,43
None, 8.08,39.93, None, None, None, None, 17.13, 9.56, 234.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 18:00:00, None, None,43
None, 6.335,49.29, None, None, None, None, 5.135, 16.63, 236.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 19:00:00, None, None,43
None, 5.896,53.09, None, None, None, None, 6.411, 16.79, 236.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 20:00:00, None, None,43
None, 5.801,53.01, None, None, None, None, 5.064, 17.08, 245.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 21:00:00, None, None,43
None, 6.304,52.46, None, None, None, None, 8.81, 15.5, 250.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 22:00:00, None, None,43
None, 5.611,53.68, None, None, None, None, 9.71, 11.73, 232.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-23 23:00:00, None, None,43
None, 5.485,56.46, None, None, None, None, 9.38, 10.23, 208.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 00:00:00, None, None,43
None, 2.333,87.8, None, None, None, None, 9.97, 18.53, 226.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 01:00:00, None, None,43
None, 4.322,83.4, None, None, None, None, 17.29, 19.8, 205.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 02:00:00, None, None,43
None, 3.68,89.8, None, None, None, None, 10.04, 22.46, 201.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 03:00:00, None, None,43
None, 3.067,87.4, None, None, None, None, 23.54, 14.82, 179.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 04:00:00, None, None,43
None, 2.624,85.9, None, None, None, None, 21.29, 16.73, 186.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 05:00:00, None, None,43
None, 2.159,90.0, None, None, None, None, 4.925, 17.61, 217.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 06:00:00, None, None,43
None, 1.395,94.8, None, None, None, None, 5.748, 18.37, 226.4, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 07:00:00, None, None,43
None, 1.674,81.5, None, None, None, None, 6.796, 21.41, 218.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 08:00:00, None, None,43
None, 1.209,85.4, None, None, None, None, 6.243, 21.39, 220.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 09:00:00, None, None,43
None, 1.575,84.2, None, None, None, None, 6.054, 19.79, 225.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 10:00:00, None, None,43
None, 1.482,90.2, None, None, None, None, 6.552, 18.07, 227.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 11:00:00, None, None,43
None, 1.166,92.5, None, None, None, None, 7.247, 17.57, 224.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 12:00:00, None, None,43
None, 1.347,91.5, None, None, None, None, 5.768, 18.28, 226.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 13:00:00, None, None,43
None, 1.436,90.3, None, None, None, None, 10.17, 16.98, 229.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 14:00:00, None, None,43
None, 2.834,81.1, None, None, None, None, 11.93, 17.25, 228.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 15:00:00, None, None,43
None, 3.058,80.9, None, None, None, None, 10.71, 18.91, 225.1, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 16:00:00, None, None,43
None, 1.601,82.4, None, None, None, None, 12.85, 16.92, 225.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 17:00:00, None, None,43
None, 0.683,85.3, None, None, None, None, 13.83, 17.15, 229.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 18:00:00, None, None,43
None, 0.018,97.1, None, None, None, None, 8.52, 16.11, 230.0, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 19:00:00, None, None,43
None, 0.042,99.0, None, None, None, None, 7.98, 15.33, 226.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 20:00:00, None, None,43
None, -0.227,99.5, None, None, None, None, 10.02, 14.49, 232.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 21:00:00, None, None,43
None, -0.757,99.8, None, None, None, None, 8.59, 18.33, 230.2, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 22:00:00, None, None,43
None, -0.957,99.9, None, None, None, None, 7.07, 16.11, 228.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-24 23:00:00, None, None,43
None, -1.075,100.0, None, None, None, None, 7.958, 15.4, 229.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-25 00:00:00, None, None,43
