wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
76.0, 42.0, 3.7, 0.0, 2.5, 2.6, 15.3, 16.0, 57.0, 0.0, 0.0, 40.0,2022-09-03 00:00:00,36,
72.0, 41.0, 3.3, 0.0, 2.3, 3.0, 15.5, 15.5, 75.0, 0.0, 0.0, 42.0,2022-09-03 01:00:00,36,
81.0, 40.0, 2.6, 0.0, 2.4, 2.6, 16.0, 15.4, 76.0, 0.0, 0.0, 42.0,2022-09-03 02:00:00,36,
358.0, 42.0, None, 0.0, 2.7, 5.0, 15.5, 14.7, 72.0, 0.0, 0.0, 46.0,2022-09-03 03:00:00,36,
16.0, 42.0, 2.6, 0.0, 2.6, 2.4, 15.4, 14.0, 81.0, 0.0, 0.0, 46.0,2022-09-03 04:00:00,36,
352.0, 46.0, None, 0.0, 3.2, 2.8, 14.7, 14.2, 358.0, 0.0, 0.0, 46.0,2022-09-03 05:00:00,36,
7.0, 46.0, 2.4, 0.0, 2.6, 2.4, 14.0, 15.3, 16.0, 0.0, 0.0, 49.0,2022-09-03 06:00:00,36,
170.0, 46.0, 2.8, 0.0, 2.8, 3.6, 14.2, 21.3, 352.0, 0.0, 0.0, 31.0,2022-09-03 07:00:00,36,
245.0, 49.0, 2.4, 0.0, 4.7, 4.1, 15.3, 23.9, 7.0, 0.0, 0.0, 28.0,2022-09-03 08:00:00,36,
179.0, 31.0, 3.6, 0.0, 3.5, 6.9, 21.3, 24.9, 170.0, 0.0, 0.0, 26.0,2022-09-03 09:00:00,36,
218.0, 28.0, 4.1, 0.0, 4.3, 6.5, 23.9, 26.2, 245.0, 0.0, 0.0, 29.0,2022-09-03 10:00:00,36,
204.0, 26.0, 6.9, 0.0, 4.1, 8.2, 24.9, 25.7, 179.0, 0.0, 0.0, 27.0,2022-09-03 11:00:00,36,
209.0, 29.0, 6.5, 0.0, 6.8, 6.9, 26.2, 26.2, 218.0, 0.0, 0.0, 27.0,2022-09-03 12:00:00,36,
247.0, 27.0, 8.2, 0.0, 5.3, 9.2, 25.7, 26.2, 204.0, 0.0, 0.0, 25.0,2022-09-03 13:00:00,36,
210.0, 27.0, 6.9, 0.0, 5.7, 5.3, 26.2, 23.2, 209.0, 0.0, 0.0, 31.0,2022-09-03 14:00:00,36,
195.0, 25.0, 9.2, 0.0, 4.6, 5.9, 26.2, 22.3, 247.0, 0.0, 0.0, 31.0,2022-09-03 15:00:00,36,
246.0, 31.0, 5.3, 0.0, 5.1, 6.8, 23.2, 21.1, 210.0, 0.0, 0.0, 30.0,2022-09-03 16:00:00,36,
204.0, 31.0, 5.9, 0.0, 4.4, 6.8, 22.3, 19.7, 195.0, 0.0, 0.0, 31.0,2022-09-03 17:00:00,36,
245.0, 30.0, 6.8, 0.0, 2.9, 5.3, 21.1, 17.8, 246.0, 0.0, 0.0, 41.0,2022-09-03 18:00:00,36,
253.0, 31.0, 6.8, 0.0, 2.1, 3.4, 19.7, 16.8, 204.0, 0.0, 0.0, 40.0,2022-09-03 19:00:00,36,
220.0, 41.0, 5.3, 0.0, 4.4, 6.2, 17.8, 15.2, 245.0, 0.0, 0.0, 33.0,2022-09-03 20:00:00,36,
274.0, 40.0, 3.4, 0.0, 3.1, 5.7, 16.8, 15.2, 253.0, 0.0, 0.0, 34.0,2022-09-03 21:00:00,36,
254.0, 33.0, 6.2, 0.0, -1.0, 3.3, 15.2, 13.9, 220.0, 0.0, 0.0, 39.0,2022-09-03 22:00:00,36,
, 34.0, 5.7, None, -0.5, None, 15.2, None, 274.0, 0.0, 0.0, None,2022-09-03 23:00:00,36,
242.0, 39.0, 3.3, 0.0, 0.2, 3.2, 13.9, 10.6, 254.0, 0.0, 0.0, 58.0,2022-09-04 00:00:00,36,
312.0, 48.0, 3.7, 0.0, 1.6, 4.5, 12.3, 10.1, 293.0, 0.0, 0.0, 64.0,2022-09-04 01:00:00,36,
258.0, 58.0, 3.2, 0.0, 2.7, 3.8, 10.6, 8.7, 242.0, 0.0, 0.0, 71.0,2022-09-04 02:00:00,36,
288.0, 64.0, 4.5, 0.0, 3.6, 5.1, 10.1, 9.6, 312.0, 0.0, 0.0, 71.0,2022-09-04 03:00:00,36,
299.0, 71.0, 3.8, 0.0, 3.7, 5.4, 8.7, 9.1, 258.0, 0.0, 0.0, 75.0,2022-09-04 04:00:00,36,
308.0, 71.0, 5.1, 0.0, 4.6, 6.5, 9.6, 9.7, 288.0, 0.0, 0.0, 73.0,2022-09-04 05:00:00,36,
323.0, 75.0, 5.4, 0.0, 4.9, 4.2, 9.1, 9.7, 299.0, 0.0, 0.0, 74.0,2022-09-04 06:00:00,36,
168.0, 73.0, 6.5, 0.0, 5.1, 11.7, 9.7, 11.5, 308.0, 0.0, 0.0, 68.0,2022-09-04 07:00:00,36,
163.0, 74.0, 4.2, 0.0, 5.3, 6.4, 9.7, 12.8, 323.0, 0.0, 0.0, 68.0,2022-09-04 08:00:00,36,
189.0, 68.0, 11.7, 0.0, 5.8, 8.7, 11.5, 12.7, 168.0, 0.0, 0.0, 67.0,2022-09-04 09:00:00,36,
231.0, 68.0, 6.4, 0.0, 7.0, 5.9, 12.8, 13.0, 163.0, 0.0, 0.0, 68.0,2022-09-04 10:00:00,36,
238.0, 67.0, 8.7, 0.0, 6.7, 7.5, 12.7, 14.6, 189.0, 0.0, 0.0, 60.0,2022-09-04 11:00:00,36,
222.0, 68.0, 5.9, 0.0, 7.2, 8.1, 13.0, 15.8, 231.0, 0.0, 0.0, 59.0,2022-09-04 12:00:00,36,
268.0, 60.0, 7.5, 0.0, 6.9, 6.8, 14.6, 15.2, 238.0, 0.0, 0.0, 61.0,2022-09-04 13:00:00,36,
225.0, 59.0, 8.1, 0.0, 7.8, 6.7, 15.8, 15.0, 222.0, 0.0, 0.0, 57.0,2022-09-04 14:00:00,36,
260.0, 61.0, 6.8, 0.0, 7.7, 8.0, 15.2, 14.5, 268.0, 0.0, 0.0, 62.0,2022-09-04 15:00:00,36,
235.0, 57.0, 6.7, 0.0, 6.6, 8.0, 15.0, 14.7, 225.0, 0.0, 0.0, 60.0,2022-09-04 16:00:00,36,
217.0, 62.0, None, 0.0, 7.3, 7.8, 14.5, 13.6, 260.0, 0.0, 0.0, 63.0,2022-09-04 17:00:00,36,
214.0, 60.0, None, 0.0, 7.0, 9.2, 14.7, 13.0, 235.0, 0.0, 0.0, 63.0,2022-09-04 18:00:00,36,
254.0, 63.0, 7.8, 0.0, 6.7, 9.0, 13.6, 12.6, 217.0, 0.0, 0.0, 63.0,2022-09-04 19:00:00,36,
237.0, 63.0, 9.2, 0.0, 6.1, 12.1, 13.0, 11.7, 214.0, 0.0, 0.0, 71.0,2022-09-04 20:00:00,36,
248.0, 63.0, None, 0.0, 5.7, 8.5, 12.6, 10.7, 254.0, 0.0, 0.0, 65.0,2022-09-04 21:00:00,36,
