WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.019998,78.0,2016-08-07 10:00:00,16.53,32
None, None, 1.537,77.5,2016-08-07 11:00:00,16.95,32
None, None, 2.074,77.4,2016-08-07 12:00:00,17.36,32
None, None, 3.002,75.2,2016-08-07 13:00:00,17.4,32
None, None, 2.102,72.6,2016-08-07 14:00:00,17.81,32
None, None, 0.035999,68.65,2016-08-07 15:00:00,18.26,32
None, None, 0.841,66.62,2016-08-07 16:00:00,18.4,32
None, None, 0.296,67.63,2016-08-07 17:00:00,18.45,32
None, None, 0.762,72.1,2016-08-07 18:00:00,18.29,32
None, None, 0.68,72.5,2016-08-07 19:00:00,18.21,32
None, None, 0.695999,76.1,2016-08-07 20:00:00,17.64,32
None, None, 0.875998,78.0,2016-08-07 21:00:00,16.99,32
None, None, 0.712998,79.3,2016-08-07 22:00:00,16.35,32
None, None, 0.237,81.5,2016-08-07 23:00:00,16.06,32
None, None, 0.146999,82.3,2016-08-08 00:00:00,15.82,32
None, None, 0.856998,84.0,2016-08-08 01:00:00,15.11,32
None, None, 0.672999,84.0,2016-08-08 02:00:00,14.79,32
None, None, 0.335,83.7,2016-08-08 03:00:00,14.81,32
None, None, 0.837,84.0,2016-08-08 04:00:00,14.73,32
None, None, 0.287999,83.3,2016-08-08 05:00:00,14.94,32
None, None, 0.573,84.1,2016-08-08 06:00:00,15.08,32
None, None, 0.533999,82.8,2016-08-08 07:00:00,15.87,32
None, None, 1.856,79.2,2016-08-08 08:00:00,16.74,32
None, None, 3.369,76.8,2016-08-08 09:00:00,16.96,32
None, None, 3.195,76.8,2016-08-08 10:00:00,17.28,32
None, None, 3.97,77.6,2016-08-08 11:00:00,17.25,32
None, None, 6.391,81.5,2016-08-08 12:00:00,16.54,32
None, None, 5.23,80.0,2016-08-08 13:00:00,16.94,32
None, None, 5.449,80.6,2016-08-08 14:00:00,17.13,32
None, None, 4.028,80.7,2016-08-08 15:00:00,17.47,32
None, None, 2.137,79.2,2016-08-08 16:00:00,17.93,32
None, None, 1.215,79.1,2016-08-08 17:00:00,18.03,32
None, None, 0.173998,78.9,2016-08-08 18:00:00,18.04,32
None, None, 0.001,79.3,2016-08-08 19:00:00,18.02,32
None, None, 0.284999,83.0,2016-08-08 20:00:00,17.71,32
None, None, 0.757,87.2,2016-08-08 21:00:00,16.97,32
None, None, 0.632,87.1,2016-08-08 22:00:00,16.63,32
None, None, 0.094999,87.3,2016-08-08 23:00:00,16.58,32
None, None, 0.125,87.9,2016-08-09 00:00:00,16.53,32
None, None, 0.509998,87.7,2016-08-09 01:00:00,16.56,32
None, None, 0.326,88.1,2016-08-09 02:00:00,16.55,32
None, None, 0.159998,88.7,2016-08-09 03:00:00,16.45,32
None, None, 0.492,88.3,2016-08-09 04:00:00,16.38,32
None, None, 0.067,88.3,2016-08-09 05:00:00,16.61,32
None, None, 0.004999,88.5,2016-08-09 06:00:00,16.59,32
None, None, 0.026,88.6,2016-08-09 07:00:00,16.59,32
