pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 3.37, None, None, None, None, 16.17, None, 3.885, 350.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-01 00:00:00, None, None, None, None,40
None, 6.258, None, None, None, None, 22.45, None, 4.597, 2.451, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 09:00:00, None, None, None, None,40
None, 7.49, None, None, None, None, 23.56, None, 4.732, 12.69, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 10:00:00, None, None, None, None,40
None, 8.07, None, None, None, None, 23.28, None, 7.63, 1.528, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 11:00:00, None, None, None, None,40
None, 9.17, None, None, None, None, 24.76, None, 7.24, 358.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 12:00:00, None, None, None, None,40
None, 10.87, None, None, None, None, 28.65, None, 5.217, 7.44, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 13:00:00, None, None, None, None,40
None, 11.92, None, None, None, None, 42.98, None, 2.842, 12.73, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 14:00:00, None, None, None, None,40
None, 11.22, None, None, None, None, 48.86, None, 2.877, 148.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 15:00:00, None, None, None, None,40
None, 11.33, None, None, None, None, 49.92, None, 1.809, 6.766, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 16:00:00, None, None, None, None,40
None, 9.38, None, None, None, None, 40.29, None, 2.626, 3.719, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 17:00:00, None, None, None, None,40
None, 9.09, None, None, None, None, 21.88, None, 3.793, 5.136, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 18:00:00, None, None, None, None,40
None, 7.54, None, None, None, None, 15.6, None, 4.175, 3.564, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 19:00:00, None, None, None, None,40
None, 6.476, None, None, None, None, 27.11, None, 3.001, 347.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 20:00:00, None, None, None, None,40
None, 6.496, None, None, None, None, 24.21, None, 2.007, 348.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 21:00:00, None, None, None, None,40
None, 4.979, None, None, None, None, 20.11, None, 2.888, 342.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 22:00:00, None, None, None, None,40
None, 5.134, None, None, None, None, 15.31, None, 2.757, 342.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 23:00:00, None, None, None, None,40
None, 5.462, None, None, None, None, 17.62, None, 2.809, 334.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 00:00:00, None, None, None, None,40
None, 5.806, None, None, None, None, 25.66, None, 2.523, 333.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 01:00:00, None, None, None, None,40
None, 4.741, None, None, None, None, 22.99, None, 2.172, 335.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 02:00:00, None, None, None, None,40
None, 3.693, None, None, None, None, 24.95, None, 1.874, 343.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 03:00:00, None, None, None, None,40
None, 2.885, None, None, None, None, 15.44, None, 2.943, 348.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 04:00:00, None, None, None, None,40
None, 2.523, None, None, None, None, 12.46, None, 3.463, 351.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 05:00:00, None, None, None, None,40
None, 2.4, None, None, None, None, 14.87, None, 3.796, 347.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 06:00:00, None, None, None, None,40
None, 2.153, None, None, None, None, 14.02, None, 2.965, 349.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 07:00:00, None, None, None, None,40
None, 1.944, None, None, None, None, 12.82, None, 3.169, 347.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 08:00:00, None, None, None, None,40
None, 4.66, None, None, None, None, 21.85, None, 1.808, 349.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 09:00:00, None, None, None, None,40
None, 5.036, None, None, None, None, 51.37, None, 0.859, 131.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 10:00:00, None, None, None, None,40
None, 6.677, None, None, None, None, 22.72, None, 2.426, 130.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 11:00:00, None, None, None, None,40
None, 7.28, None, None, None, None, 21.9, None, 4.215, 126.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 12:00:00, None, None, None, None,40
None, 7.96, None, None, None, None, 22.44, None, 4.603, 129.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 13:00:00, None, None, None, None,40
None, 9.03, None, None, None, None, 23.04, None, 4.334, 131.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 14:00:00, None, None, None, None,40
None, 9.65, None, None, None, None, 24.85, None, 4.087, 130.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 15:00:00, None, None, None, None,40
None, 10.55, None, None, None, None, 20.54, None, 4.034, 129.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 16:00:00, None, None, None, None,40
None, 9.41, None, None, None, None, 20.38, None, 2.576, 132.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 17:00:00, None, None, None, None,40
None, 8.46, None, None, None, None, 31.28, None, 1.334, 136.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 18:00:00, None, None, None, None,40
None, 7.95, None, None, None, None, 42.09, None, 0.743, 325.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 19:00:00, None, None, None, None,40
None, 7.26, None, None, None, None, 13.6, None, 2.457, 349.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 20:00:00, None, None, None, None,40
None, 6.505, None, None, None, None, 10.93, None, 2.45, 348.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 21:00:00, None, None, None, None,40
None, 6.38, None, None, None, None, 14.58, None, 2.539, 349.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 22:00:00, None, None, None, None,40
None, 6.149, None, None, None, None, 15.66, None, 2.166, 346.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 23:00:00, None, None, None, None,40
None, 5.803, None, None, None, None, 22.2, None, 1.461, 345.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 00:00:00, None, None, None, None,40
None, 5.189, None, None, None, None, 37.66, None, 0.895, 328.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 01:00:00, None, None, None, None,40
None, 4.904, None, None, None, None, 24.98, None, 1.472, 343.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 02:00:00, None, None, None, None,40
None, 4.521, None, None, None, None, 13.89, None, 2.026, 344.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 03:00:00, None, None, None, None,40
None, 4.497, None, None, None, None, 16.23, None, 1.419, 348.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 04:00:00, None, None, None, None,40
None, 4.121, None, None, None, None, 13.52, None, 1.967, 353.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 05:00:00, None, None, None, None,40
None, 3.695, None, None, None, None, 19.81, None, 1.396, 344.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 06:00:00, None, None, None, None,40
None, 3.771, None, None, None, None, 13.64, None, 1.611, 347.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 07:00:00, None, None, None, None,40
None, 3.619, None, None, None, None, 16.62, None, 1.436, 347.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 08:00:00, None, None, None, None,40
None, 4.277, None, None, None, None, 14.49, None, 1.936, 345.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 09:00:00, None, None, None, None,40
None, 7.52, None, None, None, None, 54.54, None, 1.118, 45.47, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 10:00:00, None, None, None, None,40
None, 7.63, None, None, None, None, 17.77, None, 3.681, 120.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 11:00:00, None, None, None, None,40
None, 9.03, None, None, None, None, 23.84, None, 4.065, 132.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 12:00:00, None, None, None, None,40
None, 10.07, None, None, None, None, 25.45, None, 4.305, 126.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 13:00:00, None, None, None, None,40
None, 10.82, None, None, None, None, 28.55, None, 4.05, 136.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 14:00:00, None, None, None, None,40
None, 11.65, None, None, None, None, 17.62, None, 4.427, 127.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 15:00:00, None, None, None, None,40
None, 12.71, None, None, None, None, 23.06, None, 3.699, 133.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 16:00:00, None, None, None, None,40
None, 10.73, None, None, None, None, 19.85, None, 2.965, 130.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 17:00:00, None, None, None, None,40
None, 9.56, None, None, None, None, 25.4, None, 1.168, 129.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 18:00:00, None, None, None, None,40
None, 8.3, None, None, None, None, 32.22, None, 1.087, 358.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 19:00:00, None, None, None, None,40
None, 7.39, None, None, None, None, 10.12, None, 4.005, 351.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 20:00:00, None, None, None, None,40
None, 6.158, None, None, None, None, 10.26, None, 4.47, 350.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 21:00:00, None, None, None, None,40
None, 6.621, None, None, None, None, 11.95, None, 3.561, 351.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 22:00:00, None, None, None, None,40
None, 6.237, None, None, None, None, 12.69, None, 3.263, 351.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 23:00:00, None, None, None, None,40
None, 5.919, None, None, None, None, 11.87, None, 3.107, 353.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-05 00:00:00, None, None, None, None,40
None, 5.574, None, None, None, None, 14.42, None, 2.645, 350.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-05 01:00:00, None, None, None, None,40
None, 5.287, None, None, None, None, 13.01, None, 2.929, 350.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-05 02:00:00, None, None, None, None,40
None, 4.887, None, None, None, None, 13.95, None, 2.436, 347.2, None, None, None, None, None, None, None, None, None, None, None,2017-10-05 03:00:00, None, None, None, None,40
