pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, None, 0.0,751.0,1048.0, None,2022-01-29 00:00:00, -2.1, None, 225.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 01:00:00, -2.0, None, 224.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 02:00:00, -1.7, None, 224.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 03:00:00, -1.8, None, 224.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 04:00:00, -1.4, None, 224.0, None,5
0.0, None, 0.0,751.0,1048.0, None,2022-01-29 05:00:00, -1.5, None, 224.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 06:00:00, -2.1, None, 224.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 07:00:00, -1.2, None, 224.0, None,5
None, None, 0.0,751.0,1048.0, None,2022-01-29 08:00:00, -1.3, None, 224.0, None,5
0.0, None, 0.0,751.0,1048.0, None,2022-01-29 09:00:00, -1.0, None, 223.0, None,5
0.0, None, 0.0,751.0,1048.0, None,2022-01-29 10:00:00, -0.9, None, 223.0, None,5
0.0, None, 0.0,751.0,1048.0, None,2022-01-29 11:00:00, 0.1, None, 223.0, None,5
0.0, None, 0.0,751.0,1048.0, None,2022-01-29 12:00:00, 0.1, None, 223.0, None,5
None, None, None,751.0,1047.0, None,2022-01-29 13:00:00, -2.0, None, 223.0, None,5
0.0, None, 0.0,751.0,1047.0, None,2022-01-29 14:00:00, -3.2, None, 222.0, None,5
0.0, None, 1.0,751.0,1048.0, None,2022-01-29 15:00:00, -3.0, None, 224.0, None,5
0.0, None, 0.0,752.0,1048.0, None,2022-01-29 16:00:00, -3.1, None, 225.0, None,5
1.0, None, 1.0,752.0,1049.0, None,2022-01-29 17:00:00, -3.1, None, 225.0, None,5
2.0, None, 1.0,753.0,1050.0, None,2022-01-29 18:00:00, -2.9, None, 227.0, None,5
2.0, None, 0.0,753.0,1050.0, None,2022-01-29 19:00:00, -2.8, None, 227.0, None,5
3.0, None, 1.0,754.0,1051.0, None,2022-01-29 20:00:00, -2.5, None, 228.0, None,5
3.0, None, 0.0,754.0,1051.0, None,2022-01-29 21:00:00, -2.3, None, 227.0, None,5
2.0, None, None,755.0,1050.0, None,2022-01-29 22:00:00, -1.9, None, 228.0, None,5
3.0, None, 1.0,755.0,1051.0, None,2022-01-29 23:00:00, -1.7, None, 228.0, None,5
3.0, None, 0.0,755.0,1051.0, None,2022-01-30 00:00:00, -2.0, None, 227.0, None,5
4.0, None, 1.0,755.0,1052.0, None,2022-01-30 01:00:00, -1.9, None, 226.0, None,5
3.0, None, None,756.0,1051.0, None,2022-01-30 02:00:00, -2.4, None, 228.0, None,5
4.0, None, 1.0,756.0,1052.0, None,2022-01-30 03:00:00, -1.9, None, 229.0, None,5
4.0, None, 0.0,756.0,1052.0, None,2022-01-30 04:00:00, -2.1, None, 229.0, None,5
4.0, None, 0.0,757.0,1052.0, None,2022-01-30 05:00:00, -2.7, None, 230.0, None,5
5.0, None, 1.0,757.0,1053.0, None,2022-01-30 06:00:00, -2.8, None, 230.0, None,5
5.0, None, 0.0,757.0,1053.0, None,2022-01-30 07:00:00, -3.0, None, 231.0, None,5
7.0, None, 2.0,757.0,1055.0, None,2022-01-30 08:00:00, -3.3, None, 232.0, None,5
8.0, None, 1.0,758.0,1056.0, None,2022-01-30 09:00:00, -3.0, None, 234.0, None,5
8.0, None, 0.0,759.0,1056.0, None,2022-01-30 10:00:00, -2.9, None, 234.0, None,5
9.0, None, 1.0,759.0,1057.0, None,2022-01-30 11:00:00, -2.8, None, 235.0, None,5
9.0, None, 0.0,760.0,1057.0, None,2022-01-30 12:00:00, -2.6, None, 416.0, None,5
11.0, None, 1.0,760.0,1058.0, None,2022-01-30 13:00:00, -2.8, None, 237.0, None,5
11.0, None, 0.0,761.0,1058.0, None,2022-01-30 14:00:00, -2.8, None, 239.0, None,5
11.0, None, 1.0,762.0,1059.0, None,2022-01-30 15:00:00, -2.9, None, 240.0, None,5
12.0, None, 1.0,763.0,1060.0, None,2022-01-30 16:00:00, -3.2, None, 241.0, None,5
13.0, None, 2.0,764.0,1062.0, None,2022-01-30 17:00:00, -3.6, None, 242.0, None,5
12.0, None, 0.0,765.0,1062.0, None,2022-01-30 18:00:00, -3.6, None, 243.0, None,5
14.0, None, 2.0,766.0,1064.0, None,2022-01-30 19:00:00, -3.6, None, 243.0, None,5
14.0, None, 1.0,766.0,1065.0, None,2022-01-30 20:00:00, -4.2, None, 243.0, None,5
14.0, None, 0.0,767.0,1065.0, None,2022-01-30 21:00:00, -4.6, None, 242.0, None,5
16.0, None, 1.0,767.0,1066.0, None,2022-01-30 22:00:00, -5.5, None, 243.0, None,5
16.0, None, 1.0,768.0,1067.0, None,2022-01-30 23:00:00, -6.5, None, 243.0, None,5
14.0, None, None,768.0,1065.0, None,2022-01-31 00:00:00, -7.2, None, 242.0, None,5
15.0, None, 2.0,769.0,1067.0, None,2022-01-31 01:00:00, -8.1, None, 244.0, None,5
18.0, None, 2.0,769.0,1069.0, None,2022-01-31 02:00:00, -9.2, None, 243.0, None,5
16.0, None, None,769.0,1068.0, None,2022-01-31 03:00:00, -9.4, None, 243.0, None,5
15.0, None, None,769.0,1067.0, None,2022-01-31 04:00:00, -9.9, None, 243.0, None,5
12.0, None, None,770.0,1064.0, None,2022-01-31 05:00:00, -10.4, None, 244.0, None,5
12.0, None, 1.0,770.0,1065.0, None,2022-01-31 06:00:00, -12.9, None, 246.0, None,5
15.0, None, 3.0,771.0,1068.0, None,2022-01-31 07:00:00, -13.9, None, 245.0, None,5
14.0, None, 1.0,771.0,1069.0, None,2022-01-31 08:00:00, -15.1, None, 246.0, None,5
10.0, None, None,771.0,1066.0, None,2022-01-31 09:00:00, -13.9, None, 246.0, None,5
13.0, None, 3.0,771.0,1069.0, None,2022-01-31 10:00:00, -14.6, None, 246.0, None,5
13.0, None, 1.0,771.0,1070.0, None,2022-01-31 11:00:00, -13.1, None, 246.0, None,5
13.0, None, 0.0,771.0,1070.0, None,2022-01-31 12:00:00, -12.0, None, 245.0, None,5
12.0, None, 0.0,772.0,1070.0, None,2022-01-31 13:00:00, -10.5, None, 245.0, None,5
12.0, None, 0.0,772.0,1070.0, None,2022-01-31 14:00:00, -10.4, None, 245.0, None,5
10.0, None, None,772.0,1069.0, None,2022-01-31 15:00:00, -11.2, None, 245.0, None,5
10.0, None, 1.0,772.0,1070.0, None,2022-01-31 16:00:00, -12.2, None, 245.0, None,5
8.0, None, 0.0,772.0,1070.0, None,2022-01-31 17:00:00, -12.6, None, 245.0, None,5
4.0, None, None,772.0,1066.0, None,2022-01-31 18:00:00, -12.6, None, 244.0, None,5
6.0, None, 4.0,773.0,1070.0, None,2022-01-31 19:00:00, -11.8, None, 245.0, None,5
6.0, None, 0.0,773.0,1071.0, None,2022-01-31 21:00:00, -12.3, None, 244.0, None,5
6.0, None, 1.0,773.0,1072.0, None,2022-01-31 22:00:00, -12.6, None, 244.0, None,5
5.0, None, 0.0,773.0,1072.0, None,2022-01-31 23:00:00, -13.6, None, 244.0, None,5
7.0, None, 0.0,773.0,1072.0, None,2022-02-01 00:00:00, -16.5, None, 244.0, None,5
4.0, None, None,773.0,1071.0, None,2022-02-01 01:00:00, -17.9, None, 244.0, None,5
2.0, None, 0.0,773.0,1071.0, None,2022-02-01 02:00:00, -18.6, None, 244.0, None,5
6.0, None, 3.0,773.0,1074.0, None,2022-02-01 03:00:00, -19.7, None, 244.0, None,5
7.0, None, 0.0,773.0,1074.0, None,2022-02-01 04:00:00, -20.5, None, 244.0, None,5
11.0, None, 1.0,773.0,1075.0, None,2022-02-01 05:00:00, -21.1, None, 243.0, None,5
