wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
1.3,2.8,297.0,99.0,2022-02-19 00:00:00,0.0,8
3.9,3.2,21.0,92.0,2022-02-19 01:00:00,0.0,8
4.4,2.8,276.0,96.0,2022-02-19 02:00:00,0.0,8
5.3,2.7,297.0,95.0,2022-02-19 03:00:00,0.0,8
1.2,2.3,312.0,99.0,2022-02-19 04:00:00,0.0,8
2.0,2.5,267.0,100.0,2022-02-19 05:00:00,0.3,8
0.7,2.3,355.0,100.0,2022-02-19 06:00:00,0.3,8
3.1,2.4,48.0,99.0,2022-02-19 07:00:00,0.3,8
4.8,2.8,273.0,99.0,2022-02-19 08:00:00,0.5,8
2.2,3.0,350.0,99.0,2022-02-19 09:00:00,1.3,8
5.1,4.1,272.0,99.0,2022-02-19 10:00:00,0.3,8
1.0,5.9,179.0,96.0,2022-02-19 11:00:00,0.0,8
5.3,5.7,293.0,97.0,2022-02-19 12:00:00,0.0,8
4.6,6.3,269.0,95.0,2022-02-19 13:00:00,0.0,8
3.7,6.6,97.0,89.0,2022-02-19 14:00:00,0.0,8
11.9,5.7,70.0,75.0,2022-02-19 15:00:00,0.0,8
7.6,4.5,57.0,85.0,2022-02-19 16:00:00,0.0,8
5.7,3.8,266.0,88.0,2022-02-19 17:00:00,0.0,8
5.2,2.6,286.0,93.0,2022-02-19 18:00:00,0.0,8
4.5,2.3,300.0,95.0,2022-02-19 19:00:00,0.0,8
2.1,1.3,53.0,98.0,2022-02-19 20:00:00,0.0,8
0.8,1.5,3.0,98.0,2022-02-19 21:00:00,0.0,8
1.3,1.1,16.0,98.0,2022-02-19 22:00:00,0.0,8
4.3,1.3,59.0,99.0,2022-02-19 23:00:00,0.0,8
5.3,1.0,72.0,99.0,2022-02-20 00:00:00,0.0,8
0.1,0.9,78.0,98.0,2022-02-20 01:00:00,0.0,8
6.4,1.0,65.0,99.0,2022-02-20 02:00:00,0.0,8
1.5,0.2,41.0,98.0,2022-02-20 03:00:00,0.0,8
6.2,0.1,54.0,99.0,2022-02-20 04:00:00,0.0,8
6.9,-0.1,62.0,98.0,2022-02-20 05:00:00,0.0,8
6.4,-0.2,73.0,97.0,2022-02-20 06:00:00,0.0,8
3.6,-0.7,34.0,98.0,2022-02-20 07:00:00,0.0,8
1.5,-0.3,275.0,98.0,2022-02-20 08:00:00,0.0,8
0.5,1.5,326.0,91.0,2022-02-20 09:00:00,0.0,8
4.2,3.3,279.0,85.0,2022-02-20 10:00:00,0.0,8
5.3,5.0,285.0,77.0,2022-02-20 11:00:00,0.0,8
3.1,6.3,272.0,69.0,2022-02-20 12:00:00,0.0,8
5.2,7.0,260.0,61.0,2022-02-20 13:00:00,0.0,8
1.9,6.6,250.0,68.0,2022-02-20 14:00:00,0.0,8
1.8,6.5,329.0,62.0,2022-02-20 15:00:00,0.0,8
1.0,5.1,292.0,66.0,2022-02-20 16:00:00,0.0,8
1.0,2.6,306.0,85.0,2022-02-20 17:00:00,0.0,8
0.0,1.3,291.0,89.0,2022-02-20 18:00:00,0.0,8
