CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 3.498, 97.1, None, None, None, None, 28.59, None, 0.687, 181.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 00:00:00, None, None,26
None, 3.45, 97.1, None, None, None, None, 31.8, None, 0.368, 184.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 01:00:00, None, None,26
None, 3.105, 97.1, None, None, None, None, 25.95, None, 0.607, 198.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 02:00:00, None, None,26
None, 2.849, 97.2, None, None, None, None, 28.98, None, 0.533, 175.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 03:00:00, None, None,26
None, 2.221, 97.1, None, None, None, None, 28.78, None, 1.626, 163.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 04:00:00, None, None,26
None, 1.691, 97.1, None, None, None, None, 23.22, None, 2.658, 169.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 05:00:00, None, None,26
None, 1.296, 97.0, None, None, None, None, 31.12, None, 2.822, 151.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 06:00:00, None, None,26
None, 0.858, 97.0, None, None, None, None, 26.98, None, 3.204, 168.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 07:00:00, None, None,26
None, 0.739, 97.0, None, None, None, None, 21.67, None, 2.986, 171.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 08:00:00, None, None,26
None, 0.881, 97.0, None, None, None, None, 21.52, None, 4.073, 174.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 09:00:00, None, None,26
