pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,12.31, None, None, None, None,11.56, None,3.868,353.3, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 00:00:00, None, None, None, None,26
None,12.17, None, None, None, None,12.54, None,2.608,349.8, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 01:00:00, None, None, None, None,26
None,12.02, None, None, None, None,27.78, None,2.022,353.1, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 02:00:00, None, None, None, None,26
None,11.68, None, None, None, None,68.96, None,0.319,86.2, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 03:00:00, None, None, None, None,26
None,11.42, None, None, None, None,58.67, None,0.289,226.0, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 04:00:00, None, None, None, None,26
None,10.89, None, None, None, None,58.7, None,0.412,297.3, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 05:00:00, None, None, None, None,26
None,11.13, None, None, None, None,58.96, None,0.418,336.2, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 06:00:00, None, None, None, None,26
None,10.86, None, None, None, None,36.52, None,1.061,149.2, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 07:00:00, None, None, None, None,26
None,10.56, None, None, None, None,25.65, None,2.088,123.9, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 08:00:00, None, None, None, None,26
None,10.91, None, None, None, None,35.18, None,1.68,125.4, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 09:00:00, None, None, None, None,26
None,11.13, None, None, None, None,26.45, None,2.052,142.4, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 10:00:00, None, None, None, None,26
None,12.0, None, None, None, None,33.35, None,2.12,146.1, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 11:00:00, None, None, None, None,26
None,14.05, None, None, None, None,33.84, None,3.879,124.7, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 12:00:00, None, None, None, None,26
None,14.49, None, None, None, None,23.96, None,7.5,123.8, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 13:00:00, None, None, None, None,26
None,15.24, None, None, None, None,23.96, None,7.83,117.9, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 14:00:00, None, None, None, None,26
None,14.94, None, None, None, None,29.17, None,4.801,117.8, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 15:00:00, None, None, None, None,26
None,15.76, None, None, None, None,38.32, None,2.628,135.6, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 16:00:00, None, None, None, None,26
None,16.28, None, None, None, None,29.39, None,6.499,131.2, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 17:00:00, None, None, None, None,26
None,15.54, None, None, None, None,46.86, None,3.502,135.9, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 18:00:00, None, None, None, None,26
None,15.03, None, None, None, None,36.72, None,5.103,132.8, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 19:00:00, None, None, None, None,26
None,14.18, None, None, None, None,44.75, None,3.401,115.7, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 20:00:00, None, None, None, None,26
None,12.4, None, None, None, None,59.5, None,1.134,9.22, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 21:00:00, None, None, None, None,26
None,11.72, None, None, None, None,41.5, None,2.034,344.1, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 22:00:00, None, None, None, None,26
None,10.72, None, None, None, None,18.55, None,2.83,345.5, None, None, None, None, None, None, None, None, None, None, None,2016-06-24 23:00:00, None, None, None, None,26
None,9.63, None, None, None, None,22.18, None,2.573,344.0, None, None, None, None, None, None, None, None, None, None, None,2016-06-25 00:00:00, None, None, None, None,26
None,9.07, None, None, None, None,21.12, None,2.338,0.558, None, None, None, None, None, None, None, None, None, None, None,2016-06-25 01:00:00, None, None, None, None,26
None,8.51, None, None, None, None,17.68, None,2.674,344.0, None, None, None, None, None, None, None, None, None, None, None,2016-06-25 02:00:00, None, None, None, None,26
