CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-1.726, 76.9, None, None, None, None,4.732,0.433,144.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-02 00:00:00, None, None, None, None,14
None,-2.072, 73.8, None, None, None, None,14.81,0.976,98.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-04-02 01:00:00, None, None, None, None,14
None,-2.521, 94.8, None, None, None, None,9.89,0.079,179.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-04-02 02:00:00, None, None, None, None,14
None,-2.888, 98.5, None, None, None, None,16.49,0.317,348.0, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-04-02 03:00:00, None, None, None, None,14
None,-3.161, 91.4, None, None, None, None,26.34,0.559,338.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-04-02 04:00:00, None, None, None, None,14
None,-3.868, 89.1, None, None, None, None,4.331,0.01,329.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-02 05:00:00, None, None, None, None,14
None,-3.489, 100.4, None, None, None, None,3.781,0.001,277.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-04-02 06:00:00, None, None, None, None,14
None,-4.388, 84.2, None, None, None, None,31.28,0.359,316.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-04-02 07:00:00, None, None, None, None,14
None,-4.653, 90.7, None, None, None, None,4.079,0.004,314.7, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-04-02 08:00:00, None, None, None, None,14
None,-1.022, 55.68, None, None, None, None,7.11,0.006,339.3, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2017-04-02 09:00:00, None, None, None, None,14
None,0.389, 72.3, None, None, None, None,10.95,0.387,227.1, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-04-02 10:00:00, None, None, None, None,14
None,1.613, 59.92, None, None, None, None,22.55,2.427,220.4, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2017-04-02 11:00:00, None, None, None, None,14
None,2.103, 54.61, None, None, None, None,60.91,3.26,152.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2017-04-02 12:00:00, None, None, None, None,14
None,0.85, 49.2, None, None, None, None,48.96,3.42,206.7, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2017-04-02 13:00:00, None, None, None, None,14
None,0.58, 41.45, None, None, None, None,59.14,1.698,223.5, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2017-04-02 14:00:00, None, None, None, None,14
None,0.804, 27.63, None, None, None, None,57.0,3.466,218.2, None, None, None, None, None, -16.0, None, None, None, None, None, None, None,2017-04-02 15:00:00, None, None, None, None,14
None,-0.944, 23.67, None, None, None, None,63.42,2.207,224.4, None, None, None, None, None, -17.0, None, None, None, None, None, None, None,2017-04-02 16:00:00, None, None, None, None,14
None,-1.375, 23.57, None, None, None, None,67.15,1.758,211.9, None, None, None, None, None, -18.0, None, None, None, None, None, None, None,2017-04-02 17:00:00, None, None, None, None,14
