max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
-0.3, -6999.0, None, None, -6999.0,-1.5, -6999.0, 0.0, None,-2.0,2021-03-19 00:00:00,440.0, -6999.0,12
-0.3, -6999.0, None, None, -6999.0,-2.0, -6999.0, 0.0, None,0.0,2021-03-19 01:00:00,440.0, -6999.0,12
-0.3, -6999.0, None, None, -6999.0,-2.2, -6999.0, 0.0, None,0.0,2021-03-19 02:00:00,440.0, -6999.0,12
-0.3, -6999.0, None, None, -6999.0,-2.3, -6999.0, 0.0, None,0.0,2021-03-19 03:00:00,440.0, -6999.0,12
-0.3, -6999.0, None, None, -6999.0,-2.4, -6999.0, 0.0, None,0.0,2021-03-19 04:00:00,440.0, -6999.0,12
-0.3, -6999.0, None, None, -6999.0,-2.5, -6999.0, 0.0, None,0.0,2021-03-19 05:00:00,440.0, -6999.0,12
-0.3, -6999.0, None, None, -6999.0,-2.5, -6999.0, 0.0, None,0.0,2021-03-19 06:00:00,440.0, -6999.0,12
-2.5, -6999.0, None, None, -6999.0,-2.7, -6999.0, 0.0, None,0.0,2021-03-19 07:00:00,441.0, -6999.0,12
-2.5, -6999.0, None, None, -6999.0,-2.8, -6999.0, 0.0, None,0.0,2021-03-19 08:00:00,440.0, -6999.0,12
-2.5, -6999.0, None, None, -6999.0,-2.8, -6999.0, 0.0, None,-2.0,2021-03-19 09:00:00,438.0, -6999.0,12
-2.5, -6999.0, None, None, -6999.0,-2.8, -6999.0, 0.0, None,0.0,2021-03-19 10:00:00,438.0, -6999.0,12
-2.1, -6999.0, None, None, -6999.0,-2.3, -6999.0, 0.0, None,0.0,2021-03-19 11:00:00,438.0, -6999.0,12
-1.3, -6999.0, None, None, -6999.0,-1.3, -6999.0, 0.0, None,0.0,2021-03-19 12:00:00,438.0, -6999.0,12
-0.4, -6999.0, None, None, -6999.0,-3.0, -6999.0, 0.0, None,9.0,2021-03-19 13:00:00,447.0, -6999.0,12
-0.4, -6999.0, None, None, -6999.0,-2.8, -6999.0, 0.0, None,-1.0,2021-03-19 14:00:00,447.0, -6999.0,12
