WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
182.9, 14.4, 0.773393, 65.5,72.1242,2018-08-13 00:00:00,12.503,33
327.4, 12.5, 1.0216, 72.1,75.9388,2018-08-13 01:00:00,11.7811,33
21.0, 11.8, 1.31085, 75.9,77.2921,2018-08-13 02:00:00,12.0378,33
90.8, 12.0, 0.971922, 77.3,80.826,2018-08-13 03:00:00,11.2919,33
70.3, 11.3, 0.95221, 80.8,82.3814,2018-08-13 04:00:00,9.89375,33
329.6, 9.9, 0.748714, 82.4,83.6621,2018-08-13 05:00:00,8.90208,33
318.4, 8.9, 0.582082, 83.7,83.9971,2018-08-13 06:00:00,9.04056,33
317.8, 9.0, 0.632452, 84.0,81.5789,2018-08-13 07:00:00,10.8364,33
149.6, 10.8, 0.783017, 81.6,77.1028,2018-08-13 08:00:00,12.6696,33
171.2, 12.7, 0.828652, 77.1,69.2819,2018-08-13 09:00:00,14.8767,33
150.8, 14.9, 0.820815, 69.3,57.7539,2018-08-13 10:00:00,18.211,33
175.7, 18.2, 0.987213, 57.8,45.7731,2018-08-13 11:00:00,21.834,33
251.1, 21.8, 1.74897, 45.8,35.5185,2018-08-13 12:00:00,24.5458,33
215.3, 24.5, 2.83684, 35.5,30.4051,2018-08-13 13:00:00,25.9551,33
213.4, 26.0, 2.27556, 30.4,30.2994,2018-08-13 14:00:00,26.806,33
217.0, 26.8, 3.24243, 30.3,27.4504,2018-08-13 15:00:00,27.3785,33
220.0, 27.4, 2.39616, 27.5,29.3553,2018-08-13 16:00:00,26.6071,33
223.3, 26.6, 3.03017, 29.4,28.0768,2018-08-13 17:00:00,27.351,33
221.9, 27.4, 1.94819, 28.1,33.0915,2018-08-13 18:00:00,26.126,33
226.9, 26.1, 0.807465, 33.1,40.2415,2018-08-13 19:00:00,24.4165,33
244.8, 24.4, 1.50418, 40.2,48.8174,2018-08-13 20:00:00,22.5354,33
246.6, 22.5, 1.05761, 48.8,54.446,2018-08-13 21:00:00,21.0758,33
286.3, 21.1, 1.18248, 54.4,45.645,2018-08-13 22:00:00,21.5133,33
279.3, 21.5, 1.77675, 45.6,33.6203,2018-08-13 23:00:00,22.3408,33
242.1, 22.3, 1.6407, 33.6,32.7207,2018-08-14 00:00:00,22.0265,33
269.6, 22.0, 1.49106, 32.7,34.4169,2018-08-14 01:00:00,21.2564,33
318.0, 21.3, 1.30876, 34.4,35.3167,2018-08-14 02:00:00,20.6874,33
267.7, 20.7, 1.27833, 35.3,37.2433,2018-08-14 03:00:00,19.9576,33
