WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
246.8, None, None, 48.9, None,2020-12-02 00:00:00, None,49
248.8, None, None, 53.1, None,2020-12-02 01:00:00, None,49
256.3, None, None, 56.0, None,2020-12-02 02:00:00, None,49
262.9, None, None, 58.7, None,2020-12-02 03:00:00, None,49
260.5, None, None, 57.9, None,2020-12-02 04:00:00, None,49
241.4, None, None, 50.1, None,2020-12-02 05:00:00, None,49
262.7, None, None, 51.1, None,2020-12-02 06:00:00, None,49
276.5, None, None, 53.3, None,2020-12-02 07:00:00, None,49
272.0, None, None, 50.0, None,2020-12-02 08:00:00, None,49
267.6, None, None, 47.8, None,2020-12-02 09:00:00, None,49
270.2, None, None, 46.6, None,2020-12-02 10:00:00, None,49
285.7, None, None, 45.8, None,2020-12-02 11:00:00, None,49
310.1, None, None, 46.7, None,2020-12-02 12:00:00, None,49
296.8, None, None, 52.3, None,2020-12-02 17:00:00, None,49
299.8, None, None, 56.1, None,2020-12-02 18:00:00, None,49
291.2, None, None, 54.6, None,2020-12-02 19:00:00, None,49
274.3, None, None, 56.0, None,2020-12-02 20:00:00, None,49
259.7, None, None, 53.4, None,2020-12-02 21:00:00, None,49
264.2, None, None, 50.9, None,2020-12-02 22:00:00, None,49
260.7, None, None, 51.0, None,2020-12-02 23:00:00, None,49
275.2, None, None, 53.2, None,2020-12-03 00:00:00, None,49
299.8, None, None, 52.5, None,2020-12-03 01:00:00, None,49
281.2, None, None, 52.6, None,2020-12-03 02:00:00, None,49
301.6, None, None, 52.1, None,2020-12-03 03:00:00, None,49
263.5, None, None, 52.6, None,2020-12-03 04:00:00, None,49
271.4, None, None, 53.7, None,2020-12-03 05:00:00, None,49
258.4, None, None, 52.9, None,2020-12-03 06:00:00, None,49
249.1, None, None, 53.5, None,2020-12-03 07:00:00, None,49
242.2, None, None, 54.8, None,2020-12-03 08:00:00, None,49
255.4, None, None, 61.3, None,2020-12-03 09:00:00, None,49
255.3, None, None, 57.2, None,2020-12-03 10:00:00, None,49
239.5, None, None, 50.7, None,2020-12-03 11:00:00, None,49
219.3, None, None, 47.6, None,2020-12-03 12:00:00, None,49
221.2, None, None, 46.7, None,2020-12-03 13:00:00, None,49
216.6, None, None, None, None,2020-12-03 14:00:00, None,49
224.4, None, None, None, None,2020-12-03 15:00:00, None,49
230.7, None, None, None, None,2020-12-03 16:00:00, None,49
228.2, None, None, 48.8, None,2020-12-03 17:00:00, None,49
223.0, None, None, None, None,2020-12-03 18:00:00, None,49
233.4, None, None, 56.5, None,2020-12-03 19:00:00, None,49
263.5, None, None, 66.9, None,2020-12-03 20:00:00, None,49
231.2, None, None, 73.0, None,2020-12-03 21:00:00, None,49
214.7, None, None, 78.7, None,2020-12-03 22:00:00, None,49
210.4, None, None, 90.8, None,2020-12-03 23:00:00, None,49
229.6, None, None, 93.2, None,2020-12-04 00:00:00, None,49
227.3, None, None, 83.2, None,2020-12-04 01:00:00, None,49
