ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None,222.0, 21.0, None, None,2017-09-03 00:00:00, 24.7, None, None, None,36
None,221.0, 21.0, None, None,2017-09-03 01:00:00, 23.6, None, None, None,36
None,221.0, 21.0, None, None,2017-09-03 02:00:00, 21.9, None, None, None,36
None,220.0, 21.0, None, None,2017-09-03 03:00:00, 19.3, None, None, None,36
None,220.0, 20.0, None, None,2017-09-03 04:00:00, 17.9, None, None, None,36
None,220.0, 19.0, None, None,2017-09-03 05:00:00, 17.0, None, None, None,36
None,220.0, 17.0, None, None,2017-09-03 06:00:00, 16.5, None, None, None,36
None,220.0, 16.0, None, None,2017-09-03 07:00:00, 15.1, None, None, None,36
None,220.0, 15.0, None, None,2017-09-03 08:00:00, 13.1, None, None, None,36
None,220.0, 14.0, None, None,2017-09-03 09:00:00, 12.8, None, None, None,36
None,220.0, 13.0, None, None,2017-09-03 10:00:00, 12.2, None, None, None,36
None,220.0, 12.0, None, None,2017-09-03 11:00:00, 11.6, None, None, None,36
None,221.0, 11.0, None, None,2017-09-03 12:00:00, 12.0, None, None, None,36
None,221.0, 10.0, None, None,2017-09-03 13:00:00, 10.9, None, None, None,36
None,221.0, 9.0, None, None,2017-09-03 14:00:00, 10.9, None, None, None,36
None,221.0, 9.0, None, None,2017-09-03 15:00:00, 12.0, None, None, None,36
None,221.0, 9.0, None, None,2017-09-03 16:00:00, 15.9, None, None, None,36
None,222.0, 9.0, None, None,2017-09-03 17:00:00, 18.7, None, None, None,36
None,222.0, 9.0, None, None,2017-09-03 18:00:00, 19.4, None, None, None,36
None,222.0, 10.0, None, None,2017-09-03 19:00:00, 20.0, None, None, None,36
None,222.0, 11.0, None, None,2017-09-03 20:00:00, 21.1, None, None, None,36
None,222.0, 14.0, None, None,2017-09-03 21:00:00, 22.1, None, None, None,36
None,222.0, 16.0, None, None,2017-09-03 22:00:00, 25.0, None, None, None,36
None,221.0, 18.0, None, None,2017-09-03 23:00:00, 24.1, None, None, None,36
None,221.0, 20.0, None, None,2017-09-04 00:00:00, 24.2, None, None, None,36
None,220.0, 20.0, None, None,2017-09-04 01:00:00, 22.4, None, None, None,36
None,220.0, 20.0, None, None,2017-09-04 02:00:00, 19.9, None, None, None,36
None,219.0, 20.0, None, None,2017-09-04 03:00:00, 16.8, None, None, None,36
None,219.0, 18.0, None, None,2017-09-04 04:00:00, 15.5, None, None, None,36
None,219.0, 17.0, None, None,2017-09-04 05:00:00, 15.4, None, None, None,36
None,219.0, 15.0, None, None,2017-09-04 06:00:00, 15.2, None, None, None,36
None,219.0, 14.0, None, None,2017-09-04 07:00:00, 15.0, None, None, None,36
None,219.0, 13.0, None, None,2017-09-04 08:00:00, 14.8, None, None, None,36
None,220.0, 13.0, None, None,2017-09-04 09:00:00, 13.7, None, None, None,36
None,220.0, 12.0, None, None,2017-09-04 10:00:00, 13.3, None, None, None,36
None,220.0, 11.0, None, None,2017-09-04 11:00:00, 13.5, None, None, None,36
None,220.0, 10.0, None, None,2017-09-04 12:00:00, 13.0, None, None, None,36
None,220.0, 10.0, None, None,2017-09-04 13:00:00, 13.1, None, None, None,36
None,220.0, 9.0, None, None,2017-09-04 14:00:00, 13.6, None, None, None,36
None,220.0, 9.0, None, None,2017-09-04 15:00:00, 15.4, None, None, None,36
None,220.0, 9.0, None, None,2017-09-04 16:00:00, 17.6, None, None, None,36
None,221.0, 9.0, None, None,2017-09-04 17:00:00, 19.4, None, None, None,36
None,221.0, 10.0, None, None,2017-09-04 18:00:00, 20.7, None, None, None,36
None,221.0, 11.0, None, None,2017-09-04 19:00:00, 21.5, None, None, None,36
None,221.0, 13.0, None, None,2017-09-04 20:00:00, 23.6, None, None, None,36
None,221.0, 15.0, None, None,2017-09-04 21:00:00, 24.3, None, None, None,36
None,221.0, 18.0, None, None,2017-09-04 22:00:00, 25.1, None, None, None,36
None,220.0, 20.0, None, None,2017-09-04 23:00:00, 24.9, None, None, None,36
None,220.0, 21.0, None, None,2017-09-05 00:00:00, 25.2, None, None, None,36
None,219.0, 22.0, None, None,2017-09-05 01:00:00, 22.7, None, None, None,36
None,219.0, 22.0, None, None,2017-09-05 02:00:00, 20.6, None, None, None,36
None,218.0, 21.0, None, None,2017-09-05 03:00:00, 17.6, None, None, None,36
None,218.0, 20.0, None, None,2017-09-05 04:00:00, 18.1, None, None, None,36
None,219.0, 18.0, None, None,2017-09-05 05:00:00, 16.7, None, None, None,36
None,219.0, 17.0, None, None,2017-09-05 06:00:00, 16.9, None, None, None,36
None,219.0, 16.0, None, None,2017-09-05 07:00:00, 16.7, None, None, None,36
None,219.0, 15.0, None, None,2017-09-05 08:00:00, 16.0, None, None, None,36
None,219.0, 13.0, None, None,2017-09-05 09:00:00, 16.1, None, None, None,36
None,219.0, 13.0, None, None,2017-09-05 10:00:00, 15.7, None, None, None,36
None,219.0, 12.0, None, None,2017-09-05 11:00:00, 16.0, None, None, None,36
None,219.0, 12.0, None, None,2017-09-05 12:00:00, 16.1, None, None, None,36
None,219.0, 11.0, None, None,2017-09-05 13:00:00, 14.7, None, None, None,36
None,219.0, 11.0, None, None,2017-09-05 14:00:00, 14.9, None, None, None,36
None,219.0, 11.0, None, None,2017-09-05 15:00:00, 16.3, None, None, None,36
None,220.0, 11.0, None, None,2017-09-05 16:00:00, 17.4, None, None, None,36
None,220.0, 11.0, None, None,2017-09-05 17:00:00, 18.8, None, None, None,36
None,220.0, 11.0, None, None,2017-09-05 18:00:00, 20.8, None, None, None,36
None,220.0, 12.0, None, None,2017-09-05 19:00:00, 21.5, None, None, None,36
None,220.0, 13.0, None, None,2017-09-05 20:00:00, 21.2, None, None, None,36
None,220.0, 14.0, None, None,2017-09-05 21:00:00, 22.4, None, None, None,36
None,220.0, 16.0, None, None,2017-09-05 22:00:00, 21.8, None, None, None,36
None,219.0, 17.0, None, None,2017-09-05 23:00:00, 20.2, None, None, None,36
None,219.0, 17.0, None, None,2017-09-06 00:00:00, 19.2, None, None, None,36
None,219.0, 17.0, None, None,2017-09-06 01:00:00, 18.8, None, None, None,36
None,219.0, 17.0, None, None,2017-09-06 02:00:00, 17.6, None, None, None,36
None,219.0, 16.0, None, None,2017-09-06 03:00:00, 16.2, None, None, None,36
None,219.0, 15.0, None, None,2017-09-06 04:00:00, 15.8, None, None, None,36
None,219.0, 14.0, None, None,2017-09-06 05:00:00, 15.8, None, None, None,36
None,219.0, 13.0, None, None,2017-09-06 06:00:00, 16.1, None, None, None,36
None,219.0, 13.0, None, None,2017-09-06 07:00:00, 16.1, None, None, None,36
None,219.0, 12.0, None, None,2017-09-06 08:00:00, 15.9, None, None, None,36
None,219.0, 12.0, None, None,2017-09-06 09:00:00, 19.9, None, None, None,36
None,219.0, 12.0, None, None,2017-09-06 10:00:00, 17.8, None, None, None,36
None,219.0, 12.0, None, None,2017-09-06 11:00:00, 17.8, None, None, None,36
None,219.0, 12.0, None, None,2017-09-06 12:00:00, 18.3, None, None, None,36
None,219.0, 12.0, None, None,2017-09-06 13:00:00, 16.2, None, None, None,36
None,219.0, 11.0, None, None,2017-09-06 14:00:00, 15.4, None, None, None,36
None,219.0, 11.0, None, None,2017-09-06 15:00:00, 19.0, None, None, None,36
None,219.0, 11.0, None, None,2017-09-06 16:00:00, 19.8, None, None, None,36
None,219.0, 11.0, None, None,2017-09-06 17:00:00, 20.5, None, None, None,36
None,219.0, 11.0, None, None,2017-09-06 18:00:00, 23.1, None, None, None,36
None,220.0, 13.0, None, None,2017-09-06 19:00:00, 24.1, None, None, None,36
None,219.0, 14.0, None, None,2017-09-06 20:00:00, 24.3, None, None, None,36
None,219.0, 16.0, None, None,2017-09-06 21:00:00, 25.7, None, None, None,36
None,219.0, 18.0, None, None,2017-09-06 22:00:00, 25.5, None, None, None,36
None,218.0, 19.0, None, None,2017-09-06 23:00:00, 24.7, None, None, None,36
None,219.0, 20.0, None, None,2017-09-07 00:00:00, 23.6, None, None, None,36
None,218.0, 20.0, None, None,2017-09-07 01:00:00, 22.7, None, None, None,36
None,217.0, 20.0, None, None,2017-09-07 02:00:00, 21.2, None, None, None,36
None,217.0, 19.0, None, None,2017-09-07 03:00:00, 21.0, None, None, None,36
None,217.0, 18.0, None, None,2017-09-07 04:00:00, 20.6, None, None, None,36
None,217.0, 17.0, None, None,2017-09-07 05:00:00, 19.1, None, None, None,36
None,217.0, 16.0, None, None,2017-09-07 06:00:00, 18.4, None, None, None,36
None,217.0, 16.0, None, None,2017-09-07 07:00:00, 18.3, None, None, None,36
None,217.0, 15.0, None, None,2017-09-07 08:00:00, 18.3, None, None, None,36
None,217.0, 14.0, None, None,2017-09-07 09:00:00, 17.2, None, None, None,36
None,217.0, 13.0, None, None,2017-09-07 10:00:00, 17.1, None, None, None,36
None,217.0, 13.0, None, None,2017-09-07 11:00:00, 17.6, None, None, None,36
None,217.0, 12.0, None, None,2017-09-07 12:00:00, 17.0, None, None, None,36
None,217.0, 12.0, None, None,2017-09-07 13:00:00, 17.4, None, None, None,36
None,217.0, 11.0, None, None,2017-09-07 14:00:00, 17.8, None, None, None,36
None,217.0, 11.0, None, None,2017-09-07 15:00:00, 17.8, None, None, None,36
None,217.0, 11.0, None, None,2017-09-07 16:00:00, 19.9, None, None, None,36
None,218.0, 11.0, None, None,2017-09-07 17:00:00, 22.1, None, None, None,36
None,218.0, 11.0, None, None,2017-09-07 18:00:00, 24.0, None, None, None,36
None,218.0, 13.0, None, None,2017-09-07 19:00:00, 23.6, None, None, None,36
None,218.0, 14.0, None, None,2017-09-07 20:00:00, 24.4, None, None, None,36
None,217.0, 16.0, None, None,2017-09-07 21:00:00, 25.1, None, None, None,36
None,217.0, 17.0, None, None,2017-09-07 22:00:00, 25.2, None, None, None,36
None,217.0, 19.0, None, None,2017-09-07 23:00:00, 25.0, None, None, None,36
None,216.0, 20.0, None, None,2017-09-08 00:00:00, 24.2, None, None, None,36
None,216.0, 20.0, None, None,2017-09-08 01:00:00, 22.1, None, None, None,36
None,216.0, 20.0, None, None,2017-09-08 02:00:00, 21.6, None, None, None,36
None,216.0, 20.0, None, None,2017-09-08 03:00:00, 19.8, None, None, None,36
None,216.0, 18.0, None, None,2017-09-08 04:00:00, 20.4, None, None, None,36
None,216.0, 17.0, None, None,2017-09-08 05:00:00, 20.5, None, None, None,36
None,216.0, 17.0, None, None,2017-09-08 06:00:00, 19.3, None, None, None,36
None,216.0, 16.0, None, None,2017-09-08 07:00:00, 18.7, None, None, None,36
None,216.0, 15.0, None, None,2017-09-08 08:00:00, 17.5, None, None, None,36
None,216.0, 15.0, None, None,2017-09-08 09:00:00, 17.5, None, None, None,36
None,216.0, 14.0, None, None,2017-09-08 10:00:00, 15.8, None, None, None,36
None,216.0, 14.0, None, None,2017-09-08 11:00:00, 14.8, None, None, None,36
None,216.0, 13.0, None, None,2017-09-08 12:00:00, 14.5, None, None, None,36
None,216.0, 12.0, None, None,2017-09-08 13:00:00, 13.6, None, None, None,36
None,216.0, 12.0, None, None,2017-09-08 14:00:00, 13.8, None, None, None,36
None,216.0, 11.0, None, None,2017-09-08 15:00:00, 13.9, None, None, None,36
None,216.0, 11.0, None, None,2017-09-08 16:00:00, 16.2, None, None, None,36
None,217.0, 11.0, None, None,2017-09-08 17:00:00, 17.4, None, None, None,36
None,217.0, 11.0, None, None,2017-09-08 18:00:00, 18.0, None, None, None,36
None,217.0, 11.0, None, None,2017-09-08 19:00:00, 19.0, None, None, None,36
None,217.0, 13.0, None, None,2017-09-08 20:00:00, 19.7, None, None, None,36
None,217.0, 14.0, None, None,2017-09-08 21:00:00, 19.1, None, None, None,36
None,217.0, 15.0, None, None,2017-09-08 22:00:00, 18.8, None, None, None,36
None,217.0, 15.0, None, None,2017-09-08 23:00:00, 20.2, None, None, None,36
None,217.0, 17.0, None, None,2017-09-09 00:00:00, 20.2, None, None, None,36
None,217.0, 17.0, None, None,2017-09-09 01:00:00, 19.7, None, None, None,36
None,216.0, 17.0, None, None,2017-09-09 02:00:00, 17.5, None, None, None,36
None,216.0, 17.0, None, None,2017-09-09 03:00:00, 15.9, None, None, None,36
None,216.0, 16.0, None, None,2017-09-09 04:00:00, 14.3, None, None, None,36
None,216.0, 15.0, None, None,2017-09-09 05:00:00, 13.0, None, None, None,36
None,216.0, 14.0, None, None,2017-09-09 06:00:00, 13.9, None, None, None,36
None,216.0, 13.0, None, None,2017-09-09 07:00:00, 13.3, None, None, None,36
None,217.0, 12.0, None, None,2017-09-09 08:00:00, 12.5, None, None, None,36
None,217.0, 11.0, None, None,2017-09-09 09:00:00, 13.2, None, None, None,36
None,217.0, 10.0, None, None,2017-09-09 10:00:00, 12.9, None, None, None,36
None,217.0, 11.0, None, None,2017-09-09 11:00:00, 12.9, None, None, None,36
None,217.0, 10.0, None, None,2017-09-09 12:00:00, 12.2, None, None, None,36
None,217.0, 9.0, None, None,2017-09-09 13:00:00, 11.6, None, None, None,36
None,217.0, 9.0, None, None,2017-09-09 14:00:00, 11.9, None, None, None,36
None,218.0, 9.0, None, None,2017-09-09 15:00:00, 11.9, None, None, None,36
None,218.0, 9.0, None, None,2017-09-09 16:00:00, 12.6, None, None, None,36
None,218.0, 9.0, None, None,2017-09-09 17:00:00, 12.3, None, None, None,36
None,218.0, 9.0, None, None,2017-09-09 18:00:00, 11.2, None, None, None,36
None,223.0, 9.0, None, None,2017-09-09 19:00:00, 7.6, None, None, None,36
None,225.0, 8.0, None, None,2017-09-09 20:00:00, 8.4, None, None, None,36
None,225.0, 8.0, None, None,2017-09-09 21:00:00, 9.6, None, None, None,36
None,225.0, 8.0, None, None,2017-09-09 22:00:00, 9.8, None, None, None,36
None,225.0, 8.0, None, None,2017-09-09 23:00:00, 13.2, None, None, None,36
