CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 8.69, 100.0, None, None, None, None, 0.0, None, 9.49, 0.0, 9.0, None, 8.7, 8.6, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 00:00:00, None, None,30
None, 8.39, 100.1, None, None, None, None, 0.0, None, 11.2, 0.0, 8.0, None, 8.4, 8.4, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 01:00:00, None, None,30
None, 8.18, 100.1, None, None, None, None, 0.0, None, 12.33, 0.0, 8.0, None, 8.2, 8.0, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 02:00:00, None, None,30
None, 8.22, 100.1, None, None, None, None, 0.0, None, 11.3, 0.0, 8.0, None, 8.2, 8.0, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 03:00:00, None, None,30
None, 7.957, 100.1, None, None, None, None, 0.0, None, 8.64, 0.0, 8.0, None, 8.0, 7.9, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 04:00:00, None, None,30
None, 7.882, 100.1, None, None, None, None, 0.0, None, 7.603, 0.0, 8.0, None, 7.9, 7.8, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 05:00:00, None, None,30
None, 7.891, 100.0, None, None, None, None, 0.0, None, 4.758, 0.0, 8.0, None, 7.9, 7.8, None, None, None, None, 13.2, None, None, 100.0, None,2022-07-23 06:00:00, None, None,30
None, 8.04, 100.1, None, None, None, None, 0.0, None, 3.393, 0.0, 8.0, None, 8.0, 7.9, None, None, None, None, 8.2, None, None, 100.0, None,2022-07-23 07:00:00, None, None,30
None, 8.73, 100.1, None, None, None, None, 0.0, None, 4.499, 0.0, 9.0, None, 8.7, 7.9, None, None, None, None, 8.7, None, None, 100.0, None,2022-07-23 08:00:00, None, None,30
None, 10.03, 100.1, None, None, None, None, 0.0, None, 4.487, 0.0, 10.0, None, 10.0, 7.9, None, None, None, None, 9.9, None, None, 100.0, None,2022-07-23 09:00:00, None, None,30
