pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 18.49, 27.0, None, None, None, None, 18.5, 17.9, -0.2, None, 0.0,2022-07-23 00:00:00, 2.0, 2.481, None,30
None, 17.22, 27.0, None, None, None, None, 17.2, 16.9, -0.3, None, 0.0,2022-07-23 01:00:00, 2.0, 2.484, None,30
None, 15.87, 27.0, None, None, None, None, 15.9, 15.8, -0.1, None, 0.0,2022-07-23 02:00:00, 3.0, 2.584, None,30
None, 14.24, 27.0, None, None, None, None, 14.2, 14.2, -0.7, None, 0.0,2022-07-23 03:00:00, 3.0, 2.646, None,30
None, 13.5, 27.0, None, None, None, None, 13.5, 13.5, 0.1, None, 0.0,2022-07-23 04:00:00, 3.0, 2.616, None,30
None, 12.71, 27.0, None, None, None, None, 12.7, 12.7, -0.3, None, 0.0,2022-07-23 05:00:00, 3.0, 2.595, None,30
None, 12.34, 27.0, None, None, None, None, 12.3, 12.2, 0.0, None, 0.0,2022-07-23 06:00:00, 3.0, 2.597, None,30
None, 11.74, 12.4, None, None, None, None, 11.7, 11.6, 0.2, None, 0.0,2022-07-23 07:00:00, 3.0, 2.639, None,30
None, 15.44, 15.4, None, None, None, None, 15.4, 11.6, 0.0, None, 0.0,2022-07-23 08:00:00, 3.0, 2.535, None,30
None, 17.77, 18.0, None, None, None, None, 17.8, 11.6, 0.0, None, 0.0,2022-07-23 09:00:00, 3.0, 2.733, None,30
None, 21.49, 21.5, None, None, None, None, 21.5, 11.6, 0.0, None, 0.0,2022-07-23 10:00:00, 3.0, 2.687, None,30
None, 23.81, 23.9, None, None, None, None, 23.8, 11.6, -0.2, None, 0.0,2022-07-23 11:00:00, 3.0, 2.631, None,30
None, 26.39, 26.4, None, None, None, None, 26.4, 11.6, -0.2, None, 0.0,2022-07-23 12:00:00, 3.0, 2.904, None,30
None, 27.75, 28.2, None, None, None, None, 27.8, 11.6, -0.1, None, -1.0,2022-07-23 13:00:00, 2.0, 2.269, None,30
None, 29.07, 30.2, None, None, None, None, 29.1, 11.6, 0.0, None, 0.0,2022-07-23 14:00:00, 2.0, 2.495, None,30
None, 30.36, 31.3, None, None, None, None, 30.4, 11.6, -0.1, None, 0.0,2022-07-23 15:00:00, 2.0, 2.469, None,30
None, 30.8, 32.1, None, None, None, None, 30.8, 11.6, 0.1, None, 0.0,2022-07-23 16:00:00, 2.0, 2.225, None,30
None, 29.56, 32.1, None, None, None, None, 29.6, 11.6, 0.6, None, 0.0,2022-07-23 17:00:00, 2.0, 2.052, None,30
None, 27.35, 32.1, None, None, None, None, 27.4, 11.6, -0.5, None, 0.0,2022-07-23 18:00:00, 2.0, 2.363, None,30
None, 25.69, 27.4, None, None, None, None, 25.7, 25.7, -0.4, None, 0.0,2022-07-23 19:00:00, 2.0, 2.401, None,30
None, 24.29, 27.4, None, None, None, None, 24.3, 24.2, -0.4, None, 0.0,2022-07-23 20:00:00, 2.0, 2.404, None,30
None, 22.69, 27.4, None, None, None, None, 22.7, 22.7, -0.2, None, 0.0,2022-07-23 21:00:00, 2.0, 2.309, None,30
None, 20.99, 27.4, None, None, None, None, 21.0, 20.9, -0.3, None, 0.0,2022-07-23 22:00:00, 2.0, 2.319, None,30
None, 20.06, 27.4, None, None, None, None, 20.1, 20.0, -0.2, None, 0.0,2022-07-23 23:00:00, 2.0, 2.3, None,30
None, 18.41, 27.4, None, None, None, None, 18.4, 18.4, -0.3, None, 0.0,2022-07-24 00:00:00, 2.0, 2.461, None,30
None, 17.58, 27.4, None, None, None, None, 17.6, 17.5, -0.1, None, 0.0,2022-07-24 01:00:00, 2.0, 2.373, None,30
None, 16.91, 27.4, None, None, None, None, 16.9, 16.6, -0.1, None, 0.0,2022-07-24 02:00:00, 2.0, 2.194, None,30
None, 15.88, 27.4, None, None, None, None, 15.9, 15.3, 0.0, None, 0.0,2022-07-24 03:00:00, 3.0, 2.586, None,30
None, 14.33, 27.4, None, None, None, None, 14.3, 13.9, -0.4, None, 0.0,2022-07-24 04:00:00, 2.0, 2.425, None,30
None, 13.14, 27.4, None, None, None, None, 13.1, 13.1, -0.2, None, 0.0,2022-07-24 05:00:00, 3.0, 2.558, None,30
None, 12.3, 27.4, None, None, None, None, 12.3, 12.2, -0.2, None, 0.0,2022-07-24 06:00:00, 3.0, 2.526, None,30
None, 12.11, 13.0, None, None, None, None, 12.1, 11.9, 0.0, None, 0.0,2022-07-24 07:00:00, 3.0, 2.583, None,30
None, 14.92, 14.9, None, None, None, None, 14.9, 11.9, 0.0, None, 0.0,2022-07-24 08:00:00, 3.0, 2.695, None,30
None, 17.32, 17.3, None, None, None, None, 17.3, 11.9, -0.2, None, 0.0,2022-07-24 09:00:00, 3.0, 2.647, None,30
None, 22.45, 22.5, None, None, None, None, 22.5, 11.9, 0.0, None, 0.0,2022-07-24 10:00:00, 3.0, 2.528, None,30
None, 24.05, 24.7, None, None, None, None, 24.1, 11.9, 0.0, None, 0.0,2022-07-24 11:00:00, 3.0, 2.516, None,30
None, 25.9, 26.7, None, None, None, None, 25.9, 11.9, -0.2, None, 0.0,2022-07-24 12:00:00, 3.0, 2.536, None,30
