air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
15.7,15.6, None,18.7,84.0,2022-07-23 00:00:00,13.0,30
14.7,14.3, None,18.7,87.0,2022-07-23 01:00:00,12.0,30
13.6,13.5, None,18.7,91.0,2022-07-23 03:00:00,12.0,30
13.5,13.4, None,18.7,95.0,2022-07-23 04:00:00,13.0,30
13.5,13.1, None,18.7,100.0,2022-07-23 05:00:00,14.0,30
None,6999.0, None,18.7,0.0,2022-07-23 06:00:00,940.0,30
None,6999.0, None,27.0,0.0,2022-07-23 07:00:00,1031.0,30
None,-6416.0, None,27.0,0.0,2022-07-23 08:00:00,940.0,30
-2324.0,6999.0, None,27.0,66.0,2022-07-23 09:00:00,15.0,30
15.2,-1740.0, None,27.0,100.0,2022-07-23 10:00:00,15.0,30
16.1,-1740.0, None,27.0,96.0,2022-07-23 11:00:00,16.0,30
17.2,-1740.0, None,27.0,84.0,2022-07-23 12:00:00,15.0,30
18.3,-1740.0, None,27.0,77.0,2022-07-23 13:00:00,14.0,30
18.3,-1740.0, None,27.0,88.0,2022-07-23 14:00:00,16.0,30
19.1,-1740.0, None,27.0,81.0,2022-07-23 15:00:00,16.0,30
19.5,-1740.0, None,27.0,76.0,2022-07-23 16:00:00,15.0,30
19.5,-1740.0, None,27.0,75.0,2022-07-23 17:00:00,15.0,30
20.1,-1740.0, None,27.0,69.0,2022-07-23 18:00:00,14.0,30
19.3,19.1, None,20.2,75.0,2022-07-23 19:00:00,15.0,30
19.2,18.7, None,20.2,71.0,2022-07-23 20:00:00,14.0,30
18.4,18.6, None,20.2,70.0,2022-07-23 21:00:00,13.0,30
18.6,18.4, None,20.2,69.0,2022-07-23 22:00:00,13.0,30
18.4,17.7, None,20.2,70.0,2022-07-23 23:00:00,13.0,30
18.5,17.7, None,20.2,73.0,2022-07-24 00:00:00,13.0,30
18.0,17.7, None,20.2,75.0,2022-07-24 01:00:00,14.0,30
17.6,17.7, None,20.2,78.0,2022-07-24 02:00:00,14.0,30
17.3,17.2, None,20.2,82.0,2022-07-24 03:00:00,14.0,30
16.7,16.5, None,20.2,91.0,2022-07-24 04:00:00,15.0,30
None,6999.0, None,20.2,0.0,2022-07-24 05:00:00,940.0,30
None,6999.0, None,20.2,0.0,2022-07-24 06:00:00,1031.0,30
17.3,-1737.0, None,26.7,100.0,2022-07-24 07:00:00,17.0,30
18.0,-3491.0, None,26.7,79.0,2022-07-24 08:00:00,14.0,30
18.2,-3491.0, None,26.7,73.0,2022-07-24 09:00:00,13.0,30
18.8,-3491.0, None,26.7,72.0,2022-07-24 10:00:00,13.0,30
20.2,-3491.0, None,26.7,79.0,2022-07-24 12:00:00,16.0,30
21.2,-3491.0, None,26.7,68.0,2022-07-24 14:00:00,15.0,30
