wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
251.0, None, None,0.0, None,1.9, None,20.8, None, None,56.0,2016-06-01 13:00:00, None,22
218.0, None, None,0.0, None,2.4, None,19.0, None, None,65.0,2016-06-01 14:00:00, None,22
255.0, None, None,0.2, None,1.7, None,15.9, None, None,87.0,2016-06-01 15:00:00, None,22
290.0, None, None,1.2, None,1.7, None,15.0, None, None,95.0,2016-06-01 16:00:00, None,22
305.0, None, None,0.4, None,0.0, None,15.0, None, None,97.0,2016-06-01 17:00:00, None,22
258.0, None, None,0.2, None,1.6, None,14.3, None, None,98.0,2016-06-01 18:00:00, None,22
259.0, None, None,0.2, None,1.6, None,14.1, None, None,100.0,2016-06-01 19:00:00, None,22
283.0, None, None,1.4, None,1.6, None,13.9, None, None,100.0,2016-06-01 20:00:00, None,22
8.0, None, None,2.8, None,2.9, None,13.7, None, None,100.0,2016-06-01 21:00:00, None,22
290.0, None, None,1.4, None,1.8, None,13.7, None, None,100.0,2016-06-01 22:00:00, None,22
303.0, None, None,2.4, None,1.6, None,13.5, None, None,100.0,2016-06-01 23:00:00, None,22
219.0, None, None,0.6, None,1.6, None,13.3, None, None,100.0,2016-06-02 00:00:00, None,22
291.0, None, None,5.4, None,0.0, None,13.2, None, None,100.0,2016-06-02 01:00:00, None,22
294.0, None, None,2.0, None,0.0, None,13.1, None, None,100.0,2016-06-02 02:00:00, None,22
286.0, None, None,0.6, None,0.0, None,12.7, None, None,100.0,2016-06-02 03:00:00, None,22
354.0, None, None,1.0, None,1.6, None,12.5, None, None,100.0,2016-06-02 04:00:00, None,22
21.0, None, None,0.0, None,0.0, None,12.5, None, None,100.0,2016-06-02 05:00:00, None,22
3.0, None, None,0.2, None,0.0, None,12.3, None, None,100.0,2016-06-02 06:00:00, None,22
71.0, None, None,0.2, None,0.0, None,12.6, None, None,100.0,2016-06-02 07:00:00, None,22
293.0, None, None,0.2, None,2.0, None,12.6, None, None,100.0,2016-06-02 08:00:00, None,22
296.0, None, None,0.0, None,2.3, None,14.6, None, None,96.0,2016-06-02 10:00:00, None,22
310.0, None, None,0.0, None,1.7, None,15.1, None, None,97.0,2016-06-02 11:00:00, None,22
339.0, None, None,0.0, None,2.8, None,16.0, None, None,93.0,2016-06-02 12:00:00, None,22
308.0, None, None,0.0, None,2.9, None,16.0, None, None,91.0,2016-06-02 13:00:00, None,22
287.0, None, None,0.0, None,3.3, None,16.1, None, None,87.0,2016-06-02 14:00:00, None,22
297.0, None, None,0.0, None,4.5, None,16.6, None, None,69.0,2016-06-02 15:00:00, None,22
303.0, None, None,0.0, None,3.2, None,15.7, None, None,77.0,2016-06-02 16:00:00, None,22
301.0, None, None,0.0, None,3.5, None,15.4, None, None,77.0,2016-06-02 17:00:00, None,22
313.0, None, None,0.0, None,2.2, None,14.9, None, None,86.0,2016-06-02 18:00:00, None,22
351.0, None, None,0.0, None,2.5, None,14.5, None, None,85.0,2016-06-02 19:00:00, None,22
20.0, None, None,0.0, None,2.3, None,13.8, None, None,91.0,2016-06-02 20:00:00, None,22
349.0, None, None,0.0, None,0.0, None,13.0, None, None,95.0,2016-06-02 21:00:00, None,22
9.0, None, None,0.0, None,1.6, None,12.3, None, None,95.0,2016-06-02 22:00:00, None,22
20.0, None, None,0.0, None,1.8, None,11.3, None, None,98.0,2016-06-02 23:00:00, None,22
