station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
39.0, None, None, 0.0, None, 2.9, None, -3.1, None, None, None, 97.0, 2020-01-01 00:00:00
55.0, None, None, 0.0, None, 4.1, None, -2.9, None, None, None, 97.0, 2020-01-01 01:00:00
42.0, None, None, 0.0, None, 3.0, None, -2.6, None, None, None, 96.0, 2020-01-01 02:00:00
71.0, None, None, 0.0, None, 1.4, None, -3.3, None, None, None, 95.0, 2020-01-01 03:00:00
99.0, None, None, 0.0, None, 0.0, None, -3.4, None, None, None, 97.0, 2020-01-01 04:00:00
25.0, None, None, 0.0, None, 3.0, None, -3.5, None, None, None, 94.0, 2020-01-01 05:00:00
24.0, None, None, 0.0, None, 3.4, None, -3.7, None, None, None, 94.0, 2020-01-01 06:00:00
125.0, None, None, 0.0, None, 0.1, None, -3.8, None, None, None, 95.0, 2020-01-01 07:00:00
21.0, None, None, 0.0, None, 1.6, None, -3.7, None, None, None, 94.0, 2020-01-01 08:00:00
37.0, None, None, 0.0, None, 1.1, None, -3.3, None, None, None, 94.0, 2020-01-01 09:00:00
28.0, None, None, 0.0, None, 3.7, None, -2.7, None, None, None, 93.0, 2020-01-01 10:00:00
308.0, None, None, 0.0, None, 2.4, None, -2.1, None, None, None, 93.0, 2020-01-01 11:00:00
121.0, None, None, 0.0, None, 2.0, None, -1.3, None, None, None, 90.0, 2020-01-01 12:00:00
17.0, None, None, 0.0, None, 0.9, None, 0.4, None, None, None, 89.0, 2020-01-01 13:00:00
295.0, None, None, 0.0, None, 13.1, None, -1.1, None, None, None, 95.0, 2020-01-01 15:00:00
285.0, None, None, 0.0, None, 10.4, None, -1.9, None, None, None, 91.0, 2020-01-01 16:00:00
297.0, None, None, 0.0, None, 10.6, None, -2.9, None, None, None, 83.0, 2020-01-01 17:00:00
300.0, None, None, 0.0, None, 9.5, None, -4.0, None, None, None, 83.0, 2020-01-01 18:00:00
299.0, None, None, 0.0, None, 7.4, None, -4.8, None, None, None, 82.0, 2020-01-01 19:00:00
296.0, None, None, 0.0, None, 7.8, None, -5.4, None, None, None, 84.0, 2020-01-01 20:00:00
316.0, None, None, 0.0, None, 7.0, None, -5.5, None, None, None, 88.0, 2020-01-01 21:00:00
302.0, None, None, 0.0, None, 7.7, None, -5.6, None, None, None, 87.0, 2020-01-01 22:00:00
296.0, None, None, 0.0, None, 10.1, None, -5.4, None, None, None, 85.0, 2020-01-01 23:00:00
313.0, None, None, 0.0, None, 8.8, None, -5.5, None, None, None, 87.0, 2020-01-02 00:00:00
293.0, None, None, 0.0, None, 8.9, None, -5.6, None, None, None, 86.0, 2020-01-02 01:00:00
295.0, None, None, 0.0, None, 4.0, None, -7.0, None, None, None, 85.0, 2020-01-02 02:00:00
309.0, None, None, 0.0, None, 3.8, None, -7.6, None, None, None, 86.0, 2020-01-02 03:00:00
301.0, None, None, 0.0, None, 6.6, None, -7.0, None, None, None, 82.0, 2020-01-02 04:00:00
296.0, None, None, 0.0, None, 5.5, None, -7.5, None, None, None, 83.0, 2020-01-02 05:00:00
22.0, None, None, 0.0, None, 4.5, None, -8.1, None, None, None, 85.0, 2020-01-02 06:00:00
353.0, None, None, 0.0, None, 4.2, None, -9.0, None, None, None, 88.0, 2020-01-02 07:00:00
17.0, None, None, 0.0, None, 4.3, None, -9.0, None, None, None, 88.0, 2020-01-02 08:00:00
