station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
0.0, None, None, 0.0, None, 0.0, None, -5.6, None, None, None, 92.0, 2020-01-01 00:00:00
0.0, None, None, 0.0, None, 0.0, None, -5.4, None, None, None, 91.0, 2020-01-01 01:00:00
0.0, None, None, 0.0, None, 0.0, None, -5.5, None, None, None, 92.0, 2020-01-01 02:00:00
0.0, None, None, 0.0, None, 1.7, None, -5.4, None, None, None, 92.0, 2020-01-01 03:00:00
0.0, None, None, 0.0, None, 0.0, None, -5.3, None, None, None, 92.0, 2020-01-01 04:00:00
0.0, None, None, 0.0, None, 0.0, None, -5.3, None, None, None, 92.0, 2020-01-01 05:00:00
0.0, None, None, 0.0, None, 0.0, None, -5.2, None, None, None, 92.0, 2020-01-01 06:00:00
0.0, None, None, 0.0, None, 1.8, None, -5.3, None, None, None, 92.0, 2020-01-01 07:00:00
0.0, None, None, 0.0, None, 1.7, None, -4.2, None, None, None, 89.0, 2020-01-01 08:00:00
0.0, None, None, 0.0, None, 0.0, None, -2.0, None, None, None, 82.0, 2020-01-01 09:00:00
0.0, None, None, 0.0, None, 1.8, None, -1.5, None, None, None, 80.0, 2020-01-01 10:00:00
0.0, None, None, 0.2, None, 0.0, None, 0.5, None, None, None, 74.0, 2020-01-01 11:00:00
164.0, None, None, 1.4, None, 4.3, None, 0.6, None, None, None, 77.0, 2020-01-01 12:00:00
159.0, None, None, 0.4, None, 4.0, None, -0.8, None, None, None, 85.0, 2020-01-01 13:00:00
139.0, None, None, 0.2, None, 2.8, None, -1.8, None, None, None, 90.0, 2020-01-01 14:00:00
111.0, None, None, 0.0, None, 3.2, None, -3.1, None, None, None, 94.0, 2020-01-01 15:00:00
193.0, None, None, 0.0, None, 2.2, None, -3.3, None, None, None, 95.0, 2020-01-01 16:00:00
87.0, None, None, 0.0, None, 2.2, None, -3.5, None, None, None, 95.0, 2020-01-01 17:00:00
0.0, None, None, 0.0, None, 3.5, None, -3.8, None, None, None, 93.0, 2020-01-01 18:00:00
75.0, None, None, 0.0, None, 2.1, None, -3.8, None, None, None, 94.0, 2020-01-01 19:00:00
358.0, None, None, 0.0, None, 2.5, None, -3.2, None, None, None, 92.0, 2020-01-01 20:00:00
45.0, None, None, 0.0, None, 3.2, None, -2.9, None, None, None, 93.0, 2020-01-01 21:00:00
11.0, None, None, 0.0, None, 4.4, None, -2.8, None, None, None, 92.0, 2020-01-01 22:00:00
47.0, None, None, 0.0, None, 4.1, None, -2.6, None, None, None, 91.0, 2020-01-01 23:00:00
86.0, None, None, 0.0, None, 2.7, None, -2.8, None, None, None, 92.0, 2020-01-02 00:00:00
75.0, None, None, 0.0, None, 3.4, None, -2.9, None, None, None, 92.0, 2020-01-02 01:00:00
276.0, None, None, 0.0, None, 13.1, None, -2.5, None, None, None, 83.0, 2020-01-02 02:00:00
283.0, None, None, 0.0, None, 9.1, None, -2.8, None, None, None, 73.0, 2020-01-02 03:00:00
274.0, None, None, 0.0, None, 15.0, None, -4.0, None, None, None, 82.0, 2020-01-02 04:00:00
284.0, None, None, 0.0, None, 10.0, None, -5.0, None, None, None, 70.0, 2020-01-02 05:00:00
299.0, None, None, 0.0, None, 12.8, None, -6.1, None, None, None, 67.0, 2020-01-02 06:00:00
301.0, None, None, 0.0, None, 5.1, None, -7.4, None, None, None, 84.0, 2020-01-02 07:00:00
293.0, None, None, 0.0, None, 6.9, None, -5.9, None, None, None, 69.0, 2020-01-02 08:00:00
294.0, None, None, 0.0, None, 10.7, None, -5.7, None, None, None, 67.0, 2020-01-02 09:00:00
300.0, None, None, 0.0, None, 10.8, None, -3.3, None, None, None, 55.0, 2020-01-02 10:00:00
241.0, None, None, 0.2, None, 5.3, None, -2.7, None, None, None, 59.0, 2020-01-02 11:00:00
299.0, None, None, 0.6, None, 10.7, None, -1.6, None, None, None, 48.0, 2020-01-02 12:00:00
307.0, None, None, 0.2, None, 10.9, None, -4.8, None, None, None, 54.0, 2020-01-02 13:00:00
317.0, None, None, 0.0, None, 13.3, None, -5.4, None, None, None, 56.0, 2020-01-02 14:00:00
323.0, None, None, 0.0, None, 8.4, None, -6.3, None, None, None, 63.0, 2020-01-02 15:00:00
301.0, None, None, 0.0, None, 5.1, None, -8.2, None, None, None, 75.0, 2020-01-02 16:00:00
315.0, None, None, 0.0, None, 8.9, None, -6.7, None, None, None, 71.0, 2020-01-02 17:00:00
61.0, None, None, 0.0, None, 4.5, None, -8.3, None, None, None, 84.0, 2020-01-02 18:00:00
3.0, None, None, 0.0, None, 3.3, None, -8.4, None, None, None, 87.0, 2020-01-02 19:00:00
23.0, None, None, 0.0, None, 4.2, None, -8.1, None, None, None, 85.0, 2020-01-02 20:00:00
335.0, None, None, 0.0, None, 2.9, None, -8.2, None, None, None, 86.0, 2020-01-02 21:00:00
47.0, None, None, 0.0, None, 4.1, None, -8.1, None, None, None, 84.0, 2020-01-02 22:00:00
46.0, None, None, 0.0, None, 4.0, None, -8.1, None, None, None, 84.0, 2020-01-02 23:00:00
92.0, None, None, 0.0, None, 2.1, None, -8.1, None, None, None, 87.0, 2020-01-03 00:00:00
4.0, None, None, 0.0, None, 4.0, None, -7.8, None, None, None, 83.0, 2020-01-03 01:00:00
9.0, None, None, 0.0, None, 4.4, None, -7.8, None, None, None, 81.0, 2020-01-03 02:00:00
47.0, None, None, 0.0, None, 3.7, None, -7.7, None, None, None, 84.0, 2020-01-03 03:00:00
31.0, None, None, 0.0, None, 6.5, None, -7.5, None, None, None, 83.0, 2020-01-03 04:00:00
16.0, None, None, 0.0, None, 6.8, None, -7.1, None, None, None, 81.0, 2020-01-03 05:00:00
19.0, None, None, 0.0, None, 5.1, None, -7.0, None, None, None, 83.0, 2020-01-03 06:00:00
4.0, None, None, 0.0, None, 7.3, None, -6.6, None, None, None, 83.0, 2020-01-03 07:00:00
28.0, None, None, 0.0, None, 5.3, None, -5.7, None, None, None, 82.0, 2020-01-03 08:00:00
15.0, None, None, 0.0, None, 6.7, None, -5.5, None, None, None, 85.0, 2020-01-03 09:00:00
20.0, None, None, 0.0, None, 6.5, None, -4.6, None, None, None, 83.0, 2020-01-03 10:00:00
15.0, None, None, 0.0, None, 6.6, None, -3.9, None, None, None, 84.0, 2020-01-03 11:00:00
13.0, None, None, 0.0, None, 6.4, None, -3.5, None, None, None, 84.0, 2020-01-03 12:00:00
13.0, None, None, 0.0, None, 7.7, None, -3.0, None, None, None, 86.0, 2020-01-03 13:00:00
356.0, None, None, 0.0, None, 8.0, None, -2.8, None, None, None, 89.0, 2020-01-03 14:00:00
356.0, None, None, 0.0, None, 5.0, None, -2.8, None, None, None, 93.0, 2020-01-03 15:00:00
3.0, None, None, 0.0, None, 5.7, None, -2.3, None, None, None, 93.0, 2020-01-03 16:00:00
28.0, None, None, 0.0, None, 6.2, None, -1.9, None, None, None, 92.0, 2020-01-03 17:00:00
31.0, None, None, 0.0, None, 5.0, None, -1.7, None, None, None, 93.0, 2020-01-03 18:00:00
6.0, None, None, 0.0, None, 5.1, None, -1.4, None, None, None, 93.0, 2020-01-03 19:00:00
28.0, None, None, 0.0, None, 5.5, None, -1.4, None, None, None, 95.0, 2020-01-03 20:00:00
333.0, None, None, 0.0, None, 6.1, None, -1.3, None, None, None, 93.0, 2020-01-03 21:00:00
37.0, None, None, 0.0, None, 5.8, None, -1.1, None, None, None, 92.0, 2020-01-03 22:00:00
