station_observations
wind_speed, temperature, avg_wnd_dir_10m_pst10mts, wind_direction, rel_hum, relative_humidity, rnfl_amt_pst24hrs, rnfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, precipitation, time
3.4, None, None, 227.0, None, 0.0, None, None, None, 0.0, 2020-01-01 00:00:00
3.8, None, None, 239.0, None, 0.0, None, None, None, 0.0, 2020-01-01 01:00:00
2.7, None, None, 224.0, None, 0.0, None, None, None, 0.0, 2020-01-01 02:00:00
3.3, None, None, 245.0, None, 0.0, None, None, None, 0.0, 2020-01-01 03:00:00
3.2, None, None, 215.0, None, 0.0, None, None, None, 0.0, 2020-01-01 04:00:00
2.4, None, None, 214.0, None, 0.0, None, None, None, 0.0, 2020-01-01 05:00:00
2.3, None, None, 247.0, None, 0.0, None, None, None, 0.0, 2020-01-01 06:00:00
2.4, None, None, 247.0, None, 0.0, None, None, None, 0.0, 2020-01-01 07:00:00
2.3, None, None, 240.0, None, 0.0, None, None, None, 0.0, 2020-01-01 08:00:00
2.3, None, None, 274.0, None, 0.0, None, None, None, 0.0, 2020-01-01 09:00:00
2.3, None, None, 258.0, None, 0.0, None, None, None, 0.0, 2020-01-01 10:00:00
2.6, None, None, 246.0, None, 0.0, None, None, None, 0.0, 2020-01-01 11:00:00
2.9, None, None, 218.0, None, 0.0, None, None, None, 0.0, 2020-01-01 12:00:00
2.7, None, None, 225.0, None, 0.0, None, None, None, 0.0, 2020-01-01 13:00:00
3.6, None, None, 224.0, None, 0.0, None, None, None, 0.0, 2020-01-01 14:00:00
4.3, None, None, 218.0, None, 0.0, None, None, None, 0.0, 2020-01-01 15:00:00
5.2, None, None, 224.0, None, 0.0, None, None, None, 0.0, 2020-01-01 16:00:00
5.6, None, None, 212.0, None, 0.0, None, None, None, 0.0, 2020-01-01 17:00:00
4.7, None, None, 220.0, None, 0.0, None, None, None, 0.0, 2020-01-01 18:00:00
4.9, None, None, 227.0, None, 0.0, None, None, None, 0.0, 2020-01-01 19:00:00
1.9, None, None, 226.0, None, 0.0, None, None, None, 0.0, 2020-01-01 20:00:00
2.3, None, None, 316.0, None, 0.0, None, None, None, 0.0, 2020-01-01 21:00:00
4.8, None, None, 324.0, None, 0.0, None, None, None, 0.0, 2020-01-01 22:00:00
4.6, None, None, 331.0, None, 0.0, None, None, None, 0.0, 2020-01-01 23:00:00
4.2, None, None, 317.0, None, 0.0, None, None, None, 0.0, 2020-01-02 00:00:00
2.0, None, None, 322.0, None, 0.0, None, None, None, 0.0, 2020-01-02 01:00:00
1.8, None, None, 322.0, None, 0.0, None, None, None, 0.0, 2020-01-02 02:00:00
1.8, None, None, 322.0, None, 0.0, None, None, None, 0.0, 2020-01-02 03:00:00
1.7, None, None, 308.0, None, 0.0, None, None, None, 0.0, 2020-01-02 04:00:00
0.0, None, None, 308.0, None, 0.0, None, None, None, 0.0, 2020-01-02 05:00:00
1.6, None, None, 215.0, None, 0.0, None, None, None, 0.0, 2020-01-02 06:00:00
1.7, None, None, 81.0, None, 0.0, None, None, None, 0.0, 2020-01-02 07:00:00
1.6, None, None, 33.0, None, 0.0, None, None, None, 0.0, 2020-01-02 08:00:00
0.0, None, None, 275.0, None, 0.0, None, None, None, 0.0, 2020-01-02 09:00:00
1.6, None, None, 245.0, None, 0.0, None, None, None, 0.0, 2020-01-02 10:00:00
1.7, None, None, 232.0, None, 0.0, None, None, None, 0.0, 2020-01-02 11:00:00
1.6, None, None, 227.0, None, 0.0, None, None, None, 0.0, 2020-01-02 12:00:00
1.6, None, None, 277.0, None, 0.0, None, None, None, 0.0, 2020-01-02 13:00:00
1.7, None, None, 210.0, None, 0.0, None, None, None, 0.0, 2020-01-02 14:00:00
1.7, None, None, 205.0, None, 0.0, None, None, None, 0.0, 2020-01-02 15:00:00
1.8, None, None, 188.0, None, 0.0, None, None, None, 0.0, 2020-01-02 16:00:00
1.8, None, None, 188.0, None, 0.0, None, None, None, 0.0, 2020-01-02 17:00:00
1.8, None, None, 171.0, None, 0.0, None, None, None, 0.0, 2020-01-02 18:00:00
4.2, None, None, 172.0, None, 0.0, None, None, None, 0.0, 2020-01-02 19:00:00
4.4, None, None, 160.0, None, 0.0, None, None, None, 0.0, 2020-01-02 20:00:00
