RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
, None, None, None,5.682,219.2, None, None, None, None, None, None, None, None, None, None, None, None,7.79, None, None, None, None,18.43, None, None, None, None,2019-06-25 00:00:00, None,26,,
, None, None, None,6.861,205.1, None, None, None, None, None, None, None, None, None, None, None, None,7.19, None, None, None, None,14.21, None, None, None, None,2019-06-25 01:00:00, None,26,,
, None, None, None,5.832,197.8, None, None, None, None, None, None, None, None, None, None, None, None,6.918, None, None, None, None,9.25, None, None, None, None,2019-06-25 02:00:00, None,26,,
, None, None, None,4.654,208.0, None, None, None, None, None, None, None, None, None, None, None, None,6.722, None, None, None, None,12.44, None, None, None, None,2019-06-25 03:00:00, None,26,,
, None, None, None,2.368,210.4, None, None, None, None, None, None, None, None, None, None, None, None,6.263, None, None, None, None,19.65, None, None, None, None,2019-06-25 04:00:00, None,26,,
, None, None, None,6.739,72.6, None, None, None, None, None, None, None, None, None, None, None, None,5.37, None, None, None, None,11.78, None, None, None, None,2019-06-25 05:00:00, None,26,,
, None, None, None,6.278,68.48, None, None, None, None, None, None, None, None, None, None, None, None,5.004, None, None, None, None,8.6, None, None, None, None,2019-06-25 06:00:00, None,26,,
, None, None, None,5.797,59.54, None, None, None, None, None, None, None, None, None, None, None, None,5.575, None, None, None, None,13.5, None, None, None, None,2019-06-25 07:00:00, None,26,,
, None, None, None,6.935,54.67, None, None, None, None, None, None, None, None, None, None, None, None,6.383, None, None, None, None,14.75, None, None, None, None,2019-06-25 08:00:00, None,26,,
, None, None, None,6.757,42.99, None, None, None, None, None, None, None, None, None, None, None, None,9.05, None, None, None, None,16.68, None, None, None, None,2019-06-25 09:00:00, None,26,,
, None, None, None,5.639,40.06, None, None, None, None, None, None, None, None, None, None, None, None,12.7, None, None, None, None,19.33, None, None, None, None,2019-06-25 10:00:00, None,26,,
, None, None, None,4.613,49.19, None, None, None, None, None, None, None, None, None, None, None, None,12.24, None, None, None, None,21.0, None, None, None, None,2019-06-25 11:00:00, None,26,,
, None, None, None,1.365,66.93, None, None, None, None, None, None, None, None, None, None, None, None,10.57, None, None, None, None,31.75, None, None, None, None,2019-06-25 12:00:00, None,26,,
, None, None, None,2.988,311.1, None, None, None, None, None, None, None, None, None, None, None, None,18.29, None, None, None, None,35.98, None, None, None, None,2019-06-25 13:00:00, None,26,,
, None, None, None,3.713,307.3, None, None, None, None, None, None, None, None, None, None, None, None,19.01, None, None, None, None,38.7, None, None, None, None,2019-06-25 14:00:00, None,26,,
, None, None, None,3.764,310.6, None, None, None, None, None, None, None, None, None, None, None, None,20.07, None, None, None, None,36.88, None, None, None, None,2019-06-25 15:00:00, None,26,,
, None, None, None,5.284,293.2, None, None, None, None, None, None, None, None, None, None, None, None,20.12, None, None, None, None,29.85, None, None, None, None,2019-06-25 16:00:00, None,26,,
, None, None, None,3.746,339.2, None, None, None, None, None, None, None, None, None, None, None, None,20.22, None, None, None, None,37.71, None, None, None, None,2019-06-25 17:00:00, None,26,,
, None, None, None,4.239,337.3, None, None, None, None, None, None, None, None, None, None, None, None,19.31, None, None, None, None,32.79, None, None, None, None,2019-06-25 18:00:00, None,26,,
, None, None, None,2.91,30.06, None, None, None, None, None, None, None, None, None, None, None, None,15.97, None, None, None, None,53.76, None, None, None, None,2019-06-25 19:00:00, None,26,,
, None, None, None,4.195,198.4, None, None, None, None, None, None, None, None, None, None, None, None,13.72, None, None, None, None,32.34, None, None, None, None,2019-06-25 20:00:00, None,26,,
, None, None, None,4.609,246.4, None, None, None, None, None, None, None, None, None, None, None, None,12.81, None, None, None, None,34.49, None, None, None, None,2019-06-25 21:00:00, None,26,,
, None, None, None,4.561,227.1, None, None, None, None, None, None, None, None, None, None, None, None,11.88, None, None, None, None,33.38, None, None, None, None,2019-06-25 22:00:00, None,26,,
