WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, -14.3, 0.552999, 82.7,82.7,2018-02-12 00:00:00,-14.32,7
None, None, -15.1, 0.232998, 80.9,80.9,2018-02-12 01:00:00,-15.08,7
None, None, -15.4, 1.572, 83.8,83.8,2018-02-12 02:00:00,-15.39,7
None, None, -15.8, 0.963998, 83.3,83.3,2018-02-12 03:00:00,-15.81,7
None, None, -17.3, 1.491, 83.6,83.6,2018-02-12 04:00:00,-17.34,7
None, None, -17.2, 1.769, 82.8,82.8,2018-02-12 05:00:00,-17.16,7
None, None, -16.3, 0.808, 83.7,83.7,2018-02-12 06:00:00,-16.3,7
None, None, -16.3, 0.335999, 83.3,83.3,2018-02-12 07:00:00,-16.33,7
None, None, -17.3, 0.945999, 82.4,82.4,2018-02-12 08:00:00,-17.26,7
None, None, -16.5, 0.501999, 82.1,82.1,2018-02-12 09:00:00,-16.51,7
None, None, -15.2, 0.874, 80.5,80.5,2018-02-12 10:00:00,-15.24,7
None, None, -15.3, 1.113, 80.2,80.2,2018-02-12 11:00:00,-15.25,7
None, None, -15.3, 0.987999, 78.4,78.36,2018-02-12 12:00:00,-15.3,7
None, None, -14.2, 0.495999, 79.6,79.62,2018-02-12 13:00:00,-14.22,7
None, None, -13.3, 0.786, 80.0,79.96,2018-02-12 14:00:00,-13.31,7
None, None, -12.7, 0.998, 75.6,75.64,2018-02-12 15:00:00,-12.65,7
None, None, -12.5, 0.384, 80.8,80.8,2018-02-12 16:00:00,-12.49,7
None, None, -12.6, 1.123, 83.5,83.5,2018-02-12 17:00:00,-12.55,7
None, None, -12.7, 0.961, 85.3,85.3,2018-02-12 18:00:00,-12.65,7
None, None, -12.2, 1.32, 84.6,84.6,2018-02-12 19:00:00,-12.21,7
None, None, -8.6, 3.678, 76.7,76.66,2018-02-12 20:00:00,-8.63,7
None, None, -6.6, 4.691, 83.0,83.0,2018-02-12 21:00:00,-6.587,7
None, None, -4.3, 3.947, 75.2,75.2,2018-02-12 22:00:00,-4.277,7
None, None, -3.3, 2.372, 82.9,82.9,2018-02-12 23:00:00,-3.301,7
None, None, -2.7, 4.494, 80.6,80.6,2018-02-13 00:00:00,-2.669,7
None, None, -1.8, 3.593, 80.9,80.9,2018-02-13 01:00:00,-1.796,7
None, None, -1.0, 3.197, 78.2,78.22,2018-02-13 02:00:00,-0.962,7
None, None, 0.0, 6.169, 78.6,78.63,2018-02-13 03:00:00,0.014999,7
None, None, -0.2, 3.457, 79.2,79.18,2018-02-13 04:00:00,-0.201,7
None, None, -1.2, 3.671, 76.2,76.24,2018-02-13 05:00:00,-1.18,7
None, None, 0.0, 6.892, 75.6,75.62,2018-02-13 06:00:00,-0.020998,7
None, None, 0.0, 8.48, 72.3,72.3,2018-02-13 07:00:00,-0.002,7
None, None, -0.3, 9.64, 74.8,74.76,2018-02-13 08:00:00,-0.286,7
None, None, -0.6, 12.36, 71.1,71.11,2018-02-13 09:00:00,-0.568,7
None, None, -0.5, 11.13, 72.3,72.34,2018-02-13 10:00:00,-0.477999,7
None, None, -0.2, 9.16, 67.6,67.55,2018-02-13 11:00:00,-0.168999,7
None, None, 0.6, 9.47, 64.3,64.33,2018-02-13 12:00:00,0.598999,7
None, None, 0.7, 8.13, 63.6,63.62,2018-02-13 13:00:00,0.722998,7
None, None, 1.1, 8.39, 61.5,61.52,2018-02-13 14:00:00,1.101,7
None, None, 0.9, 6.988, 65.3,65.29,2018-02-13 15:00:00,0.892,7
None, None, 0.3, 9.21, 71.4,71.44,2018-02-13 16:00:00,0.280999,7
None, None, -0.6, 11.9, 74.1,74.11,2018-02-13 17:00:00,-0.572,7
None, None, -1.3, 11.19, 78.5,78.5,2018-02-13 18:00:00,-1.339,7
None, None, -1.7, 11.45, 77.2,77.23,2018-02-13 19:00:00,-1.747,7
None, None, -2.1, 12.17, 73.1,73.1,2018-02-13 20:00:00,-2.056,7
None, None, -2.5, 10.85, 72.5,72.47,2018-02-13 21:00:00,-2.456,7
None, None, -2.7, 13.57, 72.9,72.89,2018-02-13 22:00:00,-2.674,7
None, None, -2.6, 11.54, 69.2,69.19,2018-02-13 23:00:00,-2.593,7
None, None, -3.5, 4.841, 77.0,76.95,2018-02-14 00:00:00,-3.497,7
None, None, -3.5, 7.8, 74.1,74.08,2018-02-14 01:00:00,-3.549,7
None, None, -3.7, 7.102, 75.4,75.35,2018-02-14 02:00:00,-3.741,7
None, None, -4.0, 6.418, 75.6,75.55,2018-02-14 03:00:00,-3.993,7
None, None, -4.1, 6.416, 75.7,75.66,2018-02-14 04:00:00,-4.083,7
None, None, -4.1, 6.793, 76.8,76.78,2018-02-14 05:00:00,-4.124,7
None, None, -4.1, 6.418, 75.5,75.45,2018-02-14 06:00:00,-4.069,7
None, None, -4.1, 5.488, 72.2,72.2,2018-02-14 07:00:00,-4.124,7
None, None, -4.2, 5.472, 76.7,76.68,2018-02-14 08:00:00,-4.19,7
None, None, -4.4, 5.768, 75.6,75.55,2018-02-14 09:00:00,-4.404,7
None, None, -4.2, 6.449, 76.8,76.82,2018-02-14 10:00:00,-4.246,7
None, None, -4.0, 6.809, 75.7,75.72,2018-02-14 11:00:00,-4.014,7
None, None, -3.6, 5.819, 72.7,72.69,2018-02-14 12:00:00,-3.605,7
None, None, -3.3, 5.675, 71.5,71.53,2018-02-14 13:00:00,-3.258,7
None, None, -3.1, 6.224, 61.6,61.62,2018-02-14 14:00:00,-3.119,7
None, None, -3.2, 3.969, 73.3,73.3,2018-02-14 15:00:00,-3.17,7
None, None, -5.2, 4.285, 71.3,71.28,2018-02-14 16:00:00,-5.19,7
None, None, -5.1, 2.361, 78.3,78.25,2018-02-14 17:00:00,-5.052,7
None, None, -6.5, 2.177, 91.1,91.1,2018-02-14 18:00:00,-6.464,7
None, None, -7.6, 2.275, 91.4,91.4,2018-02-14 19:00:00,-7.64,7
None, None, -7.6, 1.05, 88.3,88.3,2018-02-14 20:00:00,-7.582,7
None, None, -8.5, 2.464, 88.1,88.1,2018-02-14 21:00:00,-8.49,7
None, None, -8.2, 1.214, 87.2,87.2,2018-02-14 22:00:00,-8.18,7
None, None, -8.5, 1.197, 88.4,88.4,2018-02-14 23:00:00,-8.46,7
None, None, -8.4, 1.825, 88.1,88.1,2018-02-15 00:00:00,-8.42,7
None, None, -8.5, 1.835, 88.0,88.0,2018-02-15 01:00:00,-8.46,7
None, None, -9.9, 1.667, 92.4,92.4,2018-02-15 02:00:00,-9.87,7
None, None, -10.8, 0.66, 91.3,91.3,2018-02-15 03:00:00,-10.8,7
None, None, -10.5, 0.714999, 90.2,90.2,2018-02-15 04:00:00,-10.45,7
None, None, -9.8, 2.265, 87.4,87.4,2018-02-15 05:00:00,-9.75,7
None, None, -10.0, 3.087, 76.4,76.35,2018-02-15 06:00:00,-10.04,7
None, None, -9.1, 3.826, 74.7,74.7,2018-02-15 07:00:00,-9.05,7
None, None, -10.9, 2.083, 77.2,77.24,2018-02-15 08:00:00,-10.86,7
None, None, -9.8, 2.807, 71.0,71.03,2018-02-15 09:00:00,-9.78,7
None, None, -9.2, 3.593, 72.6,72.56,2018-02-15 10:00:00,-9.17,7
None, None, -9.2, 1.46, 71.7,71.66,2018-02-15 11:00:00,-9.21,7
None, None, -8.6, 0.986, 77.6,77.59,2018-02-15 12:00:00,-8.57,7
None, None, -8.4, 0.533999, 69.8,69.8,2018-02-15 13:00:00,-8.43,7
None, None, -7.0, 2.368, 67.7,67.71,2018-02-15 14:00:00,-7.002,7
None, None, -6.0, 1.249, 64.8,64.78,2018-02-15 15:00:00,-6.034,7
None, None, -5.6, 5.084, 71.4,71.44,2018-02-15 16:00:00,-5.612,7
None, None, -5.9, 2.886, 87.1,87.1,2018-02-15 17:00:00,-5.904,7
None, None, -6.3, 2.709, 89.4,89.4,2018-02-15 18:00:00,-6.321,7
None, None, -6.2, 1.953, 88.2,88.2,2018-02-15 19:00:00,-6.188,7
None, None, -5.8, 4.943, 84.7,84.7,2018-02-15 20:00:00,-5.786,7
None, None, -5.8, 4.38, 84.8,84.8,2018-02-15 21:00:00,-5.829,7
None, None, -5.8, 1.082, 81.0,81.0,2018-02-15 22:00:00,-5.763,7
None, None, -5.1, 1.689, 83.2,83.2,2018-02-15 23:00:00,-5.097,7
None, None, -5.6, 2.285, 78.0,78.04,2018-02-16 00:00:00,-5.635,7
None, None, -3.8, 6.174, 77.0,77.02,2018-02-16 01:00:00,-3.821,7
None, None, -3.9, 5.644, 81.9,81.9,2018-02-16 02:00:00,-3.903,7
None, None, -4.0, 8.3, 82.8,82.8,2018-02-16 03:00:00,-4.029,7
None, None, -4.2, 7.053, 91.0,91.0,2018-02-16 04:00:00,-4.154,7
None, None, -4.1, 8.85, 83.3,83.3,2018-02-16 05:00:00,-4.142,7
None, None, -4.7, 7.377, 82.4,82.4,2018-02-16 06:00:00,-4.67,7
None, None, -5.2, 5.818, 82.1,82.1,2018-02-16 07:00:00,-5.238,7
None, None, -6.2, 6.355, 79.5,79.51,2018-02-16 08:00:00,-6.231,7
None, None, -5.6, 5.628, 68.3,68.31,2018-02-16 09:00:00,-5.6,7
None, None, -4.8, 5.327, 63.1,63.08,2018-02-16 10:00:00,-4.774,7
None, None, -4.4, 4.864, 62.9,62.85,2018-02-16 11:00:00,-4.361,7
None, None, -3.9, 4.067, 62.3,62.31,2018-02-16 12:00:00,-3.89,7
None, None, -3.5, 3.253, 57.8,57.79,2018-02-16 13:00:00,-3.458,7
None, None, -3.2, 3.668, 54.7,54.65,2018-02-16 14:00:00,-3.209,7
