pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,3.217, None, None, None, None,15.84, None,4.483,348.5, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 00:00:00, None, None, 84.2, None,18
None,2.361, None, None, None, None,15.97, None,3.937,352.0, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 01:00:00, None, None, 84.4, None,18
None,2.161, None, None, None, None,12.91, None,3.465,350.4, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 02:00:00, None, None, 84.5, None,18
None,1.819, None, None, None, None,12.53, None,3.218,347.3, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 03:00:00, None, None, 84.5, None,18
None,1.705, None, None, None, None,14.2, None,2.995,349.2, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 04:00:00, None, None, 84.7, None,18
None,1.591, None, None, None, None,11.33, None,2.601,346.1, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 05:00:00, None, None, 84.7, None,18
None,1.307, None, None, None, None,14.93, None,2.163,349.1, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 06:00:00, None, None, 84.5, None,18
None,1.458, None, None, None, None,17.93, None,1.434,343.4, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 07:00:00, None, None, 84.7, None,18
None,2.418, None, None, None, None,32.93, None,0.715,338.4, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 08:00:00, None, None, 84.8, None,18
None,4.395, None, None, None, None,34.28, None,1.524,122.5, None, None, None, None, None, None, None, None, None, None, None,2018-04-30 09:00:00, None, None, 84.6, None,18
