RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
52.67, None, None, None, 1.644,351.6, None, None, None, None, None, None, None, None, None, 0.179, None, None,12.3, None, None, None, None,43.79, None, None, None, None,2017-05-28 00:00:00,22
51.88, None, None, None, 2.032,25.5, None, None, None, None, None, None, None, None, None, 0.147, None, None,12.24, None, None, None, None,23.08, None, None, None, None,2017-05-28 01:00:00,22
51.03, None, None, None, 2.492,6.752, None, None, None, None, None, None, None, None, None, 0.107, None, None,12.13, None, None, None, None,25.02, None, None, None, None,2017-05-28 02:00:00,22
49.45, None, None, None, 1.389,3.809, None, None, None, None, None, None, None, None, None, 0.143, None, None,12.16, None, None, None, None,28.02, None, None, None, None,2017-05-28 03:00:00,22
48.85, None, None, None, 0.774,358.9, None, None, None, None, None, None, None, None, None, 0.184, None, None,12.21, None, None, None, None,26.86, None, None, None, None,2017-05-28 04:00:00,22
51.74, None, None, None, 0.495,16.03, None, None, None, None, None, None, None, None, None, 0.162, None, None,11.51, None, None, None, None,13.07, None, None, None, None,2017-05-28 05:00:00,22
54.71, None, None, None, 0.373,11.25, None, None, None, None, None, None, None, None, None, 0.051, None, None,11.58, None, None, None, None,5.903, None, None, None, None,2017-05-28 06:00:00,22
49.92, None, None, None, 0.387,4.626, None, None, None, None, None, None, None, None, None, 0.283, None, None,12.55, None, None, None, None,28.15, None, None, None, None,2017-05-28 07:00:00,22
48.81, None, None, None, 1.238,124.7, None, None, None, None, None, None, None, None, None, 0.258, None, None,14.25, None, None, None, None,27.54, None, None, None, None,2017-05-28 08:00:00,22
46.58, None, None, None, 2.567,144.2, None, None, None, None, None, None, None, None, None, 0.339, None, None,15.89, None, None, None, None,24.07, None, None, None, None,2017-05-28 09:00:00,22
41.31, None, None, None, 4.411,136.0, None, None, None, None, None, None, None, None, None, 0.32, None, None,16.69, None, None, None, None,39.39, None, None, None, None,2017-05-28 10:00:00,22
38.84, None, None, None, 4.815,137.8, None, None, None, None, None, None, None, None, None, 0.167, None, None,17.05, None, None, None, None,50.14, None, None, None, None,2017-05-28 11:00:00,22
34.72, None, None, None, 6.553,119.6, None, None, None, None, None, None, None, None, None, 0.335, None, None,18.35, None, None, None, None,49.72, None, None, None, None,2017-05-28 12:00:00,22
33.21, None, None, None, 6.346,129.8, None, None, None, None, None, None, None, None, None, 0.481, None, None,19.03, None, None, None, None,45.59, None, None, None, None,2017-05-28 13:00:00,22
26.07, None, None, None, 8.01,126.4, None, None, None, None, None, None, None, None, None, 0.223, None, None,19.5, None, None, None, None,45.41, None, None, None, None,2017-05-28 14:00:00,22
23.46, None, None, None, 8.34,139.4, None, None, None, None, None, None, None, None, None, 0.423, None, None,19.38, None, None, None, None,43.63, None, None, None, None,2017-05-28 15:00:00,22
23.83, None, None, None, 8.41,171.7, None, None, None, None, None, None, None, None, None, 0.075, None, None,20.0, None, None, None, None,52.2, None, None, None, None,2017-05-28 16:00:00,22
28.53, None, None, None, 8.91,199.4, None, None, None, None, None, None, None, None, None, 0.583, None, None,19.41, None, None, None, None,44.3, None, None, None, None,2017-05-28 17:00:00,22
29.78, None, None, None, 9.09,204.7, None, None, None, None, None, None, None, None, None, 0.376, None, None,18.58, None, None, None, None,38.02, None, None, None, None,2017-05-28 18:00:00,22
26.64, None, None, None, 7.853,178.9, None, None, None, None, None, None, None, None, None, 0.16, None, None,17.87, None, None, None, None,41.96, None, None, None, None,2017-05-28 19:00:00,22
28.6, None, None, None, 4.467,143.3, None, None, None, None, None, None, None, None, None, 0.088, None, None,16.72, None, None, None, None,42.94, None, None, None, None,2017-05-28 20:00:00,22
36.21, None, None, None, 2.175,116.4, None, None, None, None, None, None, None, None, None, 0.108, None, None,15.44, None, None, None, None,72.98, None, None, None, None,2017-05-28 21:00:00,22
38.22, None, None, None, 1.249,8.7, None, None, None, None, None, None, None, None, None, 0.162, None, None,14.63, None, None, None, None,48.64, None, None, None, None,2017-05-28 22:00:00,22
47.95, None, None, None, 1.813,341.0, None, None, None, None, None, None, None, None, None, 0.064, None, None,13.44, None, None, None, None,36.25, None, None, None, None,2017-05-28 23:00:00,22
54.06, None, None, None, 2.242,310.9, None, None, None, None, None, None, None, None, None, 0.064, None, None,12.65, None, None, None, None,39.01, None, None, None, None,2017-05-29 00:00:00,22
53.4, None, None, None, 2.611,296.3, None, None, None, None, None, None, None, None, None, 0.279, None, None,12.74, None, None, None, None,28.48, None, None, None, None,2017-05-29 01:00:00,22
55.24, None, None, None, 3.359,291.4, None, None, None, None, None, None, None, None, None, 0.121, None, None,12.36, None, None, None, None,15.99, None, None, None, None,2017-05-29 02:00:00,22
54.77, None, None, None, 2.771,281.7, None, None, None, None, None, None, None, None, None, 0.19, None, None,11.72, None, None, None, None,28.47, None, None, None, None,2017-05-29 03:00:00,22
49.83, None, None, None, 1.381,102.3, None, None, None, None, None, None, None, None, None, 0.256, None, None,11.55, None, None, None, None,69.19, None, None, None, None,2017-05-29 04:00:00,22
48.02, None, None, None, 0.576,11.71, None, None, None, None, None, None, None, None, None, 0.2, None, None,11.5, None, None, None, None,22.67, None, None, None, None,2017-05-29 05:00:00,22
49.48, None, None, None, 0.35,13.98, None, None, None, None, None, None, None, None, None, 0.199, None, None,11.81, None, None, None, None,8.85, None, None, None, None,2017-05-29 06:00:00,22
47.05, None, None, None, 0.371,328.9, None, None, None, None, None, None, None, None, None, -0.16, None, None,13.5, None, None, None, None,41.45, None, None, None, None,2017-05-29 07:00:00,22
46.48, None, None, None, 0.979,263.4, None, None, None, None, None, None, None, None, None, 0.203, None, None,14.74, None, None, None, None,13.62, None, None, None, None,2017-05-29 08:00:00,22
41.05, None, None, None, 2.561,149.1, None, None, None, None, None, None, None, None, None, 0.316, None, None,17.22, None, None, None, None,38.19, None, None, None, None,2017-05-29 09:00:00,22
38.7, None, None, None, 4.896,120.7, None, None, None, None, None, None, None, None, None, 0.098, None, None,17.33, None, None, None, None,32.96, None, None, None, None,2017-05-29 10:00:00,22
36.65, None, None, None, 6.019,132.1, None, None, None, None, None, None, None, None, None, 0.644, None, None,18.2, None, None, None, None,36.73, None, None, None, None,2017-05-29 11:00:00,22
31.86, None, None, None, 5.471,152.9, None, None, None, None, None, None, None, None, None, 0.264, None, None,19.51, None, None, None, None,54.2, None, None, None, None,2017-05-29 12:00:00,22
33.46, None, None, None, 6.397,115.9, None, None, None, None, None, None, None, None, None, 0.559, None, None,20.25, None, None, None, None,53.41, None, None, None, None,2017-05-29 13:00:00,22
34.2, None, None, None, 5.63,137.7, None, None, None, None, None, None, None, None, None, 0.333, None, None,18.85, None, None, None, None,58.57, None, None, None, None,2017-05-29 14:00:00,22
30.85, None, None, None, 5.282,235.9, None, None, None, None, None, None, None, None, None, 0.451, None, None,20.27, None, None, None, None,64.21, None, None, None, None,2017-05-29 15:00:00,22
30.51, None, None, None, 5.097,179.2, None, None, None, None, None, None, None, None, None, -0.146, None, None,21.25, None, None, None, None,46.62, None, None, None, None,2017-05-29 16:00:00,22
36.87, None, None, None, 3.573,156.4, None, None, None, None, None, None, None, None, None, 0.205, None, None,18.39, None, None, None, None,44.52, None, None, None, None,2017-05-29 17:00:00,22
39.1, None, None, None, 1.282,264.7, None, None, None, None, None, None, None, None, None, 0.24, None, None,18.5, None, None, None, None,70.62, None, None, None, None,2017-05-29 18:00:00,22
37.71, None, None, None, 2.357,168.3, None, None, None, None, None, None, None, None, None, 0.203, None, None,18.46, None, None, None, None,65.66, None, None, None, None,2017-05-29 19:00:00,22
