ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
,647.0,261.0, None, None,2019-02-26 00:00:00,-9.1, None, 109.0, None,9
,648.0,262.0, None, None,2019-02-26 01:00:00,-11.6, None, 110.0, None,9
,647.0,262.0, None, None,2019-02-26 02:00:00,-14.9, None, 111.0, None,9
,647.0,261.0, None, None,2019-02-26 03:00:00,-15.2, None, 110.0, None,9
,647.0,261.0, None, None,2019-02-26 04:00:00,-16.1, None, 110.0, None,9
,647.0,260.0, None, None,2019-02-26 05:00:00,-16.7, None, 110.0, None,9
,647.0,259.0, None, None,2019-02-26 06:00:00,-16.8, None, 110.0, None,9
,647.0,258.0, None, None,2019-02-26 07:00:00,-16.7, None, 110.0, None,9
,647.0,258.0, None, None,2019-02-26 08:00:00,-16.1, None, 110.0, None,9
,648.0,257.0, None, None,2019-02-26 09:00:00,-18.1, None, 110.0, None,9
,648.0,257.0, None, None,2019-02-26 10:00:00,-18.9, None, 110.0, None,9
,647.0,256.0, None, None,2019-02-26 11:00:00,-18.4, None, 110.0, None,9
,647.0,256.0, None, None,2019-02-26 12:00:00,-17.8, None, 110.0, None,9
,647.0,256.0, None, None,2019-02-26 13:00:00,-18.4, None, 110.0, None,9
,646.0,255.0, None, None,2019-02-26 14:00:00,-17.9, None, 110.0, None,9
,647.0,255.0, None, None,2019-02-26 15:00:00,-17.4, None, 110.0, None,9
,648.0,255.0, None, None,2019-02-26 16:00:00,-17.1, None, 111.0, None,9
,647.0,255.0, None, None,2019-02-26 17:00:00,-15.1, None, 110.0, None,9
,648.0,255.0, None, None,2019-02-26 18:00:00,-14.2, None, 110.0, None,9
,648.0,256.0, None, None,2019-02-26 19:00:00,-12.3, None, 109.0, None,9
,648.0,256.0, None, None,2019-02-26 20:00:00,-12.5, None, 108.0, None,9
,648.0,257.0, None, None,2019-02-26 21:00:00,-12.2, None, 108.0, None,9
,648.0,258.0, None, None,2019-02-26 22:00:00,-12.4, None, 109.0, None,9
,647.0,259.0, None, None,2019-02-26 23:00:00,-10.7, None, 108.0, None,9
,648.0,261.0, None, None,2019-02-27 00:00:00,-11.6, None, 108.0, None,9
,648.0,261.0, None, None,2019-02-27 01:00:00,-12.9, None, 108.0, None,9
,648.0,261.0, None, None,2019-02-27 02:00:00,-16.0, None, 110.0, None,9
,648.0,261.0, None, None,2019-02-27 03:00:00,-16.1, None, 109.0, None,9
,648.0,261.0, None, None,2019-02-27 04:00:00,-16.1, None, 111.0, None,9
,648.0,260.0, None, None,2019-02-27 05:00:00,-15.7, None, 109.0, None,9
,647.0,259.0, None, None,2019-02-27 06:00:00,-15.2, None, 109.0, None,9
,647.0,259.0, None, None,2019-02-27 07:00:00,-15.0, None, 109.0, None,9
,647.0,259.0, None, None,2019-02-27 08:00:00,-14.3, None, 110.0, None,9
,647.0,258.0, None, None,2019-02-27 09:00:00,-13.8, None, 109.0, None,9
,648.0,258.0, None, None,2019-02-27 10:00:00,-13.2, None, 110.0, None,9
,647.0,258.0, None, None,2019-02-27 11:00:00,-12.4, None, 109.0, None,9
,647.0,258.0, None, None,2019-02-27 12:00:00,-11.5, None, 109.0, None,9
,647.0,258.0, None, None,2019-02-27 13:00:00,-10.4, None, 108.0, None,9
,648.0,258.0, None, None,2019-02-27 14:00:00,-10.0, None, 108.0, None,9
,648.0,258.0, None, None,2019-02-27 15:00:00,-9.8, None, 108.0, None,9
,648.0,259.0, None, None,2019-02-27 16:00:00,-9.2, None, 108.0, None,9
,647.0,259.0, None, None,2019-02-27 17:00:00,-8.1, None, 108.0, None,9
,648.0,260.0, None, None,2019-02-27 18:00:00,-7.4, None, 107.0, None,9
,647.0,261.0, None, None,2019-02-27 19:00:00,-6.5, None, 107.0, None,9
