station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
13.112, 193.1, 87.2, 0.0, 909.15, None, 2.01, 2022-06-16 12:00:00, 115.1, 11.046
12.678, 81.9, 86.5, 0.0, 909.15, 0.4, 1.51, 2022-06-16 13:00:00, 110.9, 10.498
12.968, 323.1, 91.8, 0.0, 909.35, 0.6, 1.01, 2022-06-16 14:00:00, 105.3, 11.681
14.218, 338.1, 90.0, 0.0, 909.05, 0.0, 2.01, 2022-06-16 15:00:00, 112.3, 12.617
13.112, 184.4, 85.1, 0.0, 908.95, 0.2, 1.51, 2022-06-16 16:00:00, 178.3, 10.679
13.161, 93.1, 86.5, 0.0, 908.95, 0.2, 0.5, 2022-06-16 17:00:00, 226.0, 10.973
12.847, 88.1, 89.3, 0.0, 908.95, 0.0, 0.0, 2022-06-16 18:00:00, 249.9, 11.144
11.734, 89.4, 88.2, 0.0, 908.95, 0.0, 2.52, 2022-06-16 19:00:00, 244.3, 9.859
10.59, 11.9, 89.3, 0.0, 909.45, 0.0, 2.01, 2022-06-16 20:00:00, 130.6, 8.914
9.583, 0.6, 91.4, 0.0, 909.85, 0.0, 4.03, 2022-06-16 21:00:00, 124.9, 8.261
8.916, 0.6, 88.1, 0.0, 910.35, 0.0, 4.03, 2022-06-16 22:00:00, 120.7, 7.062
8.145, 0.6, 89.5, 0.5, 910.45, 0.0, 4.03, 2022-06-16 23:00:00, 127.8, 6.53
7.945, 0.6, 88.7, 0.5, 910.45, 0.0, 4.03, 2022-06-17 00:00:00, 124.9, 6.203
5.898, 0.6, 90.5, 0.0, 910.25, 0.0, 2.52, 2022-06-17 01:00:00, 127.8, 4.468
6.255, 0.6, 91.0, 0.0, 910.05, 0.0, 5.03, 2022-06-17 02:00:00, 113.7, 4.9
4.895, 0.6, 92.8, 0.0, 910.15, 0.0, 2.52, 2022-06-17 03:00:00, 127.8, 3.831
5.282, 6.9, 95.0, 0.0, 910.45, 0.0, 2.52, 2022-06-17 04:00:00, 117.9, 4.55
5.411, 28.1, 94.4, 0.0, 910.35, 0.0, 2.52, 2022-06-17 05:00:00, 143.2, 4.588
7.645, 181.9, 93.9, 0.0, 910.05, 0.0, 2.01, 2022-06-17 06:00:00, 99.7, 6.733
9.558, 425.6, 89.1, 0.0, 909.75, 0.0, 2.52, 2022-06-17 07:00:00, 133.4, 7.861
13.401, 580.6, 82.0, 0.0, 909.15, 0.0, 2.01, 2022-06-17 08:00:00, 196.5, 10.406
15.414, 693.1, 75.3, 0.0, 908.35, 0.0, 1.51, 2022-06-17 09:00:00, 303.2, 11.082
