station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-20.786, 0.6, 87.8, 10.52, 765.45, 0.0, 13.06, 2022-01-01 00:00:00, 141.8, -22.305
-20.309, 0.6, 88.1, 10.13, 765.35, 0.0, 12.86, 2022-01-01 01:00:00, 139.0, -21.795
-19.7, 0.6, 88.4, 10.52, 765.35, 0.0, 13.25, 2022-01-01 02:00:00, 144.6, -21.154
-19.886, 0.6, 88.4, 11.89, 765.15, 0.0, 15.2, 2022-01-01 03:00:00, 147.4, -21.338
-20.073, 0.6, 88.5, 13.64, 764.75, 0.0, 16.96, 2022-01-01 04:00:00, 148.8, -21.51
-19.607, 0.6, 88.6, 13.45, 764.85, 0.0, 17.74, 2022-01-01 05:00:00, 151.6, -21.037
-19.149, 0.6, 88.9, 14.42, 764.65, 0.0, 19.68, 2022-01-01 06:00:00, 148.8, -20.545
-17.51, 1.9, 89.8, 15.01, 764.15, 0.0, 21.63, 2022-01-01 07:00:00, 141.8, -18.806
-17.253, 25.6, 89.7, 14.03, 764.75, 0.0, 22.22, 2022-01-01 08:00:00, 153.0, -18.565
-18.742, 40.6, 89.4, 15.79, 764.25, 0.0, 22.41, 2022-01-01 09:00:00, 144.6, -20.078
-18.296, 111.9, 89.3, 19.1, 762.65, 0.0, 23.39, 2022-01-01 10:00:00, 140.4, -19.649
-18.787, 83.1, 89.2, 18.71, 762.65, 0.0, 23.39, 2022-01-01 11:00:00, 140.4, -20.148
-18.832, 55.6, 89.1, 18.71, 762.45, 0.0, 23.39, 2022-01-01 12:00:00, 144.6, -20.205
-18.652, 70.6, 89.2, 18.13, 762.65, 0.0, 23.19, 2022-01-01 13:00:00, 146.0, -20.014
-18.076, 15.6, 89.5, 19.1, 762.15, 0.0, 22.8, 2022-01-01 14:00:00, 146.0, -19.405
-17.424, 0.6, 90.0, 18.91, 762.35, 0.0, 22.61, 2022-01-01 15:00:00, 147.4, -18.695
-17.338, 0.6, 90.3, 18.52, 761.95, 0.0, 22.61, 2022-01-01 16:00:00, 147.4, -18.571
