wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
180.0, 8.1, None, -0.13, 3.0, 100.8, -1.7, None, None, 50.0,2018-04-02 00:00:00, None, None,14
292.5, 5.6, None, -0.05, 6.0, 100.9, -1.6, None, None, 60.0,2018-04-02 01:00:00, None, None,14
292.5, 4.4, None, 0.0, 5.0, 100.9, -1.4, None, None, 66.0,2018-04-02 02:00:00, None, None,14
292.5, 3.4, None, -0.01, 3.0, 100.8, -1.7, None, None, 69.0,2018-04-02 03:00:00, None, None,14
337.5, 3.1, None, -0.05, 1.0, 100.8, -1.8, None, None, 70.0,2018-04-02 04:00:00, None, None,14
337.5, 3.6, None, -0.05, 2.0, 100.8, -2.2, None, None, 66.0,2018-04-02 05:00:00, None, None,14
0.0, 3.6, None, -0.02, 1.0, 100.8, -1.7, None, None, 68.0,2018-04-02 06:00:00, None, None,14
0.0, 2.9, None, -0.01, 3.0, 100.8, -1.8, None, None, 71.0,2018-04-02 07:00:00, None, None,14
0.0, 2.0, None, 0.03, 3.0, 100.8, -2.9, None, None, 70.0,2018-04-02 08:00:00, None, None,14
22.5, 1.6, None, 0.08, 2.0, 100.9, -2.7, None, None, 73.0,2018-04-02 09:00:00, None, None,14
22.5, 1.4, None, 0.13, 1.0, 100.9, -2.9, None, None, 73.0,2018-04-02 10:00:00, None, None,14
None, 0.5, None, 0.16, 0.0, 101.0, -3.4, None, None, 75.0,2018-04-02 11:00:00, None, None,14
22.5, 0.1, None, 0.16, 2.0, 101.1, -3.9, None, None, 75.0,2018-04-02 12:00:00, None, None,14
45.0, 0.3, None, 0.22, 2.0, 101.2, -4.9, None, None, 68.0,2018-04-02 13:00:00, None, None,14
22.5, 0.4, None, 0.26, 3.0, 101.3, -4.3, None, None, 71.0,2018-04-02 14:00:00, None, None,14
67.5, 1.9, None, 0.31, 1.0, 101.4, -2.9, None, None, 71.0,2018-04-02 15:00:00, None, None,14
180.0, 2.9, None, 0.29, 3.0, 101.5, -2.4, None, None, 68.0,2018-04-02 16:00:00, None, None,14
135.0, 4.7, None, 0.24, 3.0, 101.5, -2.0, None, None, 62.0,2018-04-02 17:00:00, None, None,14
202.5, 6.8, None, 0.22, 4.0, 101.6, -1.9, None, None, 54.0,2018-04-02 18:00:00, None, None,14
157.5, 7.6, None, 0.19, 2.0, 101.7, -2.6, None, None, 49.0,2018-04-02 19:00:00, None, None,14
247.5, 6.6, None, 0.2, 2.0, 101.7, -1.9, None, None, 54.0,2018-04-02 20:00:00, None, None,14
247.5, 6.6, None, 0.2, 2.0, 101.7, -1.9, None, None, 54.0,2018-04-02 21:00:00, None, None,14
90.0, 7.6, None, 0.02, 7.0, 101.8, -5.1, None, None, 40.0,2018-04-03 01:00:00, None, None,14
67.5, 7.5, None, -0.05, 4.0, 101.7, -3.9, None, None, 44.0,2018-04-03 02:00:00, None, None,14
67.5, 7.1, None, -0.05, 4.0, 101.7, -4.9, None, None, 42.0,2018-04-03 03:00:00, None, None,14
67.5, 6.8, None, -0.04, 4.0, 101.7, -3.3, None, None, 49.0,2018-04-03 04:00:00, None, None,14
292.5, 6.2, None, 0.07, 2.0, 101.8, -1.3, None, None, 59.0,2018-04-03 05:00:00, None, None,14
None, 5.9, None, 0.08, 0.0, 101.8, -0.8, None, None, 62.0,2018-04-03 06:00:00, None, None,14
315.0, 5.6, None, 0.11, 1.0, 101.8, -1.7, None, None, 59.0,2018-04-03 07:00:00, None, None,14
292.5, 5.5, None, 0.06, 2.0, 101.9, -2.3, None, None, 57.0,2018-04-03 08:00:00, None, None,14
315.0, 5.2, None, 0.05, 1.0, 101.9, -0.9, None, None, 65.0,2018-04-03 09:00:00, None, None,14
0.0, 4.6, None, 0.0, 2.0, 101.8, -1.4, None, None, 65.0,2018-04-03 10:00:00, None, None,14
0.0, 5.0, None, -0.02, 2.0, 101.8, -1.5, None, None, 63.0,2018-04-03 11:00:00, None, None,14
315.0, 4.4, None, 0.0, 3.0, 101.9, -1.7, None, None, 65.0,2018-04-03 12:00:00, None, None,14
0.0, 3.4, None, -0.01, 4.0, 101.8, 0.2, None, None, 80.0,2018-04-03 13:00:00, None, None,14
45.0, 3.5, None, -0.03, 3.0, 101.8, 0.7, None, None, 82.0,2018-04-03 15:00:00, None, None,14
90.0, 4.1, None, -0.03, 3.0, 101.8, 1.0, None, None, 80.0,2018-04-03 16:00:00, None, None,14
45.0, 4.8, None, -0.02, 3.0, 101.8, -0.4, None, None, 69.0,2018-04-03 17:00:00, None, None,14
337.5, 5.1, None, -0.05, 3.0, 101.8, 0.2, None, None, 71.0,2018-04-03 18:00:00, None, None,14
45.0, 5.4, None, -0.03, 2.0, 101.8, 0.8, None, None, 72.0,2018-04-03 19:00:00, None, None,14
45.0, 5.8, None, -0.03, 2.0, 101.8, 1.5, None, None, 74.0,2018-04-03 20:00:00, None, None,14
292.5, 7.2, None, -0.02, 3.0, 101.8, 1.1, None, None, 65.0,2018-04-03 21:00:00, None, None,14
90.0, 7.4, None, -0.05, 2.0, 101.7, -0.3, None, None, 58.0,2018-04-03 22:00:00, None, None,14
112.5, 7.7, None, -0.07, 1.0, 101.7, -0.8, None, None, 55.0,2018-04-03 23:00:00, None, None,14
112.5, 7.4, None, -0.09, 1.0, 101.7, -0.4, None, None, 58.0,2018-04-04 00:00:00, None, None,14
None, 7.1, None, -0.06, 0.0, 101.7, -0.2, None, None, 60.0,2018-04-04 01:00:00, None, None,14
202.5, 6.8, None, -0.05, 1.0, 101.6, -0.1, None, None, 61.0,2018-04-04 02:00:00, None, None,14
67.5, 6.0, None, -0.03, 3.0, 101.6, 1.0, None, None, 70.0,2018-04-04 03:00:00, None, None,14
67.5, 6.0, None, 0.01, 4.0, 101.7, 0.0, None, None, 66.0,2018-04-04 04:00:00, None, None,14
90.0, 5.9, None, 0.07, 3.0, 101.7, 0.1, None, None, 66.0,2018-04-04 05:00:00, None, None,14
45.0, 5.7, None, 0.08, 2.0, 101.7, 0.1, None, None, 67.0,2018-04-04 06:00:00, None, None,14
45.0, 4.4, None, 0.07, 3.0, 101.8, 0.2, None, None, 74.0,2018-04-04 07:00:00, None, None,14
22.5, 4.3, None, 0.04, 2.0, 101.8, -0.5, None, None, 71.0,2018-04-04 08:00:00, None, None,14
22.5, 4.6, None, 0.05, 3.0, 101.8, -0.3, None, None, 70.0,2018-04-04 09:00:00, None, None,14
22.5, 4.4, None, 0.02, 4.0, 101.8, -0.6, None, None, 70.0,2018-04-04 10:00:00, None, None,14
22.5, 4.7, None, 0.02, 3.0, 101.8, -1.0, None, None, 67.0,2018-04-04 11:00:00, None, None,14
22.5, 4.6, None, -0.01, 3.0, 101.8, -1.0, None, None, 67.0,2018-04-04 12:00:00, None, None,14
225.0, 4.5, None, 0.02, 1.0, 101.8, -0.6, None, None, 69.0,2018-04-04 13:00:00, None, None,14
67.5, 4.6, None, 0.02, 2.0, 101.8, 0.0, None, None, 72.0,2018-04-04 14:00:00, None, None,14
