wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
48.0, 100.7, 0.1, 270.0, 62.0, 6.9,2018-04-02 00:00:00, None, None, None, None, -0.15,14
53.0, 100.7, 0.0, 270.0, 65.0, 6.1,2018-04-02 01:00:00, None, None, None, None, -0.13,14
46.0, 100.7, 1.1, 270.0, 73.0, 5.6,2018-04-02 02:00:00, None, None, None, None, -0.01,14
19.0, 100.8, 1.3, 292.5, 74.0, 5.6,2018-04-02 03:00:00, None, None, 30.0, None, 0.09,14
16.0, 100.8, 0.0, 292.5, 67.0, 5.8,2018-04-02 04:00:00, None, None, None, None, 0.11,14
25.0, 100.7, 0.6, 292.5, 69.0, 5.9,2018-04-02 05:00:00, None, None, None, None, 0.03,14
32.0, 100.7, 1.5, 292.5, 72.0, 6.1,2018-04-02 06:00:00, None, None, None, None, -0.08,14
28.0, 100.7, -0.1, 292.5, 64.0, 6.3,2018-04-02 07:00:00, None, None, None, None, -0.06,14
3.0, 100.8, -0.3, 292.5, 68.0, 5.1,2018-04-02 08:00:00, None, None, None, None, 0.06,14
4.0, 100.9, -0.2, 67.5, 71.0, 4.6,2018-04-02 09:00:00, None, None, None, None, 0.14,14
2.0, 100.9, 0.0, 315.0, 73.0, 4.4,2018-04-02 10:00:00, None, None, None, None, 0.18,14
1.0, 101.0, 0.2, 157.5, 78.0, 3.7,2018-04-02 11:00:00, None, None, None, None, 0.17,14
1.0, 101.0, -0.2, 67.5, 75.0, 3.8,2018-04-02 12:00:00, None, None, None, None, 0.17,14
3.0, 101.1, -1.3, 22.5, 71.0, 3.5,2018-04-02 13:00:00, None, None, None, None, 0.22,14
6.0, 101.2, -0.4, 90.0, 77.0, 3.2,2018-04-02 14:00:00, None, None, None, None, 0.26,14
5.0, 101.3, 0.1, 67.5, 73.0, 4.6,2018-04-02 15:00:00, None, None, None, None, 0.32,14
