CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
9.15,74.6, None, None, None,9.71,13.43,223.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 00:00:00, None, None, None, None,33
8.91,77.4, None, None, None,12.7,12.53,218.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 01:00:00, None, None, None, None,33
8.52,79.1, None, None, None,14.24,13.33,208.9, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 02:00:00, None, None, None, None,33
8.52,79.0, None, None, None,13.14,13.71,200.4, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 03:00:00, None, None, None, None,33
8.28,79.6, None, None, None,14.15,12.0,193.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 04:00:00, None, None, None, None,33
8.08,78.6, None, None, None,10.73,12.59,201.6, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 05:00:00, None, None, None, None,33
7.94,78.7, None, None, None,17.93,7.71,194.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 06:00:00, None, None, None, None,33
8.76,78.1, None, None, None,12.82,3.635,179.6, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 07:00:00, None, None, None, None,33
9.78,70.8, None, None, None,9.93,2.255,186.9, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 08:00:00, None, None, None, None,33
9.7,68.48, None, None, None,24.42,0.009,150.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 09:00:00, None, None, None, None,33
9.82,68.73, None, None, None,15.14,2.55,189.4, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 10:00:00, None, None, None, None,33
9.49,66.15, None, None, None,17.13,3.256,202.2, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-12 11:00:00, None, None, None, None,33
9.58,65.37, None, None, None,10.36,6.404,216.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-12 12:00:00, None, None, None, None,33
10.6,63.68, None, None, None,16.07,9.4,224.0, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 13:00:00, None, None, None, None,33
11.64,61.89, None, None, None,16.87,8.54,225.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 14:00:00, None, None, None, None,33
12.81,57.41, None, None, None,18.71,10.35,236.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 15:00:00, None, None, None, None,33
13.1,55.04, None, None, None,16.31,14.24,241.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 16:00:00, None, None, None, None,33
13.63,53.95, None, None, None,19.15,15.74,243.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 17:00:00, None, None, None, None,33
13.29,56.33, None, None, None,12.37,16.78,245.7, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 18:00:00, None, None, None, None,33
12.71,58.3, None, None, None,15.42,12.33,237.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-12 19:00:00, None, None, None, None,33
11.8,59.39, None, None, None,15.36,11.4,221.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 20:00:00, None, None, None, None,33
11.54,60.7, None, None, None,16.07,8.56,213.1, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 21:00:00, None, None, None, None,33
11.46,60.44, None, None, None,15.18,8.87,207.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-12 22:00:00, None, None, None, None,33
11.55,57.18, None, None, None,10.45,8.05,209.4, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-12 23:00:00, None, None, None, None,33
11.21,59.08, None, None, None,12.16,8.51,215.7, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 00:00:00, None, None, None, None,33
11.19,59.17, None, None, None,11.8,6.186,205.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 01:00:00, None, None, None, None,33
11.0,59.65, None, None, None,9.07,7.03,203.3, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-13 02:00:00, None, None, None, None,33
10.76,60.8, None, None, None,11.95,7.47,192.3, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 03:00:00, None, None, None, None,33
10.71,60.19, None, None, None,14.56,5.299,189.3, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-13 04:00:00, None, None, None, None,33
10.27,63.04, None, None, None,13.49,6.794,197.5, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 05:00:00, None, None, None, None,33
10.66,60.8, None, None, None,12.22,8.04,197.9, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-13 06:00:00, None, None, None, None,33
11.02,60.44, None, None, None,17.54,4.039,190.8, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 07:00:00, None, None, None, None,33
12.49,55.94, None, None, None,16.14,3.816,182.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 08:00:00, None, None, None, None,33
12.46,53.54, None, None, None,12.6,2.116,184.4, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-13 09:00:00, None, None, None, None,33
12.88,52.37, None, None, None,14.75,2.598,193.6, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-13 10:00:00, None, None, None, None,33
12.72,55.35, None, None, None,15.41,1.124,206.4, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 11:00:00, None, None, None, None,33
13.07,52.17, None, None, None,18.97,1.997,215.7, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-08-13 12:00:00, None, None, None, None,33
13.26,56.44, None, None, None,22.65,4.46,206.0, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 13:00:00, None, None, None, None,33
14.14,53.53, None, None, None,19.19,9.48,224.0, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 14:00:00, None, None, None, None,33
14.18,54.61, None, None, None,20.84,10.73,223.7, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 15:00:00, None, None, None, None,33
14.88,50.28, None, None, None,16.6,15.08,237.2, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 16:00:00, None, None, None, None,33
15.36,47.63, None, None, None,16.36,16.16,233.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-13 17:00:00, None, None, None, None,33
15.7,50.21, None, None, None,17.14,14.75,232.7, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 18:00:00, None, None, None, None,33
15.07,51.84, None, None, None,21.01,11.25,227.4, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 19:00:00, None, None, None, None,33
14.16,54.36, None, None, None,31.03,5.845,207.3, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 20:00:00, None, None, None, None,33
13.66,56.55, None, None, None,26.88,3.818,175.6, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 21:00:00, None, None, None, None,33
13.24,57.78, None, None, None,29.62,3.355,184.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 22:00:00, None, None, None, None,33
13.25,56.98, None, None, None,27.1,3.588,162.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-13 23:00:00, None, None, None, None,33
13.2,56.37, None, None, None,23.16,4.401,183.9, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-14 00:00:00, None, None, None, None,33
13.01,55.89, None, None, None,23.42,3.495,174.5, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-14 01:00:00, None, None, None, None,33
13.01,55.76, None, None, None,21.21,6.423,171.6, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-14 02:00:00, None, None, None, None,33
12.43,58.34, None, None, None,21.62,5.584,187.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-14 03:00:00, None, None, None, None,33
12.28,55.96, None, None, None,20.55,5.533,176.6, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-08-14 04:00:00, None, None, None, None,33
10.34,68.93, None, None, None,48.32,1.059,103.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-08-14 05:00:00, None, None, None, None,33
