station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
None, None, None, None, 90.2, 2017-01-01 00:00:00, None, -7.2
None, None, None, None, 90.1, 2017-01-01 01:00:00, None, -7.08
None, None, None, None, 89.8, 2017-01-01 02:00:00, None, -7.15
None, None, None, None, 89.1, 2017-01-01 03:00:00, None, -7.57
None, None, None, None, 88.4, 2017-01-01 04:00:00, None, -8.35
None, None, None, None, 87.4, 2017-01-01 05:00:00, None, -8.98
None, None, None, None, 86.6, 2017-01-01 06:00:00, None, -9.52
None, None, None, None, 86.4, 2017-01-01 07:00:00, None, -10.04
None, None, None, None, 85.8, 2017-01-01 08:00:00, None, -10.77
None, None, None, None, 85.1, 2017-01-01 09:00:00, None, -11.35
None, None, None, None, 84.2, 2017-01-01 10:00:00, None, -11.52
None, None, None, None, 81.8, 2017-01-01 11:00:00, None, -11.12
None, None, None, None, 77.2, 2017-01-01 12:00:00, None, -10.39
None, None, None, None, 73.5, 2017-01-01 13:00:00, None, -10.0
None, None, None, None, 73.1, 2017-01-01 14:00:00, None, -9.73
None, None, None, None, 72.3, 2017-01-01 15:00:00, None, -9.55
None, None, None, None, 75.2, 2017-01-01 16:00:00, None, -10.46
None, None, None, None, 78.6, 2017-01-01 17:00:00, None, -11.75
None, None, None, None, 78.6, 2017-01-01 18:00:00, None, -12.52
None, None, None, None, 80.4, 2017-01-01 19:00:00, None, -13.8
None, None, None, None, 80.9, 2017-01-01 20:00:00, None, -14.67
None, None, None, None, 80.3, 2017-01-01 21:00:00, None, -15.14
None, None, None, None, 79.9, 2017-01-01 22:00:00, None, -15.55
None, None, None, None, 80.7, 2017-01-01 23:00:00, None, -16.13
None, None, None, None, 80.9, 2017-01-02 00:00:00, None, -16.45
None, None, None, None, 80.5, 2017-01-02 01:00:00, None, -16.65
None, None, None, None, 80.6, 2017-01-02 02:00:00, None, -17.08
None, None, None, None, 80.3, 2017-01-02 03:00:00, None, -17.5
None, None, None, None, 79.0, 2017-01-02 04:00:00, None, -17.86
None, None, None, None, 78.2, 2017-01-02 05:00:00, None, -18.43
None, None, None, None, 78.1, 2017-01-02 06:00:00, None, -18.82
None, None, None, None, 78.0, 2017-01-02 07:00:00, None, -19.25
None, None, None, None, 78.2, 2017-01-02 08:00:00, None, -19.73
None, None, None, None, 77.5, 2017-01-02 09:00:00, None, -19.62
None, None, None, None, 77.2, 2017-01-02 10:00:00, None, -18.53
None, None, None, None, 77.4, 2017-01-02 11:00:00, None, -16.55
None, None, None, None, 79.7, 2017-01-02 12:00:00, None, -15.74
None, None, None, None, 77.8, 2017-01-02 13:00:00, None, -14.96
None, None, None, None, 78.4, 2017-01-02 14:00:00, None, -14.77
None, None, None, None, 76.4, 2017-01-02 15:00:00, None, -14.13
None, None, None, None, 78.3, 2017-01-02 16:00:00, None, -14.64
None, None, None, None, 80.6, 2017-01-02 17:00:00, None, -15.93
None, None, None, None, 80.1, 2017-01-02 18:00:00, None, -17.11
None, None, None, None, 79.9, 2017-01-02 19:00:00, None, -17.24
None, None, None, None, 79.3, 2017-01-02 20:00:00, None, -17.49
None, None, None, None, 79.8, 2017-01-02 21:00:00, None, -18.27
None, None, None, None, 79.3, 2017-01-02 22:00:00, None, -17.19
None, None, None, None, 79.2, 2017-01-02 23:00:00, None, -16.78
None, None, None, None, 78.4, 2017-01-03 00:00:00, None, -16.72
None, None, None, None, 79.4, 2017-01-03 01:00:00, None, -16.87
None, None, None, None, 79.7, 2017-01-03 02:00:00, None, -17.0
None, None, None, None, 81.4, 2017-01-03 03:00:00, None, -17.16
None, None, None, None, 81.7, 2017-01-03 04:00:00, None, -17.4
None, None, None, None, 81.5, 2017-01-03 05:00:00, None, -17.38
None, None, None, None, 79.4, 2017-01-03 06:00:00, None, -17.46
None, None, None, None, 79.7, 2017-01-03 07:00:00, None, -18.25
None, None, None, None, 79.9, 2017-01-03 08:00:00, None, -19.1
None, None, None, None, 80.3, 2017-01-03 09:00:00, None, -19.62
None, None, None, None, 78.1, 2017-01-03 10:00:00, None, -19.16
None, None, None, None, 76.2, 2017-01-03 11:00:00, None, -18.23
None, None, None, None, 73.5, 2017-01-03 12:00:00, None, -16.79
None, None, None, None, 72.8, 2017-01-03 13:00:00, None, -15.81
None, None, None, None, 73.5, 2017-01-03 14:00:00, None, -15.59
None, None, None, None, 76.2, 2017-01-03 15:00:00, None, -16.04
None, None, None, None, 78.2, 2017-01-03 16:00:00, None, -16.15
None, None, None, None, 80.6, 2017-01-03 17:00:00, None, -17.45
None, None, None, None, 81.2, 2017-01-03 18:00:00, None, -16.97
None, None, None, None, 81.5, 2017-01-03 19:00:00, None, -16.65
None, None, None, None, 81.6, 2017-01-03 20:00:00, None, -16.15
None, None, None, None, 81.5, 2017-01-03 21:00:00, None, -16.34
None, None, None, None, 82.5, 2017-01-03 22:00:00, None, -16.38
None, None, None, None, 82.8, 2017-01-03 23:00:00, None, -16.05
None, None, None, None, 83.3, 2017-01-04 00:00:00, None, -16.5
None, None, None, None, 83.4, 2017-01-04 01:00:00, None, -16.5
None, None, None, None, 84.0, 2017-01-04 02:00:00, None, -17.24
None, None, None, None, 83.0, 2017-01-04 03:00:00, None, -17.63
None, None, None, None, 82.4, 2017-01-04 04:00:00, None, -17.62
None, None, None, None, 82.1, 2017-01-04 05:00:00, None, -17.78
None, None, None, None, 82.0, 2017-01-04 06:00:00, None, -17.73
None, None, None, None, 82.0, 2017-01-04 07:00:00, None, -17.62
None, None, None, None, 82.3, 2017-01-04 08:00:00, None, -17.37
None, None, None, None, 82.2, 2017-01-04 09:00:00, None, -17.4
None, None, None, None, 82.7, 2017-01-04 10:00:00, None, -16.87
None, None, None, None, 82.8, 2017-01-04 11:00:00, None, -16.25
None, None, None, None, 83.2, 2017-01-04 12:00:00, None, -15.75
None, None, None, None, 83.4, 2017-01-04 13:00:00, None, -15.14
None, None, None, None, 83.9, 2017-01-04 14:00:00, None, -14.42
None, None, None, None, 84.3, 2017-01-04 15:00:00, None, -13.97
None, None, None, None, 84.5, 2017-01-04 16:00:00, None, -13.96
None, None, None, None, 84.7, 2017-01-04 17:00:00, None, -13.86
None, None, None, None, 84.9, 2017-01-04 18:00:00, None, -13.78
None, None, None, None, 85.1, 2017-01-04 19:00:00, None, -13.66
None, None, None, None, 84.9, 2017-01-04 20:00:00, None, -13.77
None, None, None, None, 84.9, 2017-01-04 21:00:00, None, -13.84
None, None, None, None, 84.9, 2017-01-04 22:00:00, None, -13.95
None, None, None, None, 84.9, 2017-01-04 23:00:00, None, -13.88
None, None, None, None, 84.9, 2017-01-05 00:00:00, None, -13.82
None, None, None, None, 84.9, 2017-01-05 01:00:00, None, -13.8
None, None, None, None, 84.7, 2017-01-05 02:00:00, None, -14.09
