station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 1.322, None, 89.7, 2017-01-01 00:00:00, -12.7
None, None, 1.577, None, 91.4, 2017-01-01 01:00:00, -14.56
None, None, 1.327, None, 90.1, 2017-01-01 02:00:00, -15.35
None, None, 1.075, None, 88.8, 2017-01-01 03:00:00, -17.06
None, None, 1.311, None, 87.6, 2017-01-01 04:00:00, -17.7
None, None, 1.075, None, 86.9, 2017-01-01 05:00:00, -18.69
None, None, 1.114, None, 85.5, 2017-01-01 06:00:00, -19.6
None, None, 1.118, None, 85.0, 2017-01-01 07:00:00, -20.27
None, None, 1.199, None, 84.1, 2017-01-01 08:00:00, -21.08
None, None, 0.935998, None, 83.6, 2017-01-01 09:00:00, -21.4
None, None, 0.800998, None, 82.8, 2017-01-01 10:00:00, -21.68
None, None, 0.61, None, 82.8, 2017-01-01 11:00:00, -19.72
None, None, 0.381, None, 83.9, 2017-01-01 12:00:00, -17.02
None, None, 0.791998, None, 82.8, 2017-01-01 13:00:00, -14.02
None, None, 0.587998, None, 80.1, 2017-01-01 14:00:00, -11.94
None, None, 0.536, None, 73.9, 2017-01-01 15:00:00, -10.16
None, None, 0.91, None, 78.0, 2017-01-01 16:00:00, -11.18
None, None, 0.762, None, 88.1, 2017-01-01 17:00:00, -14.27
None, None, 1.038, None, 89.7, 2017-01-01 18:00:00, -16.36
None, None, 0.959999, None, 88.4, 2017-01-01 19:00:00, -17.82
None, None, 0.865998, None, 87.3, 2017-01-01 20:00:00, -18.71
None, None, 0.589999, None, 85.7, 2017-01-01 21:00:00, -19.28
None, None, 0.595, None, 85.8, 2017-01-01 22:00:00, -20.21
None, None, 1.009, None, 84.9, 2017-01-01 23:00:00, -20.89
None, None, 0.598999, None, 83.8, 2017-01-02 00:00:00, -21.81
None, None, 0.823, None, 83.5, 2017-01-02 01:00:00, -22.28
None, None, 1.148, None, 82.5, 2017-01-02 02:00:00, -22.85
