AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
9.5, 0.0,2.0,2021-06-25 00:00:00, 7.7, 23.5,26,,,,,,,,,,,,,,,,,,,,,,
9.5, None,2.0,2021-06-25 00:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.9, None,2.0,2021-06-25 00:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
10.2, None,2.0,2021-06-25 00:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.4, None,2.0,2021-06-25 01:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
8.8, None,2.0,2021-06-25 01:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
8.3, None,2.0,2021-06-25 01:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
8.1, None,2.0,2021-06-25 01:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
7.8, None,2.0,2021-06-25 02:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
8.0, None,2.0,2021-06-25 02:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
7.9, None,2.0,2021-06-25 02:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
7.8, None,2.0,2021-06-25 02:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
7.8, None,2.0,2021-06-25 03:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
7.7, None,2.0,2021-06-25 03:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
8.2, None,2.0,2021-06-25 03:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
8.9, None,2.0,2021-06-25 03:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.7, None,2.0,2021-06-25 04:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.1, None,2.0,2021-06-25 04:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.5, None,1.0,2021-06-25 04:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.6, None,1.0,2021-06-25 04:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
9.4, None,1.0,2021-06-25 05:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
10.0, None,1.0,2021-06-25 05:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
10.7, None,1.0,2021-06-25 05:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
11.3, None,1.0,2021-06-25 05:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
11.7, None,1.0,2021-06-25 06:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
12.0, None,1.0,2021-06-25 06:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
12.3, None,1.0,2021-06-25 06:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
13.4, None,1.0,2021-06-25 06:45:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
13.7, None,1.0,2021-06-25 07:00:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
14.3, None,1.0,2021-06-25 07:15:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
14.6, None,1.0,2021-06-25 07:30:00, None, None,26,,,,,,,,,,,,,,,,,,,,,,
