RelativeHumidity,AirTemperature,time,Rain,week_of_year
None,12.5,2018-05-07 00:00:00,0.0,19
None,13.0,2018-05-07 00:15:00,0.0,19
None,13.1,2018-05-07 00:30:00,0.0,19
None,12.8,2018-05-07 00:45:00,0.0,19
None,12.4,2018-05-07 01:00:00,0.0,19
None,12.3,2018-05-07 01:15:00,0.0,19
None,12.7,2018-05-07 01:30:00,0.0,19
None,12.2,2018-05-07 01:45:00,0.0,19
None,12.4,2018-05-07 02:00:00,0.0,19
None,12.8,2018-05-07 02:15:00,0.0,19
None,12.8,2018-05-07 02:30:00,0.0,19
None,12.8,2018-05-07 02:45:00,0.0,19
None,12.2,2018-05-07 03:00:00,0.0,19
None,12.3,2018-05-07 03:15:00,0.0,19
None,12.6,2018-05-07 03:30:00,0.0,19
None,12.9,2018-05-07 03:45:00,0.0,19
None,12.1,2018-05-07 04:00:00,0.0,19
None,11.8,2018-05-07 04:15:00,0.0,19
None,11.7,2018-05-07 04:30:00,0.0,19
None,11.5,2018-05-07 04:45:00,0.0,19
None,11.4,2018-05-07 05:00:00,0.0,19
None,11.7,2018-05-07 05:15:00,0.0,19
None,11.7,2018-05-07 05:30:00,0.0,19
None,11.9,2018-05-07 05:45:00,0.0,19
None,12.4,2018-05-07 06:00:00,0.0,19
None,12.4,2018-05-07 06:15:00,0.0,19
None,12.8,2018-05-07 06:30:00,0.0,19
None,13.6,2018-05-07 06:45:00,0.0,19
None,14.6,2018-05-07 07:00:00,0.0,19
None,13.4,2018-05-07 07:15:00,0.0,19
None,12.2,2018-05-07 07:30:00,0.0,19
None,11.9,2018-05-07 07:45:00,0.0,19
None,11.7,2018-05-07 08:00:00,0.0,19
None,11.8,2018-05-07 08:15:00,0.0,19
None,12.2,2018-05-07 08:30:00,0.0,19
None,12.1,2018-05-07 08:45:00,0.0,19
None,12.4,2018-05-07 09:00:00,0.0,19
None,12.9,2018-05-07 09:15:00,0.0,19
None,13.5,2018-05-07 09:30:00,0.0,19
None,14.1,2018-05-07 09:45:00,0.0,19
None,14.1,2018-05-07 10:00:00,0.0,19
None,14.3,2018-05-07 10:15:00,0.0,19
None,14.4,2018-05-07 10:30:00,0.0,19
None,14.8,2018-05-07 10:45:00,0.0,19
None,15.2,2018-05-07 11:00:00,0.0,19
None,15.8,2018-05-07 11:15:00,0.0,19
None,17.7,2018-05-07 11:30:00,0.0,19
None,17.7,2018-05-07 11:45:00,0.0,19
None,18.1,2018-05-07 12:00:00,0.0,19
None,17.6,2018-05-07 12:15:00,0.0,19
None,17.5,2018-05-07 12:30:00,0.0,19
None,17.2,2018-05-07 12:45:00,0.0,19
None,17.6,2018-05-07 13:00:00,0.0,19
None,18.0,2018-05-07 13:15:00,0.0,19
None,18.3,2018-05-07 13:30:00,0.0,19
None,19.0,2018-05-07 13:45:00,0.0,19
None,19.7,2018-05-07 14:00:00,0.0,19
None,19.2,2018-05-07 14:15:00,0.0,19
None,19.1,2018-05-07 14:30:00,0.0,19
None,18.7,2018-05-07 14:45:00,0.0,19
None,19.1,2018-05-07 15:00:00,0.0,19
None,18.7,2018-05-07 15:15:00,0.0,19
None,18.5,2018-05-07 15:30:00,0.0,19
None,19.3,2018-05-07 15:45:00,0.0,19
None,19.6,2018-05-07 16:00:00,0.0,19
None,20.2,2018-05-07 16:15:00,0.0,19
None,20.2,2018-05-07 16:30:00,0.0,19
None,19.5,2018-05-07 16:45:00,0.0,19
None,18.8,2018-05-07 17:00:00,0.0,19
None,19.2,2018-05-07 17:15:00,0.0,19
None,18.3,2018-05-07 17:30:00,0.0,19
None,17.3,2018-05-07 17:45:00,0.0,19
