WDIR_VECT,time,week_of_year
308.6,2020-12-09 00:00:00,50
310.9,2020-12-09 01:00:00,50
303.9,2020-12-09 02:00:00,50
334.6,2020-12-09 03:00:00,50
333.0,2020-12-09 04:00:00,50
217.8,2020-12-09 05:00:00,50
199.9,2020-12-09 06:00:00,50
189.9,2020-12-09 07:00:00,50
173.8,2020-12-09 08:00:00,50
163.6,2020-12-09 09:00:00,50
159.2,2020-12-09 10:00:00,50
218.7,2020-12-09 11:00:00,50
57.4,2020-12-09 12:00:00,50
330.4,2020-12-09 13:00:00,50
356.2,2020-12-09 14:00:00,50
3.4,2020-12-09 15:00:00,50
323.3,2020-12-09 16:00:00,50
280.8,2020-12-09 17:00:00,50
206.8,2020-12-09 18:00:00,50
183.8,2020-12-09 19:00:00,50
155.0,2020-12-09 20:00:00,50
170.6,2020-12-09 21:00:00,50
160.1,2020-12-09 22:00:00,50
209.8,2020-12-09 23:00:00,50
176.6,2020-12-10 00:00:00,50
185.5,2020-12-10 01:00:00,50
136.5,2020-12-10 02:00:00,50
195.8,2020-12-10 03:00:00,50
125.4,2020-12-10 04:00:00,50
122.5,2020-12-10 05:00:00,50
129.7,2020-12-10 06:00:00,50
141.9,2020-12-10 07:00:00,50
129.7,2020-12-10 08:00:00,50
148.4,2020-12-10 09:00:00,50
135.9,2020-12-10 10:00:00,50
138.0,2020-12-10 11:00:00,50
137.7,2020-12-10 12:00:00,50
134.6,2020-12-10 13:00:00,50
138.5,2020-12-10 14:00:00,50
138.1,2020-12-10 15:00:00,50
150.6,2020-12-10 16:00:00,50
147.6,2020-12-10 17:00:00,50
129.7,2020-12-10 18:00:00,50
122.6,2020-12-10 19:00:00,50
175.8,2020-12-10 20:00:00,50
208.3,2020-12-10 21:00:00,50
196.9,2020-12-10 22:00:00,50
156.4,2020-12-10 23:00:00,50
155.3,2020-12-11 00:00:00,50
147.7,2020-12-11 01:00:00,50
133.1,2020-12-11 02:00:00,50
154.8,2020-12-11 03:00:00,50
181.1,2020-12-11 04:00:00,50
211.4,2020-12-11 05:00:00,50
164.4,2020-12-11 06:00:00,50
173.3,2020-12-11 07:00:00,50
192.0,2020-12-11 08:00:00,50
272.0,2020-12-11 09:00:00,50
305.9,2020-12-11 10:00:00,50
297.2,2020-12-11 11:00:00,50
344.3,2020-12-11 12:00:00,50
351.0,2020-12-11 13:00:00,50
34.0,2020-12-11 14:00:00,50
60.3,2020-12-11 15:00:00,50
354.2,2020-12-11 16:00:00,50
303.8,2020-12-11 17:00:00,50
333.0,2020-12-11 18:00:00,50
308.6,2020-12-11 19:00:00,50
263.1,2020-12-11 20:00:00,50
203.9,2020-12-11 21:00:00,50
288.6,2020-12-11 22:00:00,50
314.0,2020-12-11 23:00:00,50
323.0,2020-12-12 00:00:00,50
323.0,2020-12-12 01:00:00,50
311.9,2020-12-12 02:00:00,50
308.5,2020-12-12 03:00:00,50
302.0,2020-12-12 04:00:00,50
212.4,2020-12-12 05:00:00,50
180.9,2020-12-12 06:00:00,50
196.8,2020-12-12 07:00:00,50
181.2,2020-12-12 08:00:00,50
168.9,2020-12-12 09:00:00,50
176.9,2020-12-12 10:00:00,50
140.1,2020-12-12 11:00:00,50
118.4,2020-12-12 12:00:00,50
126.9,2020-12-12 13:00:00,50
136.4,2020-12-12 14:00:00,50
134.8,2020-12-12 15:00:00,50
147.3,2020-12-12 16:00:00,50
149.5,2020-12-12 17:00:00,50
167.5,2020-12-12 18:00:00,50
183.0,2020-12-12 19:00:00,50
189.7,2020-12-12 20:00:00,50
201.3,2020-12-12 21:00:00,50
184.8,2020-12-12 22:00:00,50
191.2,2020-12-12 23:00:00,50
185.7,2020-12-13 00:00:00,50
191.4,2020-12-13 01:00:00,50
174.3,2020-12-13 02:00:00,50
157.7,2020-12-13 03:00:00,50
125.2,2020-12-13 04:00:00,50
142.0,2020-12-13 05:00:00,50
131.4,2020-12-13 06:00:00,50
122.3,2020-12-13 07:00:00,50
127.8,2020-12-13 08:00:00,50
152.2,2020-12-13 09:00:00,50
178.1,2020-12-13 10:00:00,50
162.2,2020-12-13 11:00:00,50
153.3,2020-12-13 12:00:00,50
138.4,2020-12-13 13:00:00,50
136.9,2020-12-13 14:00:00,50
124.9,2020-12-13 15:00:00,50
124.6,2020-12-13 16:00:00,50
126.9,2020-12-13 17:00:00,50
123.9,2020-12-13 18:00:00,50
120.8,2020-12-13 19:00:00,50
138.6,2020-12-13 20:00:00,50
183.7,2020-12-13 21:00:00,50
207.6,2020-12-13 22:00:00,50
206.0,2020-12-13 23:00:00,50
200.1,2020-12-14 00:00:00,50
195.6,2020-12-14 01:00:00,50
197.1,2020-12-14 02:00:00,50
217.9,2020-12-14 03:00:00,50
211.9,2020-12-14 04:00:00,50
202.5,2020-12-14 05:00:00,50
191.9,2020-12-14 06:00:00,50
192.4,2020-12-14 07:00:00,50
191.0,2020-12-14 08:00:00,50
224.3,2020-12-14 09:00:00,50
182.8,2020-12-14 10:00:00,50
200.4,2020-12-14 11:00:00,50
148.9,2020-12-14 12:00:00,50
108.5,2020-12-14 13:00:00,50
146.5,2020-12-14 14:00:00,50
125.9,2020-12-14 15:00:00,50
140.3,2020-12-14 16:00:00,50
172.3,2020-12-14 17:00:00,50
127.4,2020-12-14 18:00:00,50
133.9,2020-12-14 19:00:00,50
153.9,2020-12-14 20:00:00,50
153.5,2020-12-14 21:00:00,50
139.8,2020-12-14 22:00:00,50
139.1,2020-12-14 23:00:00,50
141.6,2020-12-15 00:00:00,50
136.5,2020-12-15 01:00:00,50
146.5,2020-12-15 02:00:00,50
147.9,2020-12-15 03:00:00,50
141.0,2020-12-15 04:00:00,50
142.3,2020-12-15 05:00:00,50
135.7,2020-12-15 06:00:00,50
140.1,2020-12-15 07:00:00,50
139.9,2020-12-15 08:00:00,50
145.6,2020-12-15 09:00:00,50
166.4,2020-12-15 10:00:00,50
140.7,2020-12-15 11:00:00,50
131.1,2020-12-15 12:00:00,50
164.0,2020-12-15 13:00:00,50
151.9,2020-12-15 14:00:00,50
190.9,2020-12-15 15:00:00,50
187.2,2020-12-15 16:00:00,50
185.2,2020-12-15 17:00:00,50
159.3,2020-12-15 18:00:00,50
164.4,2020-12-15 19:00:00,50
165.5,2020-12-15 20:00:00,50
178.8,2020-12-15 21:00:00,50
148.9,2020-12-15 22:00:00,50
165.1,2020-12-15 23:00:00,50
