TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
2.584,0.6,93.4,100.0,0.19,919.65,0.0,0.93,2016-08-05 00:00:00,348.2,1.6,32
1.697,0.6,93.7,98.82,0.19,919.35,0.0,1.11,2016-08-05 01:00:00,0.0,0.8,32
1.398,0.6,94.1,97.65,0.19,919.15,0.0,1.3,2016-08-05 02:00:00,352.4,0.6,32
4.22,0.6,94.6,100.0,0.19,919.05,0.0,1.67,2016-08-05 03:00:00,336.9,3.4,32
4.428,0.6,94.7,100.0,0.19,919.05,0.0,0.56,2016-08-05 04:00:00,348.2,3.7,32
6.051,1.9,95.0,100.0,0.19,918.85,0.0,1.11,2016-08-05 05:00:00,43.5,5.3,32
7.87,64.4,95.1,100.0,0.19,918.65,0.0,1.3,2016-08-05 06:00:00,335.5,7.1,32
8.643,31.9,93.7,100.0,0.19,918.55,0.6,1.3,2016-08-05 07:00:00,84.2,7.7,32
10.271,163.1,94.1,100.0,0.19,918.55,0.8,1.11,2016-08-05 08:00:00,307.5,9.4,32
12.654,499.4,92.5,5.29,0.37,918.45,0.0,1.48,2016-08-05 09:00:00,175.5,11.5,32
15.247,269.4,86.8,2.35,0.74,917.95,0.0,2.23,2016-08-05 10:00:00,193.7,13.1,32
17.796,309.4,79.2,1.76,0.93,917.55,0.0,4.27,2016-08-05 11:00:00,185.3,14.2,32
18.985,343.1,70.9,1.76,1.48,917.35,0.0,5.57,2016-08-05 12:00:00,353.8,13.6,32
19.651,530.6,67.5,1.76,2.23,917.15,0.0,6.86,2016-08-05 13:00:00,336.9,13.5,32
20.889,168.1,62.8,1.18,2.41,916.75,0.0,6.12,2016-08-05 14:00:00,351.0,13.6,32
23.16,715.6,57.7,1.18,2.78,916.25,0.0,7.79,2016-08-05 15:00:00,345.4,14.4,32
21.724,204.4,54.7,0.59,3.15,915.55,0.0,7.61,2016-08-05 16:00:00,342.6,12.2,32
16.463,56.9,75.2,11.76,1.67,916.25,0.4,8.16,2016-08-05 17:00:00,349.6,12.1,32
12.413,4.4,82.7,100.0,1.11,917.25,2.6,6.68,2016-08-05 18:00:00,14.0,9.6,32
12.582,34.4,92.2,100.0,0.37,918.05,1.4,2.6,2016-08-05 19:00:00,9.8,11.4,32
11.977,13.1,92.4,100.0,0.56,917.25,0.2,2.6,2016-08-05 20:00:00,32.3,10.8,32
10.1,0.6,93.2,100.0,0.19,917.75,0.0,2.23,2016-08-05 21:00:00,285.0,9.1,32
9.089,0.6,94.8,100.0,0.37,917.75,0.0,1.48,2016-08-05 22:00:00,313.1,8.3,32
8.12,0.6,95.2,100.0,0.19,917.95,0.0,1.11,2016-08-05 23:00:00,342.6,7.4,32
8.469,0.6,95.5,100.0,0.0,917.75,0.0,0.74,2016-08-06 00:00:00,344.0,7.8,32
7.745,0.6,95.7,100.0,0.19,917.75,0.0,0.93,2016-08-06 01:00:00,344.0,7.1,32
8.841,0.6,95.9,100.0,0.19,917.65,0.0,1.3,2016-08-06 02:00:00,342.6,8.2,32
10.026,0.6,96.1,100.0,0.19,917.55,0.0,1.86,2016-08-06 03:00:00,146.0,9.4,32
10.467,0.6,96.1,100.0,0.19,917.55,0.0,1.11,2016-08-06 04:00:00,136.2,9.9,32
14.697,6.9,86.8,8.24,1.3,917.45,0.2,4.08,2016-08-06 05:00:00,335.5,12.5,32
13.449,43.1,79.3,22.94,0.93,917.75,0.0,4.08,2016-08-06 06:00:00,345.4,10.0,32
13.522,80.6,86.5,11.18,0.19,918.35,0.0,2.97,2016-08-06 07:00:00,304.7,11.3,32
16.439,229.4,83.8,2.94,0.37,918.45,0.0,2.6,2016-08-06 08:00:00,285.0,13.7,32
18.343,268.1,67.3,1.76,1.48,918.35,0.0,4.82,2016-08-06 09:00:00,335.5,12.2,32
21.008,803.1,62.7,1.18,2.04,918.05,0.0,5.38,2016-08-06 10:00:00,348.2,13.6,32
