WSPD_SCLR,time,week_of_year
1.997,2017-05-21 00:00:00,21
3.003,2017-05-21 01:00:00,21
3.345,2017-05-21 02:00:00,21
3.8,2017-05-21 03:00:00,21
3.378,2017-05-21 04:00:00,21
3.172,2017-05-21 05:00:00,21
4.011,2017-05-21 06:00:00,21
4.06,2017-05-21 07:00:00,21
3.553,2017-05-21 08:00:00,21
4.09,2017-05-21 09:00:00,21
4.194,2017-05-21 10:00:00,21
5.943,2017-05-21 11:00:00,21
6.352,2017-05-21 12:00:00,21
6.77,2017-05-21 13:00:00,21
6.635,2017-05-21 14:00:00,21
6.839,2017-05-21 15:00:00,21
7.879,2017-05-21 16:00:00,21
7.719,2017-05-21 17:00:00,21
6.145,2017-05-21 18:00:00,21
5.302,2017-05-21 19:00:00,21
3.631,2017-05-21 20:00:00,21
2.923,2017-05-21 21:00:00,21
3.075,2017-05-21 22:00:00,21
2.482,2017-05-21 23:00:00,21
1.932,2017-05-22 00:00:00,21
2.485,2017-05-22 01:00:00,21
1.987,2017-05-22 02:00:00,21
3.394,2017-05-22 03:00:00,21
5.956,2017-05-22 04:00:00,21
5.722,2017-05-22 05:00:00,21
5.58,2017-05-22 06:00:00,21
4.196,2017-05-22 07:00:00,21
3.974,2017-05-22 08:00:00,21
4.168,2017-05-22 09:00:00,21
5.041,2017-05-22 10:00:00,21
7.243,2017-05-22 11:00:00,21
7.111,2017-05-22 12:00:00,21
6.015,2017-05-22 13:00:00,21
6.978,2017-05-22 14:00:00,21
7.86,2017-05-22 15:00:00,21
6.999,2017-05-22 16:00:00,21
7.613,2017-05-22 17:00:00,21
8.29,2017-05-22 18:00:00,21
8.86,2017-05-22 19:00:00,21
4.595,2017-05-22 20:00:00,21
4.824,2017-05-22 21:00:00,21
6.056,2017-05-22 22:00:00,21
5.297,2017-05-22 23:00:00,21
4.755,2017-05-23 00:00:00,21
2.723,2017-05-23 01:00:00,21
2.842,2017-05-23 02:00:00,21
1.624,2017-05-23 03:00:00,21
3.35,2017-05-23 04:00:00,21
3.513,2017-05-23 05:00:00,21
3.588,2017-05-23 06:00:00,21
3.786,2017-05-23 07:00:00,21
4.301,2017-05-23 08:00:00,21
5.496,2017-05-23 09:00:00,21
4.736,2017-05-23 10:00:00,21
4.587,2017-05-23 11:00:00,21
5.816,2017-05-23 12:00:00,21
5.203,2017-05-23 13:00:00,21
4.395,2017-05-23 14:00:00,21
3.928,2017-05-23 15:00:00,21
3.787,2017-05-23 16:00:00,21
3.45,2017-05-23 17:00:00,21
4.829,2017-05-23 18:00:00,21
6.55,2017-05-23 19:00:00,21
5.495,2017-05-23 20:00:00,21
5.242,2017-05-23 21:00:00,21
3.621,2017-05-23 22:00:00,21
3.106,2017-05-23 23:00:00,21
3.94,2017-05-24 00:00:00,21
5.814,2017-05-24 01:00:00,21
4.692,2017-05-24 02:00:00,21
4.677,2017-05-24 03:00:00,21
5.955,2017-05-24 04:00:00,21
5.372,2017-05-24 05:00:00,21
4.786,2017-05-24 06:00:00,21
6.944,2017-05-24 07:00:00,21
6.644,2017-05-24 08:00:00,21
7.622,2017-05-24 09:00:00,21
7.178,2017-05-24 10:00:00,21
6.084,2017-05-24 11:00:00,21
