SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,11.8, 0.0,0.0,6.9, None,2016-07-01 00:00:00,358.0,74.0,27
None,11.9, None,0.0,4.5, None,2016-07-01 00:15:00,342.0,76.0,27
None,11.6, None,0.0,5.4, None,2016-07-01 00:30:00,337.0,77.0,27
None,11.4, None,0.0,6.9, None,2016-07-01 00:45:00,342.0,77.0,27
None,11.1, 1.0,0.0,5.5, None,2016-07-01 01:00:00,340.0,77.0,27
None,11.2, None,0.0,6.6, None,2016-07-01 01:15:00,336.0,77.0,27
None,11.3, None,0.0,6.4, None,2016-07-01 01:30:00,337.0,74.0,27
None,11.4, None,0.0,6.6, None,2016-07-01 01:45:00,327.0,72.0,27
None,11.2, 0.0,0.0,5.6, None,2016-07-01 02:00:00,324.0,76.0,27
None,11.2, None,0.0,4.8, None,2016-07-01 02:15:00,324.0,75.0,27
None,11.1, None,0.0,4.3, None,2016-07-01 02:30:00,352.0,72.0,27
None,11.1, None,0.0,4.1, None,2016-07-01 02:45:00,349.0,70.0,27
None,11.1, 0.0,0.0,5.6, None,2016-07-01 03:00:00,326.0,73.0,27
None,11.1, None,0.0,6.3, None,2016-07-01 03:15:00,333.0,74.0,27
None,10.8, None,0.0,6.3, None,2016-07-01 03:30:00,330.0,76.0,27
None,10.6, None,0.0,5.3, None,2016-07-01 03:45:00,345.0,76.0,27
None,10.6, 0.0,0.0,5.0, None,2016-07-01 04:00:00,332.0,71.0,27
None,10.5, None,0.0,6.3, None,2016-07-01 04:15:00,323.0,73.0,27
None,10.7, None,0.0,7.0, None,2016-07-01 04:30:00,328.0,72.0,27
None,10.7, None,0.0,6.3, None,2016-07-01 04:45:00,339.0,72.0,27
None,10.9, 0.0,0.0,5.6, None,2016-07-01 05:00:00,330.0,73.0,27
None,11.2, None,0.0,6.0, None,2016-07-01 05:15:00,335.0,71.0,27
None,11.6, None,0.0,5.6, None,2016-07-01 05:30:00,341.0,70.0,27
None,12.0, None,0.0,4.6, None,2016-07-01 05:45:00,332.0,69.0,27
None,12.4, 1.0,0.0,7.6, None,2016-07-01 06:00:00,333.0,69.0,27
None,12.6, None,0.0,6.7, None,2016-07-01 06:15:00,338.0,66.0,27
None,12.7, None,0.0,5.5, None,2016-07-01 06:30:00,323.0,66.0,27
None,12.8, None,0.0,5.6, None,2016-07-01 06:45:00,318.0,74.0,27
None,12.6, 0.0,0.0,4.8, None,2016-07-01 07:00:00,317.0,73.0,27
None,11.9, None,0.0,4.3, None,2016-07-01 07:15:00,326.0,86.0,27
None,11.4, None,0.26,3.3, None,2016-07-01 07:30:00,333.0,88.0,27
None,11.1, None,0.0,4.0, None,2016-07-01 07:45:00,320.0,90.0,27
None,11.2, 0.0,0.0,3.5, None,2016-07-01 08:00:00,312.0,89.0,27
None,11.3, None,0.0,4.3, None,2016-07-01 08:15:00,335.0,91.0,27
None,11.5, None,0.0,4.9, None,2016-07-01 08:30:00,324.0,91.0,27
None,11.9, None,0.0,5.2, None,2016-07-01 08:45:00,324.0,90.0,27
None,12.4, 1.0,0.0,3.8, None,2016-07-01 09:00:00,347.0,87.0,27
None,12.4, None,0.25,4.9, None,2016-07-01 09:15:00,320.0,91.0,27
None,12.6, None,0.0,3.6, None,2016-07-01 09:30:00,320.0,92.0,27
None,12.9, None,0.0,3.6, None,2016-07-01 09:45:00,298.0,91.0,27
None,12.7, -1.0,0.25,3.7, None,2016-07-01 10:00:00,247.0,92.0,27
None,13.1, None,0.0,2.5, None,2016-07-01 10:15:00,139.0,91.0,27
None,13.6, None,0.26,4.0, None,2016-07-01 10:30:00,170.0,89.0,27
None,14.2, None,0.0,3.2, None,2016-07-01 10:45:00,202.0,91.0,27
None,14.3, 1.0,0.0,4.9, None,2016-07-01 11:00:00,168.0,89.0,27
None,14.4, None,0.0,4.5, None,2016-07-01 11:15:00,191.0,91.0,27
None,15.7, None,0.0,5.1, None,2016-07-01 11:30:00,181.0,84.0,27
None,15.8, None,0.0,4.4, None,2016-07-01 11:45:00,187.0,86.0,27
None,16.1, 0.0,0.0,6.3, None,2016-07-01 12:00:00,238.0,86.0,27
None,16.2, None,0.0,7.3, None,2016-07-01 12:15:00,233.0,81.0,27
None,16.6, None,0.0,6.7, None,2016-07-01 12:30:00,299.0,80.0,27
None,15.7, None,0.0,6.5, None,2016-07-01 12:45:00,270.0,82.0,27
None,15.9, 0.0,0.0,5.2, None,2016-07-01 13:00:00,283.0,79.0,27
None,15.9, None,0.0,5.5, None,2016-07-01 13:15:00,217.0,79.0,27
None,16.1, None,0.0,4.7, None,2016-07-01 13:30:00,213.0,78.0,27
None,16.7, None,0.0,6.8, None,2016-07-01 13:45:00,269.0,76.0,27
None,17.8, 0.0,0.0,5.9, None,2016-07-01 14:00:00,199.0,71.0,27
None,17.5, None,0.0,7.5, None,2016-07-01 14:15:00,287.0,72.0,27
None,17.5, None,0.0,5.8, None,2016-07-01 14:30:00,263.0,71.0,27
None,18.0, None,0.0,4.3, None,2016-07-01 14:45:00,232.0,70.0,27
None,17.9, 1.0,0.0,5.6, None,2016-07-01 15:00:00,238.0,71.0,27
None,17.6, None,0.0,4.7, None,2016-07-01 15:15:00,301.0,72.0,27
None,17.4, None,0.0,6.0, None,2016-07-01 15:30:00,248.0,73.0,27
None,17.6, None,0.0,5.7, None,2016-07-01 15:45:00,287.0,72.0,27
None,17.7, 0.0,0.0,7.2, None,2016-07-01 16:00:00,286.0,71.0,27
None,17.8, None,0.0,6.9, None,2016-07-01 16:15:00,285.0,72.0,27
None,18.1, None,0.0,6.1, None,2016-07-01 16:30:00,274.0,71.0,27
None,18.3, None,0.0,5.3, None,2016-07-01 16:45:00,308.0,71.0,27
None,18.4, -1.0,0.0,5.6, None,2016-07-01 17:00:00,297.0,70.0,27
None,17.7, None,0.0,4.9, None,2016-07-01 17:15:00,267.0,74.0,27
None,17.4, None,0.0,6.1, None,2016-07-01 17:30:00,294.0,77.0,27
None,17.3, None,0.0,5.2, None,2016-07-01 17:45:00,299.0,74.0,27
None,17.9, 0.0,0.0,5.3, None,2016-07-01 18:00:00,275.0,73.0,27
None,17.3, None,0.0,5.4, None,2016-07-01 18:15:00,300.0,76.0,27
None,16.9, None,0.0,5.1, None,2016-07-01 18:30:00,282.0,79.0,27
None,16.5, None,0.0,5.1, None,2016-07-01 18:45:00,291.0,79.0,27
None,16.3, 0.0,0.0,4.1, None,2016-07-01 19:00:00,302.0,81.0,27
None,16.1, None,0.0,3.8, None,2016-07-01 19:15:00,312.0,83.0,27
None,15.8, None,0.0,4.5, None,2016-07-01 19:30:00,316.0,83.0,27
None,15.5, None,0.0,6.0, None,2016-07-01 19:45:00,319.0,85.0,27
None,15.1, 0.0,0.0,6.1, None,2016-07-01 20:00:00,328.0,87.0,27
None,14.7, None,0.0,6.0, None,2016-07-01 20:15:00,332.0,88.0,27
None,14.4, None,0.0,4.1, None,2016-07-01 20:30:00,335.0,91.0,27
None,14.0, None,0.0,4.7, None,2016-07-01 20:45:00,340.0,92.0,27
