air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,2.122, None, None, None, None, 26.11,2016-10-28 00:00:00, None, None, None,44
None,2.233, None, None, None, None, 26.42,2016-10-28 01:00:00, None, None, None,44
None,2.243, None, None, None, None, 25.68,2016-10-28 02:00:00, None, None, None,44
None,2.046, None, None, None, None, 27.24,2016-10-28 03:00:00, None, None, None,44
None,2.179, None, None, None, None, 26.51,2016-10-28 04:00:00, None, None, None,44
None,2.01, None, None, None, None, 26.28,2016-10-28 05:00:00, None, None, None,44
None,2.037, None, None, None, None, 25.06,2016-10-28 06:00:00, None, None, None,44
None,1.776, None, None, None, None, 24.55,2016-10-28 07:00:00, None, None, None,44
None,1.469, None, None, None, None, 24.5,2016-10-28 08:00:00, None, None, None,44
None,1.563, None, None, None, None, 22.63,2016-10-28 09:00:00, None, None, None,44
None,2.169, None, None, None, None, 23.34,2016-10-28 10:00:00, None, None, None,44
None,3.131, None, None, None, None, 24.71,2016-10-28 11:00:00, None, None, None,44
None,5.166, None, None, None, None, 29.59,2016-10-28 12:00:00, None, None, None,44
None,6.156, None, None, None, None, 29.27,2016-10-28 13:00:00, None, None, None,44
None,6.344, None, None, None, None, 27.62,2016-10-28 14:00:00, None, None, None,44
None,4.377, None, None, None, None, 29.84,2016-10-28 15:00:00, None, None, None,44
None,4.143, None, None, None, None, 30.08,2016-10-28 16:00:00, None, None, None,44
None,4.244, None, None, None, None, 29.23,2016-10-28 17:00:00, None, None, None,44
None,3.983, None, None, None, None, 29.81,2016-10-28 18:00:00, None, None, None,44
None,4.254, None, None, None, None, 30.57,2016-10-28 19:00:00, None, None, None,44
None,4.112, None, None, None, None, 30.62,2016-10-28 20:00:00, None, None, None,44
