RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
79.8, None, None, -6999.0, None, None, -5.0, -3.2, -5.0, 890.0, -6999.0, None, None, 66.0, None, 65.55, None, None, -2.056, None, -1.4, 80.0, None, None, -6999.0, -2.1, 1000.0, 0.0, 0.0,2020-02-05 00:00:00, 890.0,6
81.7, None, None, -6999.0, None, None, -5.0, -3.2, -5.0, 890.0, -6999.0, None, None, 66.0, None, 65.57, None, None, -2.818, None, -1.4, 82.0, None, None, -6999.0, -2.8, 1000.0, 0.0, 0.0,2020-02-05 01:00:00, 890.0,6
82.9, None, None, -6999.0, None, None, -5.0, -3.2, -5.0, 890.0, -6999.0, None, None, 66.0, None, 65.72, None, None, -3.103, None, -1.4, 83.0, None, None, -6999.0, -3.1, 1000.0, 0.0, 0.0,2020-02-05 02:00:00, 890.0,6
83.7, None, None, -6999.0, None, None, -6.0, -4.4, -6.0, 890.0, -6999.0, None, None, 66.0, None, 65.53, None, None, -4.403, None, -1.4, 84.0, None, None, -6999.0, -4.4, 1000.1, 0.0, 0.0,2020-02-05 03:00:00, 890.0,6
86.9, None, None, -6999.0, None, None, -8.0, -5.9, -8.0, 889.0, -6999.0, None, None, 66.0, None, 65.57, None, None, -5.896, None, -1.4, 87.0, None, None, -6999.0, -5.9, 999.2, 0.0, 0.0,2020-02-05 04:00:00, 889.0,6
89.9, None, None, -6999.0, None, None, -7.0, -6.3, -7.0, 888.0, -6999.0, None, None, 66.0, None, 65.74, None, None, -6.021, None, -1.4, 90.0, None, None, -6999.0, -6.0, 998.2, -0.2, 0.0,2020-02-05 05:00:00, 888.0,6
90.9, None, None, -6999.0, None, None, -7.0, -6.3, -7.0, 887.0, -6999.0, None, None, 66.0, None, 65.84, None, None, -5.585, None, -1.4, 91.0, None, None, -6999.0, -5.6, 996.9, 0.0, 0.0,2020-02-05 06:00:00, 887.0,6
93.1, None, None, -6999.0, None, None, -6.0, -5.6, -6.0, 887.0, -6999.0, None, None, 66.0, None, 65.73, None, None, -5.392, None, -5.4, 93.0, None, None, -6999.0, -5.4, 996.8, 0.4, 0.0,2020-02-05 07:00:00, 887.0,6
93.8, None, None, -6999.0, None, None, -6.0, -5.6, -6.0, 887.0, -6999.0, None, None, 66.0, None, 65.51, None, None, -5.202, None, -5.2, 94.0, None, None, -6999.0, -5.2, 996.7, 0.7, 0.0,2020-02-05 08:00:00, 887.0,6
94.2, None, None, -6999.0, None, None, -6.0, -5.6, -6.0, 887.0, -6999.0, None, None, 67.0, None, 67.18, None, None, -4.911, None, -4.9, 94.0, None, None, -6999.0, -4.9, 996.6, 0.9, 2.0,2020-02-05 09:00:00, 887.0,6
