pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, -2.6, -2.635, -2.6, 0.0, None, -2.3, -6999.0, None,2020-02-05 00:00:00, None, -6999.0,6
None, -2.7, -2.741, -2.7, 1.0, None, -2.3, -6999.0, None,2020-02-05 01:00:00, None, -6999.0,6
None, -2.8, -2.784, -2.8, 0.0, None, -2.3, -6999.0, None,2020-02-05 02:00:00, None, -6999.0,6
None, -2.8, -2.827, -2.8, 0.0, None, -2.3, -6999.0, None,2020-02-05 03:00:00, None, -6999.0,6
None, -2.9, -2.869, -2.9, 0.0, None, -2.3, -6999.0, None,2020-02-05 04:00:00, None, -6999.0,6
None, -2.9, -2.869, -2.9, 0.0, None, -2.3, -6999.0, None,2020-02-05 05:00:00, None, -6999.0,6
None, -2.9, -2.892, -2.9, 0.0, None, -2.3, -6999.0, None,2020-02-05 06:00:00, None, -6999.0,6
None, -2.9, -2.877, -2.9, 0.0, None, -2.9, -6999.0, None,2020-02-05 07:00:00, None, -6999.0,6
None, -2.8, -2.827, -2.9, 1.0, None, -2.8, -6999.0, None,2020-02-05 08:00:00, None, -6999.0,6
None, -2.1, -2.13, -2.9, 0.0, None, -2.1, -6999.0, None,2020-02-05 09:00:00, None, -6999.0,6
None, -1.1, -1.086, -2.9, 0.0, None, -1.1, -6999.0, None,2020-02-05 10:00:00, None, -6999.0,6
None, -0.2, -0.232, -2.9, 0.0, None, -0.2, -6999.0, None,2020-02-05 11:00:00, None, -6999.0,6
None, 0.6, 0.628, -2.9, 1.0, None, 0.6, -6999.0, None,2020-02-05 12:00:00, None, -6999.0,6
None, 1.4, 1.373, -2.9, 0.0, None, 1.4, -6999.0, None,2020-02-05 13:00:00, None, -6999.0,6
None, 1.9, 1.927, -2.9, 0.0, None, 1.9, -6999.0, None,2020-02-05 14:00:00, None, -6999.0,6
7.0, 2.1, 2.096, -2.9, 1.0, None, 2.1, -6999.0, None,2020-02-05 15:00:00, None, -6999.0,6
7.0, 1.8, 1.765, -2.9, 0.0, None, 2.1, -6999.0, None,2020-02-05 16:00:00, None, -6999.0,6
8.0, 0.9, 0.897, -2.9, 1.0, None, 2.1, -6999.0, None,2020-02-05 17:00:00, None, -6999.0,6
7.0, 0.2, 0.223, -2.9, 0.0, None, 2.1, -6999.0, None,2020-02-05 18:00:00, None, -6999.0,6
8.0, -0.2, -0.184, -0.2, 1.0, None, 0.2, -6999.0, None,2020-02-05 19:00:00, None, -6999.0,6
8.0, -0.4, -0.416, -0.4, 0.0, None, 0.2, -6999.0, None,2020-02-05 20:00:00, None, -6999.0,6
8.0, -0.5, -0.542, -0.5, 1.0, None, 0.2, -6999.0, None,2020-02-05 21:00:00, None, -6999.0,6
None, None, -0.628, None, None, None, None, None, None,2020-02-05 22:00:00, None, None,6
None, -0.8, -0.755, -0.8, 1.0, None, 0.2, -6999.0, None,2020-02-05 23:00:00, None, -6999.0,6
None, -0.9, -0.904, -0.9, 0.0, None, 0.2, -6999.0, None,2020-02-06 00:00:00, None, -6999.0,6
None, -1.1, -1.132, -1.1, 0.0, None, 0.2, -6999.0, None,2020-02-06 01:00:00, None, -6999.0,6
None, -1.4, -1.417, -1.4, 0.0, None, 0.2, -6999.0, None,2020-02-06 02:00:00, None, -6999.0,6
None, -1.7, -1.652, -1.6, 0.0, None, 0.2, -6999.0, None,2020-02-06 03:00:00, None, -6999.0,6
None, -2.1, -2.122, -2.1, 0.0, None, 0.2, -6999.0, None,2020-02-06 04:00:00, None, -6999.0,6
None, -2.3, -2.306, -2.3, 0.0, None, 0.2, -6999.0, None,2020-02-06 05:00:00, None, -6999.0,6
None, -2.5, -2.487, -2.5, 0.0, None, 0.2, -6999.0, None,2020-02-06 06:00:00, None, -6999.0,6
None, -2.1, -2.142, -2.5, 0.0, None, -2.2, -6999.0, None,2020-02-06 07:00:00, None, -6999.0,6
None, -1.8, -1.838, -2.5, 0.0, None, -1.8, -6999.0, None,2020-02-06 08:00:00, None, -6999.0,6
None, -1.0, -0.983, -2.5, 0.0, None, -1.0, -6999.0, None,2020-02-06 09:00:00, None, -6999.0,6
None, 0.5, 0.501, -2.5, 0.0, None, 0.5, -6999.0, None,2020-02-06 10:00:00, None, -6999.0,6
None, 2.8, 2.835, -2.5, 0.0, None, 2.8, -6999.0, None,2020-02-06 11:00:00, None, -6999.0,6
None, 5.2, 5.203, -2.5, -1.0, None, 5.2, -6999.0, None,2020-02-06 12:00:00, None, -6999.0,6
None, 5.1, 5.063, -2.5, 0.0, None, 5.4, -6999.0, None,2020-02-06 13:00:00, None, -6999.0,6
None, 4.5, 4.504, -2.5, 0.0, None, 5.4, -6999.0, None,2020-02-06 14:00:00, None, -6999.0,6
None, 4.0, 4.026, -2.5, 0.0, None, 5.4, -6999.0, None,2020-02-06 15:00:00, None, -6999.0,6
None, 3.0, 3.036, -2.5, 0.0, None, 5.4, -6999.0, None,2020-02-06 16:00:00, None, -6999.0,6
None, 2.1, 2.053, -2.5, 0.0, None, 5.4, -6999.0, None,2020-02-06 17:00:00, None, -6999.0,6
None, 0.9, 0.903, -2.5, 0.0, None, 5.4, -6999.0, None,2020-02-06 18:00:00, None, -6999.0,6
None, 0.0, 0.039, 0.1, 0.0, None, 0.9, -6999.0, None,2020-02-06 19:00:00, None, -6999.0,6
None, -0.2, -0.227, -0.2, 0.0, None, 0.9, -6999.0, None,2020-02-06 20:00:00, None, -6999.0,6
None, -0.2, -0.188, -0.3, 0.0, None, 0.9, -6999.0, None,2020-02-06 21:00:00, None, -6999.0,6
None, -0.1, -0.138, -0.3, 0.0, None, 0.9, -6999.0, None,2020-02-06 22:00:00, None, -6999.0,6
None, -0.2, -0.224, -0.3, 0.0, None, 0.9, -6999.0, None,2020-02-06 23:00:00, None, -6999.0,6
None, -0.7, -0.688, -0.7, 0.5, None, 0.9, -6999.0, None,2020-02-07 00:00:00, None, -6999.0,6
None, -1.3, -1.311, -1.3, 0.3, None, 0.9, -6999.0, None,2020-02-07 01:00:00, None, -6999.0,6
None, -2.3, -2.284, -2.3, 0.3, None, 0.9, -6999.0, None,2020-02-07 02:00:00, None, -6999.0,6
None, -3.1, -3.101, -3.1, 0.0, None, 0.9, -6999.0, None,2020-02-07 03:00:00, None, -6999.0,6
None, -4.0, -3.965, -3.9, 0.0, None, 0.9, -6999.0, None,2020-02-07 04:00:00, None, -6999.0,6
None, -3.5, -3.45, -4.0, 0.0, None, 0.9, -6999.0, None,2020-02-07 05:00:00, None, -6999.0,6
None, -3.7, -3.663, -4.0, 0.0, None, 0.9, -6999.0, None,2020-02-07 06:00:00, None, -6999.0,6
None, -3.8, -3.771, -3.9, 0.0, None, -3.6, -6999.0, None,2020-02-07 07:00:00, None, -6999.0,6
None, -3.0, -2.965, -3.9, 0.0, None, -3.0, -6999.0, None,2020-02-07 08:00:00, None, -6999.0,6
None, -1.6, -1.612, -3.9, 0.0, None, -1.6, -6999.0, None,2020-02-07 09:00:00, None, -6999.0,6
None, 0.7, 0.715, -3.9, -0.4, None, 0.7, -6999.0, None,2020-02-07 10:00:00, None, -6999.0,6
None, 2.7, 2.71, -3.9, -0.6, None, 2.7, -6999.0, None,2020-02-07 11:00:00, None, -6999.0,6
None, 4.6, 4.624, -3.9, 0.0, None, 4.6, -6999.0, None,2020-02-07 12:00:00, None, -6999.0,6
None, 5.8, 5.765, -3.9, 0.0, None, 5.8, -6999.0, None,2020-02-07 13:00:00, None, -6999.0,6
None, 5.5, 5.466, -3.9, 0.0, None, 5.8, -6999.0, None,2020-02-07 14:00:00, None, -6999.0,6
None, 4.3, 4.279, -3.9, 0.0, None, 5.8, -6999.0, None,2020-02-07 15:00:00, None, -6999.0,6
None, 3.3, 3.292, -3.9, 1.0, None, 5.8, -6999.0, None,2020-02-07 16:00:00, None, -6999.0,6
None, 2.5, 2.503, -3.9, 1.0, None, 5.8, -6999.0, None,2020-02-07 17:00:00, None, -6999.0,6
None, 2.1, 2.076, -3.9, 1.5, None, 5.8, -6999.0, None,2020-02-07 18:00:00, None, -6999.0,6
None, 2.0, 1.97, 2.0, 0.5, None, 2.1, -6999.0, None,2020-02-07 19:00:00, None, -6999.0,6
None, 2.0, 1.97, 2.0, 1.0, None, 2.1, -6999.0, None,2020-02-07 20:00:00, None, -6999.0,6
None, 2.0, 1.953, 1.9, 1.0, None, 2.1, -6999.0, None,2020-02-07 21:00:00, None, -6999.0,6
None, 2.0, 1.97, 1.9, 2.0, None, 2.1, -6999.0, None,2020-02-07 22:00:00, None, -6999.0,6
None, 2.0, 1.99, 1.9, 2.0, None, 2.1, -6999.0, None,2020-02-07 23:00:00, None, -6999.0,6
None, 2.1, 2.053, 1.9, 2.0, None, 2.1, -6999.0, None,2020-02-08 00:00:00, None, -6999.0,6
None, 2.0, 1.962, 1.9, 0.0, None, 2.1, -6999.0, None,2020-02-08 01:00:00, None, -6999.0,6
None, 1.8, 1.819, 1.8, 0.0, None, 2.1, -6999.0, None,2020-02-08 02:00:00, None, -6999.0,6
None, 1.9, 1.884, 1.8, 0.0, None, 2.1, -6999.0, None,2020-02-08 03:00:00, None, -6999.0,6
None, 2.1, 2.074, 1.8, 0.0, None, 2.1, -6999.0, None,2020-02-08 04:00:00, None, -6999.0,6
None, 2.2, 2.182, 1.8, 0.3, None, 2.2, -6999.0, None,2020-02-08 05:00:00, None, -6999.0,6
None, 2.2, 2.201, 1.8, 0.6, None, 2.2, -6999.0, None,2020-02-08 06:00:00, None, -6999.0,6
None, 2.3, 2.285, 2.2, -0.2, None, 2.3, -6999.0, None,2020-02-08 07:00:00, None, -6999.0,6
None, 2.4, 2.417, 2.2, 0.0, None, 2.4, -6999.0, None,2020-02-08 08:00:00, None, -6999.0,6
None, 2.8, 2.801, 2.2, 0.1, None, 2.8, -6999.0, None,2020-02-08 09:00:00, None, -6999.0,6
None, 3.4, 3.398, 2.2, -0.1, None, 3.4, -6999.0, None,2020-02-08 10:00:00, None, -6999.0,6
None, 4.3, 4.33, 2.2, 0.0, None, 4.3, -6999.0, None,2020-02-08 11:00:00, None, -6999.0,6
None, 5.2, 5.21, 2.2, 0.2, None, 5.2, -6999.0, None,2020-02-08 12:00:00, None, -6999.0,6
None, 6.1, 6.134, 2.2, -0.6, None, 6.1, -6999.0, None,2020-02-08 13:00:00, None, -6999.0,6
None, 6.6, 6.585, 2.2, 0.5, None, 6.6, -6999.0, None,2020-02-08 14:00:00, None, -6999.0,6
None, 6.4, 6.439, 2.2, 0.0, None, 6.7, -6999.0, None,2020-02-08 15:00:00, None, -6999.0,6
None, 5.8, 5.765, 2.2, 0.0, None, 6.7, -6999.0, None,2020-02-08 16:00:00, None, -6999.0,6
None, 4.2, 4.219, 2.2, -1.0, None, 6.7, -6999.0, None,2020-02-08 17:00:00, None, -6999.0,6
None, 3.0, 3.034, 2.2, 0.0, None, 6.7, -6999.0, None,2020-02-08 18:00:00, None, -6999.0,6
None, None, 1.892, None, None, None, None, None, None,2020-02-08 19:00:00, None, None,6
None, None, 0.993, None, None, None, None, None, None,2020-02-08 20:00:00, None, None,6
None, 0.6, 0.623, 0.6, 0.2, None, 3.1, -6999.0, None,2020-02-08 21:00:00, None, -6999.0,6
None, 1.2, 1.166, 0.6, -0.1, None, 3.1, -6999.0, None,2020-02-08 22:00:00, None, -6999.0,6
None, 1.7, 1.687, 0.6, 0.0, None, 3.1, -6999.0, None,2020-02-08 23:00:00, None, -6999.0,6
None, 1.8, 1.821, 0.6, -0.1, None, 3.1, -6999.0, None,2020-02-09 00:00:00, None, -6999.0,6
None, 1.8, 1.821, 0.6, 0.0, None, 3.1, -6999.0, None,2020-02-09 01:00:00, None, -6999.0,6
None, 1.7, 1.727, 0.6, 0.0, None, 3.1, -6999.0, None,2020-02-09 02:00:00, None, -6999.0,6
None, 1.6, 1.586, 0.6, 0.0, None, 3.1, -6999.0, None,2020-02-09 03:00:00, None, -6999.0,6
None, 0.9, 0.885, 0.6, 0.9, None, 3.1, -6999.0, None,2020-02-09 04:00:00, None, -6999.0,6
None, 0.5, 0.522, 0.5, 0.0, None, 3.1, -6999.0, None,2020-02-09 05:00:00, None, -6999.0,6
None, 0.6, 0.616, 0.5, 0.0, None, 3.1, -6999.0, None,2020-02-09 06:00:00, None, -6999.0,6
None, 1.6, 1.629, 0.6, -0.8, None, 1.6, -6999.0, None,2020-02-09 07:00:00, None, -6999.0,6
None, 2.2, 2.249, 0.6, -0.1, None, 2.2, -6999.0, None,2020-02-09 08:00:00, None, -6999.0,6
None, 2.8, 2.801, 0.6, 0.1, None, 2.8, -6999.0, None,2020-02-09 09:00:00, None, -6999.0,6
None, 3.3, 3.273, 0.6, -0.2, None, 3.3, -6999.0, None,2020-02-09 10:00:00, None, -6999.0,6
None, 3.8, 3.836, 0.6, 0.3, None, 3.8, -6999.0, None,2020-02-09 11:00:00, None, -6999.0,6
None, 4.0, 3.978, 0.6, -0.3, None, 4.0, -6999.0, None,2020-02-09 12:00:00, None, -6999.0,6
None, 4.2, 4.236, 0.6, 0.0, None, 4.2, -6999.0, None,2020-02-09 13:00:00, None, -6999.0,6
None, 4.3, 4.289, 0.6, 0.0, None, 4.4, -6999.0, None,2020-02-09 14:00:00, None, -6999.0,6
None, 4.0, 3.956, 0.6, 0.0, None, 4.4, -6999.0, None,2020-02-09 15:00:00, None, -6999.0,6
None, 3.7, 3.741, 0.6, 0.0, None, 4.4, -6999.0, None,2020-02-09 16:00:00, None, -6999.0,6
None, 3.0, 2.971, 0.6, 0.0, None, 4.4, -6999.0, None,2020-02-09 17:00:00, None, -6999.0,6
None, 2.3, 2.257, 0.6, 0.0, None, 4.4, -6999.0, None,2020-02-09 18:00:00, None, -6999.0,6
None, 1.7, 1.699, 1.7, 0.0, None, 2.3, -6999.0, None,2020-02-09 19:00:00, None, -6999.0,6
None, 0.6, 0.561, 0.6, 0.0, None, 2.3, -6999.0, None,2020-02-09 20:00:00, None, -6999.0,6
None, -0.5, -0.457, -0.4, 0.5, None, 2.3, -6999.0, None,2020-02-09 21:00:00, None, -6999.0,6
None, -1.1, -1.139, -1.1, 0.5, None, 2.3, -6999.0, None,2020-02-09 22:00:00, None, -6999.0,6
None, -1.5, -1.46, -1.5, 0.0, None, 2.3, -6999.0, None,2020-02-09 23:00:00, None, -6999.0,6
None, -1.8, -1.801, -1.8, 0.0, None, 2.3, -6999.0, None,2020-02-10 00:00:00, None, -6999.0,6
None, -2.2, -2.228, -2.2, 0.0, None, 2.3, -6999.0, None,2020-02-10 01:00:00, None, -6999.0,6
None, -2.7, -2.741, -2.7, 0.0, None, 2.3, -6999.0, None,2020-02-10 02:00:00, None, -6999.0,6
None, -3.3, -3.349, -3.3, 0.0, None, 2.3, -6999.0, None,2020-02-10 03:00:00, None, -6999.0,6
None, -4.2, -4.182, -4.2, 0.0, None, 2.3, -6999.0, None,2020-02-10 04:00:00, None, -6999.0,6
None, -5.2, -5.227, -5.2, 0.0, None, 2.3, -6999.0, None,2020-02-10 05:00:00, None, -6999.0,6
None, -5.4, -5.438, -5.4, 0.0, None, 2.3, -6999.0, None,2020-02-10 06:00:00, None, -6999.0,6
None, -6.0, -6.028, -6.0, 0.0, None, -5.4, -6999.0, None,2020-02-10 07:00:00, None, -6999.0,6
None, -5.3, -5.343, -6.1, 0.0, None, -5.4, -6999.0, None,2020-02-10 08:00:00, None, -6999.0,6
None, -3.2, -3.176, -6.1, 0.0, None, -3.2, -6999.0, None,2020-02-10 09:00:00, None, -6999.0,6
None, 0.1, 0.064, -6.1, 0.0, None, 0.0, -6999.0, None,2020-02-10 10:00:00, None, -6999.0,6
None, 3.3, 3.299, -6.1, 0.0, None, 3.3, -6999.0, None,2020-02-10 11:00:00, None, -6999.0,6
None, 5.4, 5.444, -6.1, -1.0, None, 5.4, -6999.0, None,2020-02-10 12:00:00, None, -6999.0,6
None, 5.8, 5.825, -6.1, 0.0, None, 5.9, -6999.0, None,2020-02-10 13:00:00, None, -6999.0,6
None, 6.1, 6.127, -6.1, 0.0, None, 6.2, -6999.0, None,2020-02-10 14:00:00, None, -6999.0,6
None, 5.1, 5.117, -6.1, 0.0, None, 6.2, -6999.0, None,2020-02-10 15:00:00, None, -6999.0,6
None, 4.3, 4.291, -6.1, 0.0, None, 6.2, -6999.0, None,2020-02-10 16:00:00, None, -6999.0,6
None, 3.3, 3.267, -6.1, 0.0, None, 6.2, -6999.0, None,2020-02-10 17:00:00, None, -6999.0,6
None, 2.3, 2.268, -6.1, 0.0, None, 6.2, -6999.0, None,2020-02-10 18:00:00, None, -6999.0,6
None, 1.6, 1.629, 1.6, 0.0, None, 2.3, -6999.0, None,2020-02-10 19:00:00, None, -6999.0,6
None, 1.3, 1.267, 1.3, 0.0, None, 2.3, -6999.0, None,2020-02-10 20:00:00, None, -6999.0,6
None, 1.1, 1.118, 1.1, 0.0, None, 2.3, -6999.0, None,2020-02-10 21:00:00, None, -6999.0,6
None, 1.0, 1.032, 1.0, 0.0, None, 2.3, -6999.0, None,2020-02-10 22:00:00, None, -6999.0,6
None, 0.9, 0.946, 0.9, 0.0, None, 2.3, -6999.0, None,2020-02-10 23:00:00, None, -6999.0,6
None, 0.9, 0.863, 0.9, 0.0, None, 2.3, -6999.0, None,2020-02-11 00:00:00, None, -6999.0,6
None, 0.9, 0.863, 0.8, 0.0, None, 2.3, -6999.0, None,2020-02-11 01:00:00, None, -6999.0,6
None, 1.0, 0.989, 0.8, 1.0, None, 2.3, -6999.0, None,2020-02-11 02:00:00, None, -6999.0,6
None, 1.1, 1.075, 0.8, 0.0, None, 2.3, -6999.0, None,2020-02-11 03:00:00, None, -6999.0,6
None, 1.2, 1.247, 0.8, 1.0, None, 2.3, -6999.0, None,2020-02-11 04:00:00, None, -6999.0,6
None, 1.4, 1.416, 0.8, 1.0, None, 2.3, -6999.0, None,2020-02-11 05:00:00, None, -6999.0,6
None, 1.5, 1.5, 0.8, 0.2, None, 2.3, -6999.0, None,2020-02-11 06:00:00, None, -6999.0,6
None, 1.6, 1.649, 1.5, 1.9, None, 1.6, -6999.0, None,2020-02-11 07:00:00, None, -6999.0,6
None, 1.8, 1.755, 1.5, 0.0, None, 1.8, -6999.0, None,2020-02-11 08:00:00, None, -6999.0,6
None, 2.1, 2.096, 1.5, 1.9, None, 2.1, -6999.0, None,2020-02-11 09:00:00, None, -6999.0,6
None, 2.8, 2.772, 1.5, 0.1, None, 2.8, -6999.0, None,2020-02-11 10:00:00, None, -6999.0,6
None, 3.6, 3.569, 1.5, 1.0, None, 3.6, -6999.0, None,2020-02-11 11:00:00, None, -6999.0,6
9.0, 4.4, 4.383, 1.5, 1.0, None, 4.4, -6999.0, None,2020-02-11 12:00:00, None, -6999.0,6
9.0, 5.0, 4.966, 1.5, 0.0, None, 5.0, -6999.0, None,2020-02-11 13:00:00, None, -6999.0,6
10.0, 5.1, 5.14, 1.5, 1.0, None, 5.1, -6999.0, None,2020-02-11 14:00:00, None, -6999.0,6
11.0, 5.7, 5.743, 1.5, 1.0, None, 5.7, -6999.0, None,2020-02-11 15:00:00, None, -6999.0,6
11.0, 5.2, 5.199, 1.5, 0.0, None, 5.7, -6999.0, None,2020-02-11 16:00:00, None, -6999.0,6
11.0, 4.3, 4.314, 1.5, 0.0, None, 5.7, -6999.0, None,2020-02-11 17:00:00, None, -6999.0,6
11.0, 2.8, 2.786, 1.5, 0.0, None, 5.7, -6999.0, None,2020-02-11 18:00:00, None, -6999.0,6
11.0, 2.1, 2.076, 2.1, 0.0, None, 2.8, -6999.0, None,2020-02-11 19:00:00, None, -6999.0,6
11.0, 2.2, 2.245, 2.1, 0.0, None, 2.8, -6999.0, None,2020-02-11 20:00:00, None, -6999.0,6
11.0, 2.5, 2.48, 2.1, 0.0, None, 2.8, -6999.0, None,2020-02-11 21:00:00, None, -6999.0,6
11.0, 2.6, 2.587, 2.1, 0.0, None, 2.8, -6999.0, None,2020-02-11 22:00:00, None, -6999.0,6
11.0, 2.7, 2.715, 2.1, 0.0, None, 2.8, -6999.0, None,2020-02-11 23:00:00, None, -6999.0,6
