pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -5.973, None, None,2020-02-05 00:00:00, -5.5, None, -6999.0, -6.0, -6.2, -0.1, 0.0, -6999.0, None, None, 131.0, 130.8,6
None, None, -5.917, None, None,2020-02-05 01:00:00, -5.5, None, -6999.0, -5.9, -6.2, 0.1, -1.0, -6999.0, None, None, 130.0, 130.3,6
None, None, -6.018, None, None,2020-02-05 02:00:00, -5.5, None, -6999.0, -6.0, -6.2, 0.3, 1.0, -6999.0, None, None, 131.0, 130.6,6
None, None, -5.944, None, None,2020-02-05 03:00:00, -5.5, None, -6999.0, -5.9, -6.2, 0.5, 1.0, -6999.0, None, None, 131.0, 131.3,6
None, None, -6.02, None, None,2020-02-05 04:00:00, -5.5, None, -6999.0, -6.0, -6.2, 0.3, 0.0, -6999.0, None, None, 131.0, 131.1,6
None, None, -6.05, None, None,2020-02-05 05:00:00, -5.5, None, -6999.0, -6.1, -6.2, 0.5, 1.0, -6999.0, None, None, 132.0, 131.6,6
None, None, -6.02, None, None,2020-02-05 06:00:00, -5.5, None, -6999.0, -6.0, -6.2, 0.7, 2.0, -6999.0, None, None, 133.0, 133.1,6
None, None, -5.776, None, None,2020-02-05 07:00:00, -5.8, None, -6999.0, -5.8, -6.0, 0.3, 1.0, -6999.0, None, None, 133.0, 133.4,6
None, None, -5.706, None, None,2020-02-05 08:00:00, -5.7, None, -6999.0, -5.7, -6.0, -0.1, 0.0, -6999.0, None, None, 133.0, 133.2,6
None, None, -5.619, None, None,2020-02-05 09:00:00, -5.6, None, -6999.0, -5.6, -6.0, 0.2, 0.0, -6999.0, None, None, 133.0, 133.1,6
None, None, -4.997, None, None,2020-02-05 10:00:00, -5.0, None, -6999.0, -5.0, -6.0, 0.0, -1.0, -6999.0, None, None, 132.0, 131.8,6
None, None, -4.586, None, None,2020-02-05 11:00:00, -4.3, None, -6999.0, -4.6, -6.0, 0.0, 1.0, -6999.0, None, None, 133.0, 132.8,6
None, None, -3.028, None, None,2020-02-05 12:00:00, -3.1, None, -6999.0, -3.0, -6.0, -0.1, None, -6999.0, None, None, None, 132.5,6
None, None, -2.641, None, None,2020-02-05 13:00:00, -2.6, None, -6999.0, -2.6, -6.0, 0.1, 1.0, -6999.0, None, None, 133.0, 132.9,6
None, None, -1.907, None, None,2020-02-05 14:00:00, -1.9, None, -6999.0, -1.9, -6.0, 0.3, 0.0, -6999.0, None, None, 133.0, 132.6,6
None, None, -1.113, None, None,2020-02-05 15:00:00, -1.1, None, -6999.0, -1.1, -6.0, 0.2, 0.0, -6999.0, None, None, 132.0, 132.3,6
None, None, -1.399, None, None,2020-02-05 16:00:00, -0.6, None, -6999.0, -1.4, -6.0, 0.0, 0.0, -6999.0, None, None, 133.0, 132.5,6
None, None, -2.309, None, None,2020-02-05 17:00:00, -0.6, None, -6999.0, -2.3, -6.0, 0.1, 0.0, -6999.0, None, None, 133.0, 132.6,6
None, None, -2.858, None, None,2020-02-05 18:00:00, -0.6, None, -6999.0, -2.9, -6.0, 0.0, 0.0, -6999.0, None, None, 133.0, 132.5,6
None, None, -2.967, None, None,2020-02-05 19:00:00, -2.7, None, -6999.0, -3.0, -3.0, 0.1, 0.0, -6999.0, None, None, 132.0, 132.2,6
None, None, -3.268, None, None,2020-02-05 20:00:00, -2.7, None, -6999.0, -3.3, -3.3, 0.0, 0.0, -6999.0, None, None, 132.0, 131.7,6
None, None, -3.38, None, None,2020-02-05 21:00:00, -2.7, None, -6999.0, -3.4, -3.4, 0.0, 1.0, -6999.0, None, None, 132.0, 132.4,6
None, None, -3.018, None, None,2020-02-05 22:00:00, -2.7, None, -6999.0, -3.0, -3.4, 0.1, -1.0, -6999.0, None, None, 132.0, 131.8,6
None, None, -3.185, None, None,2020-02-05 23:00:00, -2.7, None, -6999.0, -3.2, -3.4, 0.1, 0.0, -6999.0, None, None, 131.0, 131.4,6
None, None, -3.546, None, None,2020-02-06 00:00:00, -2.7, None, -6999.0, -3.5, -3.5, 0.0, 0.0, -6999.0, None, None, 131.0, 131.1,6
None, None, -3.505, None, None,2020-02-06 01:00:00, -2.7, None, -6999.0, -3.5, -3.6, 0.1, 0.0, -6999.0, None, None, 131.0, 131.0,6
None, None, -3.77, None, None,2020-02-06 02:00:00, -2.7, None, -6999.0, -3.8, -3.8, 0.0, 0.0, -6999.0, None, None, 131.0, 130.7,6
None, None, -4.12, None, None,2020-02-06 03:00:00, -2.7, None, -6999.0, -4.1, -4.2, 0.0, 0.0, -6999.0, None, None, 131.0, 130.6,6
None, None, -4.089, None, None,2020-02-06 04:00:00, -2.7, None, -6999.0, -4.1, -4.2, 0.0, 0.0, -6999.0, None, None, 131.0, 130.5,6
None, None, -4.56, None, None,2020-02-06 05:00:00, -2.7, None, -6999.0, -4.6, -4.6, 0.0, 0.0, -6999.0, None, None, 130.0, 130.4,6
None, None, -4.52, None, None,2020-02-06 06:00:00, -2.7, None, -6999.0, -4.5, -4.7, 0.0, 0.0, -6999.0, None, None, 130.0, 130.2,6
None, None, -4.71, None, None,2020-02-06 07:00:00, -4.5, None, -6999.0, -4.7, -4.8, 0.0, 0.0, -6999.0, None, None, 130.0, 130.1,6
None, None, -4.728, None, None,2020-02-06 08:00:00, -4.5, None, -6999.0, -4.7, -4.8, 0.0, 0.0, -6999.0, None, None, 130.0, 130.1,6
None, None, -4.433, None, None,2020-02-06 09:00:00, -4.4, None, -6999.0, -4.4, -4.8, 0.0, 0.0, -6999.0, None, None, 130.0, 130.0,6
None, None, -2.432, None, None,2020-02-06 10:00:00, -2.4, None, -6999.0, -2.4, -4.8, 0.2, 1.0, -6999.0, None, None, 131.0, 130.6,6
None, None, 0.056, None, None,2020-02-06 11:00:00, 0.0, None, -6999.0, 0.1, -4.8, -0.1, 0.0, -6999.0, None, None, 130.0, 130.3,6
None, None, -0.162, None, None,2020-02-06 12:00:00, 0.1, None, -6999.0, -0.2, -4.8, 0.3, 0.0, -6999.0, None, None, 130.0, 130.1,6
None, None, -0.019, None, None,2020-02-06 13:00:00, 0.1, None, -6999.0, 0.0, -4.8, 0.2, 0.0, -6999.0, None, None, 130.0, 129.7,6
None, None, -0.169, None, None,2020-02-06 14:00:00, 0.1, None, -6999.0, -0.2, -4.8, 0.5, -1.0, -6999.0, None, None, 128.0, 128.4,6
None, None, 0.102, None, None,2020-02-06 15:00:00, 0.1, None, -6999.0, 0.1, -4.8, 0.3, -1.0, -6999.0, None, None, 127.0, 127.2,6
None, None, 0.02, None, None,2020-02-06 16:00:00, 0.2, None, -6999.0, 0.0, -4.8, 0.3, 3.0, -6999.0, None, None, 130.0, 129.7,6
None, None, -1.149, None, None,2020-02-06 17:00:00, 0.2, None, -6999.0, -1.1, -4.8, 0.1, -2.0, -6999.0, None, None, 128.0, 128.0,6
None, None, -2.941, None, None,2020-02-06 18:00:00, 0.2, None, -6999.0, -2.9, -4.8, 0.2, 1.0, -6999.0, None, None, 128.0, 128.4,6
None, None, -3.847, None, None,2020-02-06 19:00:00, -2.9, None, -6999.0, -3.8, -3.8, 0.1, 0.0, -6999.0, None, None, 129.0, 128.6,6
None, None, -4.993, None, None,2020-02-06 20:00:00, -2.9, None, -6999.0, -5.0, -5.0, 0.1, 0.0, -6999.0, None, None, 128.0, 128.4,6
None, None, -5.987, None, None,2020-02-06 21:00:00, -2.9, None, -6999.0, -6.0, -6.2, 0.1, 0.0, -6999.0, None, None, 129.0, 128.5,6
None, None, -7.089, None, None,2020-02-06 22:00:00, -2.9, None, -6999.0, -7.1, -7.1, 0.0, 0.0, -6999.0, None, None, 128.0, 128.1,6
None, None, -8.19, None, None,2020-02-06 23:00:00, -2.9, None, -6999.0, -8.2, -8.2, 0.1, 0.0, -6999.0, None, None, 128.0, 128.1,6
None, None, -8.87, None, None,2020-02-07 00:00:00, -2.9, None, -6999.0, -8.9, -8.9, 0.0, 0.0, -6999.0, None, None, 128.0, 128.3,6
None, None, -7.786, None, None,2020-02-07 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 128.0,6
None, None, -7.557, None, None,2020-02-07 02:00:00, -2.9, None, -6999.0, -7.6, -8.9, 0.0, 0.0, -6999.0, None, None, 128.0, 127.9,6
None, None, -7.727, None, None,2020-02-07 03:00:00, -2.9, None, -6999.0, -7.7, -8.9, 0.0, 1.0, -6999.0, None, None, 128.0, 128.3,6
None, None, -8.45, None, None,2020-02-07 04:00:00, -2.9, None, -6999.0, -8.5, -8.9, 0.0, 0.0, -6999.0, None, None, 128.0, 128.1,6
None, None, -9.01, None, None,2020-02-07 05:00:00, -2.9, None, -6999.0, -9.0, -9.0, 0.0, -1.0, -6999.0, None, None, 127.0, 127.1,6
None, None, -9.24, None, None,2020-02-07 06:00:00, -2.9, None, -6999.0, -9.2, -9.2, 0.0, -1.0, -6999.0, None, None, 127.0, 126.6,6
