pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 2.9, 2.934, 2.5, 0.8, 4.3, -6999.0,2020-01-22 00:00:00, -6999.0,4
None, 3.0, 2.972, 2.5, -0.3, 4.3, -6999.0,2020-01-22 01:00:00, -6999.0,4
None, 3.0, 3.022, 2.5, 0.2, 4.3, -6999.0,2020-01-22 02:00:00, -6999.0,4
None, 3.2, 3.238, 2.5, 0.7, 4.3, -6999.0,2020-01-22 03:00:00, -6999.0,4
None, 3.0, 3.031, 2.5, -0.3, 4.3, -6999.0,2020-01-22 04:00:00, -6999.0,4
None, 3.0, 2.993, 2.5, 0.2, 4.3, -6999.0,2020-01-22 05:00:00, -6999.0,4
None, 3.2, 3.238, 2.5, 0.0, 4.3, -6999.0,2020-01-22 06:00:00, -6999.0,4
None, 3.1, 3.075, 3.0, 0.4, 3.3, -6999.0,2020-01-22 07:00:00, -6999.0,4
None, 3.2, 3.16, 3.0, -0.1, 3.3, -6999.0,2020-01-22 08:00:00, -6999.0,4
None, 3.4, 3.41, 3.0, 0.1, 3.4, -6999.0,2020-01-22 09:00:00, -6999.0,4
None, 3.6, 3.648, 3.0, 0.8, 3.7, -6999.0,2020-01-22 10:00:00, -6999.0,4
None, 3.9, 3.94, 3.0, 1.4, 4.0, -6999.0,2020-01-22 11:00:00, -6999.0,4
None, 3.7, 3.697, 3.0, -1.2, 4.0, -6999.0,2020-01-22 12:00:00, -6999.0,4
None, 3.8, 3.802, 3.0, -0.3, 4.0, -6999.0,2020-01-22 13:00:00, -6999.0,4
None, 3.8, 3.822, 3.0, 1.0, 4.0, -6999.0,2020-01-22 14:00:00, -6999.0,4
None, 3.7, 3.709, 3.0, 1.1, 4.0, -6999.0,2020-01-22 15:00:00, -6999.0,4
None, 4.0, 3.951, 3.0, 1.9, 4.0, -6999.0,2020-01-22 16:00:00, -6999.0,4
None, 3.5, 3.523, 3.0, 0.2, 4.0, -6999.0,2020-01-22 17:00:00, -6999.0,4
None, 3.5, 3.528, 3.0, -0.2, 4.0, -6999.0,2020-01-22 18:00:00, -6999.0,4
None, 3.5, 3.494, 3.2, 0.3, 3.6, -6999.0,2020-01-22 19:00:00, -6999.0,4
None, None, 3.417, None, None, None, None,2020-01-22 20:00:00, None,4
None, 3.5, 3.512, 3.2, 2.5, 3.7, -6999.0,2020-01-22 21:00:00, -6999.0,4
None, 3.7, 3.721, 3.2, 1.5, 3.8, -6999.0,2020-01-22 22:00:00, -6999.0,4
