pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -3.465, 96.9, -0.1, 17.2, 26.24, 6.282, 250.1, -4.0, 6.3, -3.5, -3.6, None, 0.0, -4.0, None, 250.0, 0.0, 97.0,2020-01-22 00:00:00, -6999.0, -7999.0,4
None, -2.913, 97.1, -0.1, 12.1, 19.58, 4.723, 271.3, -3.0, 4.7, -2.9, -3.6, None, 0.0, -3.0, None, 271.0, 0.0, 97.0,2020-01-22 01:00:00, -6999.0, -7999.0,4
None, -3.521, 97.1, -0.1, 15.5, 15.49, 9.33, 260.7, -3.0, 9.3, -3.5, -3.8, None, 0.0, -3.0, None, 261.0, 0.0, 97.0,2020-01-22 02:00:00, -6999.0, -7999.0,4
None, -3.337, 96.8, -0.1, 16.1, 27.04, 5.543, 251.0, -4.0, 5.5, -3.3, -4.0, None, 0.0, -4.0, None, 251.0, 0.0, 97.0,2020-01-22 03:00:00, -6999.0, -7999.0,4
None, -3.482, 96.5, -0.1, 10.5, 35.69, 3.62, 239.1, -4.0, 3.6, -3.5, -4.0, None, 0.0, -4.0, None, 239.0, 0.0, 97.0,2020-01-22 04:00:00, -6999.0, -7999.0,4
None, -3.419, 96.7, -0.1, 10.3, 45.03, 2.93, 215.2, -4.0, 2.9, -3.4, -4.0, None, 0.0, -4.0, None, 215.0, 0.0, 97.0,2020-01-22 05:00:00, -6999.0, -7999.0,4
None, -3.272, 96.7, -0.1, 5.0, 34.85, 1.273, 190.7, -4.0, 1.3, -3.3, -4.0, None, 0.0, -4.0, None, 191.0, 0.0, 97.0,2020-01-22 06:00:00, -6999.0, -7999.0,4
None, -3.515, 96.4, -3.2, 4.7, 44.59, 1.166, 214.4, -4.0, 1.2, -3.5, -3.6, None, 0.0, -4.0, None, 214.0, 0.0, 96.0,2020-01-22 07:00:00, -6999.0, -7999.0,4
None, -3.461, 96.4, -3.1, 6.3, 44.13, 2.256, 242.7, -4.0, 2.3, -3.5, -3.7, None, 0.0, -4.0, None, 243.0, 0.0, 96.0,2020-01-22 08:00:00, -6999.0, -7999.0,4
None, -3.363, 96.5, -3.1, 8.5, 34.4, 3.08, 251.8, -4.0, 3.1, -3.4, -3.8, None, 0.0, -4.0, None, 252.0, 0.0, 97.0,2020-01-22 09:00:00, -6999.0, -7999.0,4
