station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, None, None, 327.0, None, 2016-01-01 16:00:00, None, None, None, None
None, None, None, 322.0, None, 2016-01-02 16:00:00, None, None, None, None
None, None, None, 318.0, None, 2016-01-03 16:00:00, None, None, None, None
None, None, None, 314.0, None, 2016-01-04 16:00:00, None, None, None, None
None, None, None, 306.0, None, 2016-01-05 16:00:00, None, None, None, None
None, None, None, 302.0, None, 2016-01-06 16:00:00, None, None, None, None
None, None, None, 303.0, None, 2016-01-07 16:00:00, None, None, None, None
None, None, None, 314.0, None, 2016-01-08 16:00:00, None, None, None, None
None, None, None, 322.0, None, 2016-01-09 16:00:00, None, None, None, None
None, None, None, 326.0, None, 2016-01-10 16:00:00, None, None, None, None
None, None, None, 330.0, None, 2016-01-11 16:00:00, None, None, None, None
None, None, None, 338.0, None, 2016-01-12 16:00:00, None, None, None, None
None, None, None, 338.0, None, 2016-01-13 16:00:00, None, None, None, None
None, None, None, 338.0, None, 2016-01-14 16:00:00, None, None, None, None
None, None, None, 341.0, None, 2016-01-15 16:00:00, None, None, None, None
None, None, None, 334.0, None, 2016-01-16 16:00:00, None, None, None, None
None, None, None, 330.0, None, 2016-01-17 16:00:00, None, None, None, None
None, None, None, 319.0, None, 2016-01-18 16:00:00, None, None, None, None
None, None, None, 297.0, None, 2016-01-19 16:00:00, None, None, None, None
None, None, None, 285.0, None, 2016-01-20 16:00:00, None, None, None, None
None, None, None, 270.0, None, 2016-01-21 16:00:00, None, None, None, None
None, None, None, 259.0, None, 2016-01-22 16:00:00, None, None, None, None
None, None, None, 259.0, None, 2016-01-23 16:00:00, None, None, None, None
None, None, None, 252.0, None, 2016-01-24 16:00:00, None, None, None, None
None, None, None, 240.0, None, 2016-01-25 16:00:00, None, None, None, None
None, None, None, 229.0, None, 2016-01-26 16:00:00, None, None, None, None
None, None, None, 218.0, None, 2016-01-27 16:00:00, None, None, None, None
None, None, None, 202.0, None, 2016-01-28 16:00:00, None, None, None, None
None, None, None, 195.0, None, 2016-01-29 16:00:00, None, None, None, None
None, None, None, 188.0, None, 2016-01-30 16:00:00, None, None, None, None
None, None, None, 180.0, None, 2016-01-31 16:00:00, None, None, None, None
None, None, None, 162.0, None, 2016-02-01 16:00:00, None, None, None, None
None, None, None, 136.0, None, 2016-02-02 16:00:00, None, None, None, None
None, None, None, 109.0, None, 2016-02-03 16:00:00, None, None, None, None
None, None, None, 76.0, None, 2016-02-04 16:00:00, None, None, None, None
None, None, None, 34.0, None, 2016-02-05 16:00:00, None, None, None, None
None, None, None, 15.0, None, 2016-02-06 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2016-02-07 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2016-02-08 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2016-05-26 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2016-05-27 16:00:00, None, None, None, None
None, None, None, 0.0, None, 2016-05-28 16:00:00, None, None, None, None
