AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
15.0, 0.0,0.0,5.7, 0.0,2018-08-20 00:00:00,229.0,73.0,34
15.1, None,0.0,4.5, None,2018-08-20 00:15:00,226.0,73.0,34
15.1, None,0.0,5.4, None,2018-08-20 00:30:00,226.0,73.0,34
15.0, None,0.0,5.2, None,2018-08-20 00:45:00,222.0,74.0,34
14.6, 0.0,0.0,5.1, 0.002,2018-08-20 01:00:00,224.0,77.0,34
14.5, None,0.0,3.8, None,2018-08-20 01:15:00,226.0,77.0,34
14.3, None,0.0,3.1, None,2018-08-20 01:30:00,227.0,79.0,34
14.2, None,0.0,3.9, None,2018-08-20 01:45:00,234.0,79.0,34
14.3, 0.0,0.0,5.0, 0.008,2018-08-20 02:00:00,229.0,79.0,34
13.9, None,0.0,4.2, None,2018-08-20 02:15:00,232.0,81.0,34
13.7, None,0.0,5.2, None,2018-08-20 02:30:00,229.0,83.0,34
14.2, None,0.0,4.9, None,2018-08-20 02:45:00,272.0,77.0,34
14.2, 0.0,0.0,5.7, 0.0,2018-08-20 03:00:00,236.0,79.0,34
14.1, None,0.0,6.7, None,2018-08-20 03:15:00,278.0,80.0,34
13.8, None,0.0,4.7, None,2018-08-20 03:30:00,249.0,81.0,34
13.1, None,0.0,4.6, None,2018-08-20 03:45:00,251.0,83.0,34
13.1, 0.0,0.0,4.4, 0.0,2018-08-20 04:00:00,252.0,80.0,34
14.2, None,0.0,4.5, None,2018-08-20 04:15:00,294.0,68.0,34
16.6, None,0.0,8.3, None,2018-08-20 04:30:00,332.0,54.0,34
17.8, None,0.0,10.1, None,2018-08-20 04:45:00,329.0,53.0,34
17.4, 0.0,0.0,4.2, 0.0,2018-08-20 05:00:00,291.0,56.0,34
15.5, None,0.0,3.3, None,2018-08-20 05:15:00,278.0,61.0,34
15.0, None,0.0,3.6, None,2018-08-20 05:30:00,224.0,62.0,34
14.3, None,0.0,3.1, None,2018-08-20 05:45:00,228.0,66.0,34
