AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
9.6, 0.0,0.0, 0.0,2020-07-08 00:00:00, 183.0, 95.0,28
9.8, None,0.0, 0.0,2020-07-08 00:15:00, 191.0, 94.0,28
9.8, None,0.0, 0.0,2020-07-08 00:30:00, 194.0, 94.0,28
9.6, None,0.0, 0.0,2020-07-08 00:45:00, 195.0, 94.0,28
9.5, 1.0,0.0, 0.0,2020-07-08 01:00:00, 198.0, 95.0,28
9.3, None,0.0, 0.0,2020-07-08 01:15:00, 186.0, 95.0,28
9.1, None,0.0, 0.0,2020-07-08 01:30:00, 188.0, 95.0,28
8.7, None,0.0, 0.9,2020-07-08 01:45:00, 168.0, 96.0,28
8.9, 0.0,0.0, 2.8,2020-07-08 02:00:00, 161.0, 96.0,28
9.2, None,0.0, 5.7,2020-07-08 02:15:00, 156.0, 95.0,28
9.2, None,0.0, 0.0,2020-07-08 02:30:00, 181.0, 95.0,28
8.9, None,0.0, 0.2,2020-07-08 02:45:00, 195.0, 96.0,28
8.8, 1.0,0.0, 0.0,2020-07-08 03:00:00, 202.0, 97.0,28
8.9, None,0.0, 0.0,2020-07-08 03:15:00, 179.0, 97.0,28
9.0, None,0.0, 4.7,2020-07-08 03:30:00, 172.0, 96.0,28
9.0, None,0.0, 0.3,2020-07-08 03:45:00, 181.0, 97.0,28
9.0, -1.0,0.0, 1.6,2020-07-08 04:00:00, 183.0, 96.0,28
8.8, None,0.0, 0.0,2020-07-08 04:15:00, 189.0, 97.0,28
8.7, None,0.0, 0.8,2020-07-08 04:30:00, 185.0, 97.0,28
8.8, None,0.0, 0.0,2020-07-08 04:45:00, 190.0, 97.0,28
8.9, 0.0,0.0, 0.0,2020-07-08 05:00:00, 198.0, 97.0,28
8.9, None,0.0, 0.0,2020-07-08 05:15:00, 180.0, 97.0,28
9.1, None,0.0, 0.0,2020-07-08 05:30:00, 182.0, 96.0,28
9.7, None,0.0, 0.1,2020-07-08 05:45:00, 167.0, 95.0,28
10.6, 0.0,0.0, 0.0,2020-07-08 06:00:00, 182.0, 93.0,28
11.0, None,0.0, 0.0,2020-07-08 06:15:00, 189.0, 92.0,28
