wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
22.5, -3.6, None, 0.01, 3.0, 102.1, -10.2, None, None, 60.0,2021-04-23 00:00:00, None, None,17
67.5, -4.2, None, 0.0, 2.0, 102.1, -10.0, None, None, 64.0,2021-04-23 01:00:00, None, None,17
22.5, -4.7, None, 0.0, 4.0, 102.1, -10.8, None, None, 62.0,2021-04-23 02:00:00, None, None,17
45.0, -6.1, None, 0.03, 5.0, 102.2, -10.9, None, None, 69.0,2021-04-23 03:00:00, None, None,17
45.0, -6.9, None, 0.04, 5.0, 102.2, -10.9, None, None, 73.0,2021-04-23 04:00:00, None, None,17
45.0, -7.8, None, 0.04, 4.0, 102.2, -11.6, None, None, 74.0,2021-04-23 05:00:00, None, None,17
22.5, -8.7, None, 0.02, 4.0, 102.2, -11.9, None, None, 78.0,2021-04-23 06:00:00, None, None,17
45.0, -7.4, None, 0.0, 5.0, 102.2, -11.7, None, None, 71.0,2021-04-23 07:00:00, None, None,17
67.5, -5.0, None, -0.02, 10.0, 102.2, -11.0, None, None, 63.0,2021-04-23 08:00:00, None, None,17
67.5, -3.2, None, -0.04, 15.0, 102.2, -10.6, None, None, 56.0,2021-04-23 09:00:00, None, None,17
202.5, 0.6, None, -0.09, 3.0, 102.1, -11.0, None, None, 41.0,2021-04-23 10:00:00, None, None,17
0.0, 4.0, None, -0.14, 10.0, 102.0, -12.4, None, None, 29.0,2021-04-23 11:00:00, None, None,17
0.0, 4.9, None, -0.14, 13.0, 102.0, -13.9, None, None, 24.0,2021-04-23 12:00:00, None, None,17
22.5, 5.6, None, -0.1, 11.0, 102.0, -14.2, None, None, 22.0,2021-04-23 13:00:00, None, None,17
90.0, 6.1, None, -0.08, 6.0, 101.9, -16.0, None, None, 19.0,2021-04-23 14:00:00, None, None,17
337.5, 6.7, None, -0.08, 14.0, 101.9, -15.4, None, None, 19.0,2021-04-23 15:00:00, None, None,17
22.5, 6.9, None, -0.1, 11.0, 101.9, -14.8, None, None, 19.0,2021-04-23 16:00:00, None, None,17
22.5, 6.9, None, -0.11, 19.0, 101.8, -15.1, None, None, 19.0,2021-04-23 17:00:00, None, None,17
22.5, 7.0, None, -0.08, 13.0, 101.8, -14.6, None, None, 20.0,2021-04-23 18:00:00, None, None,17
67.5, 6.6, None, -0.06, 10.0, 101.8, -13.7, None, None, 22.0,2021-04-23 19:00:00, None, None,17
22.5, 5.5, None, -0.02, 9.0, 101.8, -14.7, None, None, 22.0,2021-04-23 20:00:00, None, None,17
22.5, 3.4, None, 0.0, 3.0, 101.8, -14.7, None, None, 25.0,2021-04-23 21:00:00, None, None,17
67.5, 0.0, None, 0.07, 9.0, 101.9, -12.1, None, None, 40.0,2021-04-23 22:00:00, None, None,17
0.0, 1.6, 31.0, 0.1, 9.0, 101.9, -14.0, None, 7.2, 30.0,2021-04-23 23:00:00, -9.5, 0.2,17
45.0, -1.9, None, 0.1, 6.0, 101.9, -13.1, None, None, 42.0,2021-04-24 00:00:00, None, None,17
None, -2.7, None, 0.08, 0.0, 101.9, -11.9, None, None, 49.0,2021-04-24 01:00:00, None, None,17
67.5, -5.0, None, 0.08, 10.0, 102.0, -11.7, None, None, 59.0,2021-04-24 02:00:00, None, None,17
None, -5.4, None, 0.05, 0.0, 102.0, -10.8, None, None, 65.0,2021-04-24 03:00:00, None, None,17
45.0, -4.9, None, 0.02, 6.0, 102.0, -11.5, None, None, 60.0,2021-04-24 04:00:00, None, None,17
45.0, -6.7, None, 0.0, 10.0, 102.0, -11.9, None, None, 66.0,2021-04-24 05:00:00, None, None,17
45.0, -7.8, None, 0.01, 9.0, 102.0, -12.4, None, None, 70.0,2021-04-24 06:00:00, None, None,17
45.0, -6.8, None, 0.01, 8.0, 102.0, -12.1, None, None, 66.0,2021-04-24 07:00:00, None, None,17
67.5, -4.7, None, 0.01, 11.0, 102.0, -11.8, None, None, 58.0,2021-04-24 08:00:00, None, None,17
90.0, -2.4, None, -0.03, 11.0, 102.0, -11.3, None, None, 51.0,2021-04-24 09:00:00, None, None,17
112.5, 0.6, None, -0.07, 4.0, 101.9, -12.5, None, None, 37.0,2021-04-24 10:00:00, None, None,17
67.5, 3.9, None, -0.15, 7.0, 101.8, -13.9, None, None, 26.0,2021-04-24 11:00:00, None, None,17
292.5, 5.7, None, -0.15, 10.0, 101.8, -15.6, None, None, 20.0,2021-04-24 12:00:00, None, None,17
