WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 4.666,84.2,2016-02-19 00:00:00,8.23,8
None, None, 5.211,86.5,2016-02-19 01:00:00,7.91,8
None, None, 3.148,83.7,2016-02-19 02:00:00,7.83,8
None, None, 2.7,84.1,2016-02-19 03:00:00,7.87,8
None, None, 2.394,82.3,2016-02-19 04:00:00,8.01,8
None, None, 3.286,81.8,2016-02-19 05:00:00,7.93,8
None, None, 2.806,83.5,2016-02-19 06:00:00,7.77,8
None, None, 1.672,87.5,2016-02-19 07:00:00,7.36,8
None, None, 2.509,88.0,2016-02-19 08:00:00,7.2,8
None, None, 2.611,86.7,2016-02-19 09:00:00,7.23,8
None, None, 4.27,85.3,2016-02-19 10:00:00,7.01,8
None, None, 5.103,85.5,2016-02-19 11:00:00,6.896,8
None, None, 6.204,84.0,2016-02-19 12:00:00,7.05,8
None, None, 6.276,83.9,2016-02-19 13:00:00,7.16,8
None, None, 6.201,83.3,2016-02-19 14:00:00,7.32,8
None, None, 3.362,86.4,2016-02-19 15:00:00,7.55,8
None, None, 1.569,83.0,2016-02-19 16:00:00,8.25,8
None, None, 7.04,75.0,2016-02-19 17:00:00,9.59,8
None, None, 6.856,73.4,2016-02-19 18:00:00,9.27,8
None, None, 3.031,77.3,2016-02-19 19:00:00,8.34,8
None, None, 2.067,82.8,2016-02-19 20:00:00,7.25,8
None, None, 2.459,88.8,2016-02-19 21:00:00,5.857,8
None, None, 2.132,87.4,2016-02-19 22:00:00,5.456,8
None, None, 1.904,83.8,2016-02-19 23:00:00,5.648,8
None, None, 1.041,86.5,2016-02-20 00:00:00,5.408,8
None, None, 1.914,88.8,2016-02-20 01:00:00,5.202,8
None, None, 0.753,88.8,2016-02-20 02:00:00,5.404,8
None, None, 3.815,80.6,2016-02-20 03:00:00,6.342,8
None, None, 6.424,76.8,2016-02-20 04:00:00,6.729,8
None, None, 6.125,80.8,2016-02-20 05:00:00,6.601,8
None, None, 3.735,78.9,2016-02-20 06:00:00,6.392,8
None, None, 2.006,82.3,2016-02-20 07:00:00,5.958,8
None, None, 1.671,86.4,2016-02-20 08:00:00,5.631,8
None, None, 0.864,84.4,2016-02-20 09:00:00,6.516,8
None, None, 1.714,82.2,2016-02-20 10:00:00,6.582,8
