WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
311.6, None,58.0, None,2021-06-18 00:00:00, None,25
287.0, None,63.7, None,2021-06-18 01:00:00, None,25
180.4, None,71.6, None,2021-06-18 02:00:00, None,25
301.3, None,76.5, None,2021-06-18 03:00:00, None,25
290.1, None,78.8, None,2021-06-18 04:00:00, None,25
265.3, None,83.5, None,2021-06-18 05:00:00, None,25
298.7, None,87.0, None,2021-06-18 06:00:00, None,25
254.9, None,85.1, None,2021-06-18 07:00:00, None,25
256.0, None,78.6, None,2021-06-18 08:00:00, None,25
253.1, None,73.6, None,2021-06-18 09:00:00, None,25
341.5, None,61.3, None,2021-06-18 10:00:00, None,25
5.2, None,49.4, None,2021-06-18 11:00:00, None,25
339.6, None,44.1, None,2021-06-18 12:00:00, None,25
284.4, None,42.0, None,2021-06-18 13:00:00, None,25
275.4, None,38.9, None,2021-06-18 14:00:00, None,25
316.2, None,37.7, None,2021-06-18 15:00:00, None,25
228.5, None,36.1, None,2021-06-18 16:00:00, None,25
220.0, None,36.7, None,2021-06-18 17:00:00, None,25
264.0, None,37.0, None,2021-06-18 18:00:00, None,25
249.7, None,40.4, None,2021-06-18 19:00:00, None,25
238.9, None,46.3, None,2021-06-18 20:00:00, None,25
255.3, None,55.4, None,2021-06-18 21:00:00, None,25
249.3, None,56.7, None,2021-06-18 22:00:00, None,25
267.1, None,56.8, None,2021-06-18 23:00:00, None,25
285.9, None,54.4, None,2021-06-19 00:00:00, None,25
331.1, None,51.4, None,2021-06-19 01:00:00, None,25
78.9, None,48.5, None,2021-06-19 02:00:00, None,25
178.1, None,50.5, None,2021-06-19 03:00:00, None,25
203.4, None,61.3, None,2021-06-19 04:00:00, None,25
231.1, None,67.4, None,2021-06-19 05:00:00, None,25
233.8, None,62.3, None,2021-06-19 06:00:00, None,25
217.0, None,56.5, None,2021-06-19 07:00:00, None,25
265.0, None,57.1, None,2021-06-19 08:00:00, None,25
258.5, None,57.6, None,2021-06-19 09:00:00, None,25
272.4, None,61.1, None,2021-06-19 10:00:00, None,25
201.0, None,59.3, None,2021-06-19 11:00:00, None,25
162.9, None,53.6, None,2021-06-19 12:00:00, None,25
155.9, None,48.3, None,2021-06-19 13:00:00, None,25
351.6, None,48.7, None,2021-06-19 14:00:00, None,25
329.3, None,52.4, None,2021-06-19 15:00:00, None,25
45.6, None,43.9, None,2021-06-19 16:00:00, None,25
42.5, None,39.8, None,2021-06-19 17:00:00, None,25
51.4, None,42.3, None,2021-06-19 18:00:00, None,25
111.9, None,41.7, None,2021-06-19 19:00:00, None,25
159.9, None,44.5, None,2021-06-19 20:00:00, None,25
180.7, None,67.8, None,2021-06-19 21:00:00, None,25
161.8, None,81.9, None,2021-06-19 22:00:00, None,25
171.0, None,86.7, None,2021-06-19 23:00:00, None,25
160.5, None,91.2, None,2021-06-20 00:00:00, None,25
173.1, None,93.8, None,2021-06-20 01:00:00, None,25
170.5, None,94.6, None,2021-06-20 02:00:00, None,25
156.9, None,95.0, None,2021-06-20 03:00:00, None,25
154.7, None,95.3, None,2021-06-20 04:00:00, None,25
275.5, None,95.9, None,2021-06-20 05:00:00, None,25
221.4, None,96.6, None,2021-06-20 06:00:00, None,25
340.0, None,92.0, None,2021-06-20 07:00:00, None,25
332.4, None,74.2, None,2021-06-20 08:00:00, None,25
322.7, None,66.6, None,2021-06-20 09:00:00, None,25
320.1, None,59.9, None,2021-06-20 10:00:00, None,25
309.4, None,54.1, None,2021-06-20 11:00:00, None,25
311.0, None,48.0, None,2021-06-20 12:00:00, None,25
311.2, None,39.3, None,2021-06-20 13:00:00, None,25
307.3, None,34.3, None,2021-06-20 14:00:00, None,25
347.1, None,31.3, None,2021-06-20 15:00:00, None,25
292.3, None,28.2, None,2021-06-20 16:00:00, None,25
266.8, None,27.8, None,2021-06-20 17:00:00, None,25
48.6, None,27.9, None,2021-06-20 18:00:00, None,25
53.9, None,30.5, None,2021-06-20 19:00:00, None,25
56.9, None,39.7, None,2021-06-20 20:00:00, None,25
186.8, None,63.6, None,2021-06-20 21:00:00, None,25
169.1, None,74.8, None,2021-06-20 22:00:00, None,25
176.7, None,86.0, None,2021-06-20 23:00:00, None,25
182.4, None,89.4, None,2021-06-21 00:00:00, None,25
180.8, None,91.6, None,2021-06-21 01:00:00, None,25
171.5, None,92.8, None,2021-06-21 02:00:00, None,25
169.2, None,94.6, None,2021-06-21 03:00:00, None,25
162.0, None,95.5, None,2021-06-21 04:00:00, None,25
155.9, None,96.1, None,2021-06-21 05:00:00, None,25
15.2, None,89.0, None,2021-06-21 06:00:00, None,25
23.0, None,70.5, None,2021-06-21 07:00:00, None,25
168.7, None,61.3, None,2021-06-21 08:00:00, None,25
141.5, None,50.7, None,2021-06-21 09:00:00, None,25
134.7, None,42.8, None,2021-06-21 10:00:00, None,25
191.9, None,39.4, None,2021-06-21 11:00:00, None,25
208.7, None,33.5, None,2021-06-21 12:00:00, None,25
282.6, None,30.3, None,2021-06-21 13:00:00, None,25
245.6, None,29.5, None,2021-06-21 14:00:00, None,25
200.3, None,28.5, None,2021-06-21 15:00:00, None,25
221.7, None,27.1, None,2021-06-21 16:00:00, None,25
275.9, None,27.3, None,2021-06-21 17:00:00, None,25
315.6, None,27.5, None,2021-06-21 18:00:00, None,25
324.5, None,26.5, None,2021-06-21 19:00:00, None,25
294.3, None,31.6, None,2021-06-21 20:00:00, None,25
201.0, None,51.9, None,2021-06-21 21:00:00, None,25
198.1, None,64.5, None,2021-06-21 22:00:00, None,25
242.1, None,46.9, None,2021-06-21 23:00:00, None,25
270.3, None,45.4, None,2021-06-22 00:00:00, None,25
273.8, None,48.8, None,2021-06-22 01:00:00, None,25
126.6, None,52.2, None,2021-06-22 02:00:00, None,25
167.9, None,54.0, None,2021-06-22 03:00:00, None,25
152.5, None,60.3, None,2021-06-22 04:00:00, None,25
167.3, None,67.6, None,2021-06-22 05:00:00, None,25
152.2, None,62.9, None,2021-06-22 06:00:00, None,25
229.0, None,53.5, None,2021-06-22 07:00:00, None,25
252.0, None,48.8, None,2021-06-22 08:00:00, None,25
244.2, None,43.3, None,2021-06-22 09:00:00, None,25
257.9, None,37.3, None,2021-06-22 10:00:00, None,25
244.4, None,30.0, None,2021-06-22 11:00:00, None,25
251.1, None,27.6, None,2021-06-22 12:00:00, None,25
262.1, None,25.4, None,2021-06-22 13:00:00, None,25
277.4, None,24.0, None,2021-06-22 14:00:00, None,25
292.5, None,24.4, None,2021-06-22 15:00:00, None,25
284.7, None,21.9, None,2021-06-22 16:00:00, None,25
285.8, None,17.8, None,2021-06-22 17:00:00, None,25
315.9, None,20.1, None,2021-06-22 18:00:00, None,25
301.0, None,24.4, None,2021-06-22 19:00:00, None,25
317.2, None,26.9, None,2021-06-22 20:00:00, None,25
355.8, None,37.7, None,2021-06-22 21:00:00, None,25
178.8, None,52.7, None,2021-06-22 22:00:00, None,25
179.7, None,55.6, None,2021-06-22 23:00:00, None,25
168.4, None,65.0, None,2021-06-23 00:00:00, None,25
174.3, None,64.3, None,2021-06-23 01:00:00, None,25
