BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,97.4, None,2021-06-18 00:00:00, None,25
None, None, None,100.0, None,2021-06-18 01:00:00, None,25
None, None, None,100.0, None,2021-06-18 02:00:00, None,25
None, None, None,100.0, None,2021-06-18 03:00:00, None,25
None, None, None,100.0, None,2021-06-18 04:00:00, None,25
None, None, None,100.0, None,2021-06-18 05:00:00, None,25
None, None, None,100.0, None,2021-06-18 06:00:00, None,25
None, None, None,100.0, None,2021-06-18 07:00:00, None,25
None, None, None,99.9, None,2021-06-18 08:00:00, None,25
None, None, None,99.9, None,2021-06-18 09:00:00, None,25
None, None, None,84.6, None,2021-06-18 10:00:00, None,25
None, None, None,73.9, None,2021-06-18 11:00:00, None,25
None, None, None,68.9, None,2021-06-18 12:00:00, None,25
None, None, None,65.2, None,2021-06-18 13:00:00, None,25
None, None, None,66.9, None,2021-06-18 14:00:00, None,25
None, None, None,55.5, None,2021-06-18 15:00:00, None,25
None, None, None,47.0, None,2021-06-18 16:00:00, None,25
None, None, None,49.8, None,2021-06-18 17:00:00, None,25
None, None, None,52.7, None,2021-06-18 18:00:00, None,25
None, None, None,57.4, None,2021-06-18 19:00:00, None,25
None, None, None,56.1, None,2021-06-18 20:00:00, None,25
None, None, None,70.6, None,2021-06-18 21:00:00, None,25
None, None, None,77.1, None,2021-06-18 22:00:00, None,25
None, None, None,71.1, None,2021-06-18 23:00:00, None,25
None, None, None,89.7, None,2021-06-19 00:00:00, None,25
None, None, None,95.3, None,2021-06-19 01:00:00, None,25
None, None, None,96.1, None,2021-06-19 02:00:00, None,25
None, None, None,95.6, None,2021-06-19 03:00:00, None,25
None, None, None,96.2, None,2021-06-19 04:00:00, None,25
None, None, None,97.6, None,2021-06-19 05:00:00, None,25
None, None, None,94.9, None,2021-06-19 06:00:00, None,25
None, None, None,87.0, None,2021-06-19 07:00:00, None,25
None, None, None,82.0, None,2021-06-19 08:00:00, None,25
None, None, None,81.2, None,2021-06-19 09:00:00, None,25
None, None, None,73.2, None,2021-06-19 10:00:00, None,25
None, None, None,65.5, None,2021-06-19 11:00:00, None,25
None, None, None,58.5, None,2021-06-19 12:00:00, None,25
None, None, None,48.6, None,2021-06-19 13:00:00, None,25
None, None, None,44.1, None,2021-06-19 14:00:00, None,25
None, None, None,44.7, None,2021-06-19 15:00:00, None,25
None, None, None,46.2, None,2021-06-19 16:00:00, None,25
None, None, None,48.9, None,2021-06-19 17:00:00, None,25
None, None, None,60.6, None,2021-06-19 18:00:00, None,25
None, None, None,60.3, None,2021-06-19 19:00:00, None,25
None, None, None,59.2, None,2021-06-19 20:00:00, None,25
None, None, None,69.7, None,2021-06-19 21:00:00, None,25
None, None, None,77.7, None,2021-06-19 22:00:00, None,25
None, None, None,84.4, None,2021-06-19 23:00:00, None,25
None, None, None,86.6, None,2021-06-20 00:00:00, None,25
None, None, None,94.8, None,2021-06-20 01:00:00, None,25
None, None, None,94.7, None,2021-06-20 02:00:00, None,25
None, None, None,97.5, None,2021-06-20 03:00:00, None,25
None, None, None,99.8, None,2021-06-20 04:00:00, None,25
None, None, None,99.3, None,2021-06-20 05:00:00, None,25
None, None, None,94.4, None,2021-06-20 06:00:00, None,25
None, None, None,88.7, None,2021-06-20 07:00:00, None,25
None, None, None,80.3, None,2021-06-20 08:00:00, None,25
None, None, None,67.6, None,2021-06-20 09:00:00, None,25
None, None, None,61.2, None,2021-06-20 10:00:00, None,25
None, None, None,55.5, None,2021-06-20 11:00:00, None,25
None, None, None,44.9, None,2021-06-20 12:00:00, None,25
None, None, None,31.7, None,2021-06-20 13:00:00, None,25
None, None, None,28.5, None,2021-06-20 14:00:00, None,25
None, None, None,29.3, None,2021-06-20 15:00:00, None,25
None, None, None,28.7, None,2021-06-20 16:00:00, None,25
None, None, None,33.1, None,2021-06-20 17:00:00, None,25
None, None, None,31.9, None,2021-06-20 18:00:00, None,25
None, None, None,41.8, None,2021-06-20 19:00:00, None,25
None, None, None,54.0, None,2021-06-20 20:00:00, None,25
None, None, None,47.3, None,2021-06-20 21:00:00, None,25
None, None, None,63.3, None,2021-06-20 22:00:00, None,25
None, None, None,74.2, None,2021-06-20 23:00:00, None,25
None, None, None,80.9, None,2021-06-21 00:00:00, None,25
None, None, None,88.2, None,2021-06-21 01:00:00, None,25
