WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
, None,1.305, None,0.773,2016-11-04 00:00:00,5.939,45
, None,0.680998, None,4.981,2016-11-04 01:00:00,4.257,45
, None,0.662998, None,58.85,2016-11-04 02:00:00,3.665,45
, None,1.134, None,2.636,2016-11-04 03:00:00,3.034,45
, None,0.616998, None,0.666998,2016-11-04 04:00:00,2.399,45
, None,0.759998, None,1.208,2016-11-04 05:00:00,1.963,45
, None,0.679, None,0.643998,2016-11-04 06:00:00,1.865,45
, None,1.153, None,1.958,2016-11-04 07:00:00,1.921,45
, None,1.124, None,5.521,2016-11-04 08:00:00,1.785,45
, None,0.713998, None,2.186,2016-11-04 09:00:00,2.376,45
, None,0.987999, None,4.795,2016-11-04 10:00:00,4.372,45
, None,0.79, None,1.245,2016-11-04 11:00:00,7.182,45
, None,1.459, None,0.298999,2016-11-04 12:00:00,8.2,45
, None,0.656, None,56.92,2016-11-04 13:00:00,9.58,45
, None,0.476999, None,66.84,2016-11-04 14:00:00,10.56,45
, None,1.091, None,69.22,2016-11-04 15:00:00,10.8,45
, None,0.564998, None,74.18,2016-11-04 16:00:00,10.05,45
, None,0.657, None,81.3,2016-11-04 17:00:00,8.89,45
, None,0.74, None,36.34,2016-11-04 18:00:00,7.757,45
, None,0.810998, None,0.652,2016-11-04 19:00:00,7.636,45
, None,0.632, None,0.588998,2016-11-04 20:00:00,6.604,45
, None,0.589999, None,1.748,2016-11-04 21:00:00,6.422,45
, None,0.535, None,0.625,2016-11-04 22:00:00,6.908,45
, None,0.810998, None,1.148,2016-11-04 23:00:00,6.903,45
, None,0.765999, None,0.768,2016-11-05 00:00:00,6.999,45
, None,0.773, None,0.598999,2016-11-05 01:00:00,6.912,45
, None,0.709999, None,0.488999,2016-11-05 02:00:00,6.638,45
, None,0.483999, None,1.14,2016-11-05 03:00:00,6.709,45
, None,0.495999, None,1.993,2016-11-05 04:00:00,6.81,45
, None,0.509, None,1.365,2016-11-05 05:00:00,6.752,45
, None,0.583998, None,0.298999,2016-11-05 06:00:00,6.872,45
, None,0.593999, None,2.448,2016-11-05 07:00:00,7.062,45
, None,0.363, None,2.53,2016-11-05 08:00:00,7.244,45
, None,0.799, None,1.118,2016-11-05 09:00:00,7.845,45
, None,0.887, None,3.368,2016-11-05 10:00:00,8.76,45
, None,0.679, None,11.19,2016-11-05 11:00:00,9.38,45
, None,0.512, None,75.24,2016-11-05 12:00:00,10.19,45
, None,0.488999, None,72.63,2016-11-05 13:00:00,11.22,45
, None,0.573, None,72.9,2016-11-05 14:00:00,11.26,45
, None,0.402999, None,78.51,2016-11-05 15:00:00,11.06,45
, None,0.349999, None,86.9,2016-11-05 16:00:00,10.54,45
, None,0.446, None,59.85,2016-11-05 17:00:00,9.93,45
, None,0.569998, None,4.407,2016-11-05 18:00:00,9.43,45
, None,0.458, None,1.164,2016-11-05 19:00:00,9.31,45
, None,0.432, None,0.827,2016-11-05 20:00:00,9.08,45
, None,0.593999, None,0.592,2016-11-05 21:00:00,9.02,45
, None,0.400999, None,0.574,2016-11-05 22:00:00,8.91,45
, None,0.405, None,0.384999,2016-11-05 23:00:00,8.66,45
, None,0.174998, None,2.624,2016-11-06 00:00:00,8.7,45
, None,0.708998, None,1.007,2016-11-06 01:00:00,8.63,45
, None,0.418998, None,1.915,2016-11-06 02:00:00,8.73,45
, None,0.432, None,2.102,2016-11-06 03:00:00,8.79,45
, None,0.305, None,2.34,2016-11-06 04:00:00,8.9,45
, None,0.772, None,1.522,2016-11-06 05:00:00,8.91,45
, None,0.830999, None,4.448,2016-11-06 06:00:00,8.87,45
, None,1.309, None,1.807,2016-11-06 07:00:00,9.1,45
, None,1.535, None,0.446,2016-11-06 08:00:00,8.93,45
, None,2.212, None,3.781,2016-11-06 09:00:00,10.55,45
, None,1.381, None,0.703,2016-11-06 10:00:00,11.36,45
, None,0.919, None,0.298999,2016-11-06 11:00:00,12.6,45
, None,3.078, None,0.3,2016-11-06 12:00:00,13.9,45
, None,3.491, None,1.333,2016-11-06 13:00:00,14.16,45
, None,2.86, None,0.657998,2016-11-06 14:00:00,14.47,45
