AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
3.2, 1.0,0.0,0.0, 0.0,2019-10-15 00:00:00,249.0,100.0,42
3.2, None,0.0,1.7, None,2019-10-15 00:15:00,228.0,100.0,42
3.4, None,0.0,0.0, None,2019-10-15 00:30:00,230.0,100.0,42
3.9, None,0.0,0.4, None,2019-10-15 00:45:00,207.0,100.0,42
4.6, -1.0,0.0,1.7, 0.0,2019-10-15 01:00:00,109.0,100.0,42
4.9, None,0.0,5.0, None,2019-10-15 01:15:00,292.0,100.0,42
5.0, None,0.0,0.5, None,2019-10-15 01:30:00,244.0,100.0,42
5.1, None,0.0,0.1, None,2019-10-15 01:45:00,351.0,100.0,42
5.1, 0.0,0.0,3.1, 0.0,2019-10-15 02:00:00,259.0,100.0,42
5.1, None,0.0,1.9, None,2019-10-15 02:15:00,242.0,100.0,42
5.2, None,0.0,0.0, None,2019-10-15 02:30:00,233.0,100.0,42
5.2, None,0.0,2.2, None,2019-10-15 02:45:00,232.0,100.0,42
5.2, 0.0,0.0,1.5, 0.0,2019-10-15 03:00:00,229.0,100.0,42
5.2, None,0.0,1.7, None,2019-10-15 03:15:00,220.0,100.0,42
5.2, None,0.0,0.0, None,2019-10-15 03:30:00,213.0,100.0,42
5.5, None,0.0,0.2, None,2019-10-15 03:45:00,237.0,100.0,42
5.4, 0.0,0.0,0.0, 0.0,2019-10-15 04:00:00,190.0,100.0,42
5.4, None,0.0,2.5, None,2019-10-15 04:15:00,248.0,100.0,42
5.5, None,0.0,0.0, None,2019-10-15 04:30:00,240.0,99.0,42
5.6, None,0.0,0.3, None,2019-10-15 04:45:00,194.0,98.0,42
5.7, 0.0,0.0,0.0, 0.0,2019-10-15 05:00:00,240.0,99.0,42
5.6, None,0.0,1.5, None,2019-10-15 05:15:00,79.0,99.0,42
5.6, None,0.0,1.4, None,2019-10-15 05:30:00,255.0,98.0,42
5.4, None,0.0,3.2, None,2019-10-15 05:45:00,230.0,99.0,42
5.3, 0.0,0.0,3.7, 0.0,2019-10-15 06:00:00,244.0,100.0,42
5.4, None,0.0,1.8, None,2019-10-15 06:15:00,224.0,99.0,42
5.4, None,0.0,4.4, None,2019-10-15 06:30:00,221.0,99.0,42
5.4, None,0.0,4.5, None,2019-10-15 06:45:00,242.0,100.0,42
5.7, 0.0,0.0,5.1, 0.0,2019-10-15 07:00:00,258.0,99.0,42
5.9, None,0.0,5.7, None,2019-10-15 07:15:00,268.0,98.0,42
6.4, None,0.0,4.9, None,2019-10-15 07:30:00,264.0,96.0,42
6.8, None,0.0,5.7, None,2019-10-15 07:45:00,272.0,95.0,42
7.2, 0.0,0.0,5.3, 0.0,2019-10-15 08:00:00,278.0,94.0,42
7.4, None,0.0,4.6, None,2019-10-15 08:15:00,263.0,92.0,42
7.5, None,0.0,4.1, None,2019-10-15 08:30:00,293.0,91.0,42
