pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
8.0, None, 1.0,448.0,847.0, None,2021-12-10 00:00:00,-9.7, None,186.0, None,50
7.0, None, None,449.0,846.0, None,2021-12-10 01:00:00,-9.8, None,186.0, None,50
7.0, None, 0.0,450.0,846.0, None,2021-12-10 02:00:00,-9.7, None,186.0, None,50
8.0, None, 1.0,450.0,847.0, None,2021-12-10 03:00:00,-9.6, None,185.0, None,50
7.0, None, 0.0,451.0,847.0, None,2021-12-10 04:00:00,-9.4, None,187.0, None,50
8.0, None, 1.0,451.0,848.0, None,2021-12-10 05:00:00,-9.2, None,189.0, None,50
8.0, None, 0.0,452.0,848.0, None,2021-12-10 06:00:00,-9.4, None,192.0, None,50
9.0, None, 1.0,452.0,849.0, None,2021-12-10 07:00:00,-8.9, None,190.0, None,50
9.0, None, 0.0,453.0,849.0, None,2021-12-10 08:00:00,-9.3, None,190.0, None,50
8.0, None, 0.0,453.0,849.0, None,2021-12-10 09:00:00,-9.4, None,190.0, None,50
8.0, None, 0.0,453.0,849.0, None,2021-12-10 10:00:00,-9.4, None,190.0, None,50
9.0, None, 0.0,454.0,849.0, None,2021-12-10 11:00:00,-9.3, None,192.0, None,50
9.0, None, 1.0,455.0,850.0, None,2021-12-10 12:00:00,-8.6, None,194.0, None,50
9.0, None, 0.0,456.0,850.0, None,2021-12-10 13:00:00,-8.2, None,195.0, None,50
10.0, None, 1.0,457.0,851.0, None,2021-12-10 14:00:00,-8.3, None,197.0, None,50
10.0, None, 0.0,458.0,851.0, None,2021-12-10 15:00:00,-8.1, None,196.0, None,50
10.0, None, 1.0,458.0,852.0, None,2021-12-10 16:00:00,-8.0, None,195.0, None,50
11.0, None, 1.0,458.0,853.0, None,2021-12-10 17:00:00,-8.1, None,194.0, None,50
10.0, None, 0.0,458.0,853.0, None,2021-12-10 18:00:00,-8.2, None,193.0, None,50
10.0, None, 1.0,458.0,854.0, None,2021-12-10 19:00:00,-8.3, None,193.0, None,50
10.0, None, 0.0,458.0,854.0, None,2021-12-10 20:00:00,-8.1, None,193.0, None,50
9.0, None, 0.0,458.0,854.0, None,2021-12-10 21:00:00,-8.0, None,193.0, None,50
7.0, None, None,458.0,853.0, None,2021-12-10 22:00:00,-7.8, None,194.0, None,50
7.0, None, 0.0,458.0,853.0, None,2021-12-10 23:00:00,-7.0, None,193.0, None,50
6.0, None, 0.0,458.0,853.0, None,2021-12-11 00:00:00,-6.3, None,193.0, None,50
8.0, None, 1.0,459.0,854.0, None,2021-12-11 01:00:00,-5.9, None,194.0, None,50
9.0, None, 1.0,460.0,855.0, None,2021-12-11 02:00:00,-5.8, None,194.0, None,50
8.0, None, 0.0,461.0,855.0, None,2021-12-11 03:00:00,-5.4, None,194.0, None,50
9.0, None, 1.0,463.0,856.0, None,2021-12-11 04:00:00,-5.1, None,195.0, None,50
11.0, None, 3.0,465.0,859.0, None,2021-12-11 05:00:00,-6.4, None,198.0, None,50
13.0, None, 2.0,468.0,861.0, None,2021-12-11 06:00:00,-8.0, None,202.0, None,50
14.0, None, 2.0,470.0,863.0, None,2021-12-11 07:00:00,-8.4, None,202.0, None,50
15.0, None, 1.0,471.0,864.0, None,2021-12-11 08:00:00,-8.4, None,201.0, None,50
15.0, None, 0.0,471.0,864.0, None,2021-12-11 09:00:00,-8.2, None,199.0, None,50
14.0, None, None,471.0,863.0, None,2021-12-11 10:00:00,-7.9, None,198.0, None,50
15.0, None, 1.0,471.0,864.0, None,2021-12-11 11:00:00,-7.7, None,197.0, None,50
14.0, None, 0.0,472.0,864.0, None,2021-12-11 12:00:00,-7.9, None,196.0, None,50
14.0, None, 0.0,472.0,864.0, None,2021-12-11 13:00:00,-7.5, None,197.0, None,50
11.0, None, None,472.0,862.0, None,2021-12-11 14:00:00,-8.0, None,197.0, None,50
13.0, None, 2.0,472.0,864.0, None,2021-12-11 15:00:00,-8.3, None,198.0, None,50
13.0, None, 1.0,473.0,865.0, None,2021-12-11 16:00:00,-8.5, None,196.0, None,50
13.0, None, 1.0,473.0,866.0, None,2021-12-11 17:00:00,-8.2, None,200.0, None,50
