air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,1.314, None, None, None, None, None,2017-06-04 00:00:00, None, None, None,23
None,1.313, None, None, None, None, None,2017-06-04 01:00:00, None, None, None,23
None,1.388, None, None, None, None, None,2017-06-04 02:00:00, None, None, None,23
None,1.22, None, None, None, None, None,2017-06-04 03:00:00, None, None, None,23
None,0.735, None, None, None, None, None,2017-06-04 04:00:00, None, None, None,23
None,0.568, None, None, None, None, None,2017-06-04 05:00:00, None, None, None,23
None,1.024, None, None, None, None, None,2017-06-04 06:00:00, None, None, None,23
None,1.472, None, None, None, None, None,2017-06-04 07:00:00, None, None, None,23
None,1.686, None, None, None, None, None,2017-06-04 08:00:00, None, None, None,23
None,2.05, None, None, None, None, None,2017-06-04 09:00:00, None, None, None,23
None,3.105, None, None, None, None, None,2017-06-04 10:00:00, None, None, None,23
None,3.9, None, None, None, None, None,2017-06-04 11:00:00, None, None, None,23
None,6.242, None, None, None, None, None,2017-06-04 12:00:00, None, None, None,23
None,6.194, None, None, None, None, None,2017-06-04 13:00:00, None, None, None,23
None,6.78, None, None, None, None, None,2017-06-04 14:00:00, None, None, None,23
None,7.01, None, None, None, None, None,2017-06-04 15:00:00, None, None, None,23
None,7.15, None, None, None, None, None,2017-06-04 16:00:00, None, None, None,23
None,7.2, None, None, None, None, None,2017-06-04 17:00:00, None, None, None,23
None,6.932, None, None, None, None, None,2017-06-04 18:00:00, None, None, None,23
None,6.298, None, None, None, None, None,2017-06-04 19:00:00, None, None, None,23
None,6.127, None, None, None, None, None,2017-06-04 20:00:00, None, None, None,23
None,5.59, None, None, None, None, None,2017-06-04 21:00:00, None, None, None,23
None,5.157, None, None, None, None, None,2017-06-04 22:00:00, None, None, None,23
None,4.903, None, None, None, None, None,2017-06-04 23:00:00, None, None, None,23
None,4.49, None, None, None, None, None,2017-06-05 00:00:00, None, None, None,23
None,4.377, None, None, None, None, None,2017-06-05 01:00:00, None, None, None,23
None,4.04, None, None, None, None, None,2017-06-05 02:00:00, None, None, None,23
None,3.45, None, None, None, None, None,2017-06-05 03:00:00, None, None, None,23
None,3.89, None, None, None, None, None,2017-06-05 04:00:00, None, None, None,23
None,3.357, None, None, None, None, None,2017-06-05 05:00:00, None, None, None,23
None,3.628, None, None, None, None, None,2017-06-05 06:00:00, None, None, None,23
None,3.89, None, None, None, None, None,2017-06-05 07:00:00, None, None, None,23
None,4.959, None, None, None, None, None,2017-06-05 08:00:00, None, None, None,23
None,4.612, None, None, None, None, None,2017-06-05 09:00:00, None, None, None,23
None,6.393, None, None, None, None, None,2017-06-05 10:00:00, None, None, None,23
None,7.9, None, None, None, None, None,2017-06-05 11:00:00, None, None, None,23
None,8.19, None, None, None, None, None,2017-06-05 12:00:00, None, None, None,23
None,9.32, None, None, None, None, None,2017-06-05 13:00:00, None, None, None,23
None,10.41, None, None, None, None, None,2017-06-05 14:00:00, None, None, None,23
None,10.64, None, None, None, None, None,2017-06-05 15:00:00, None, None, None,23
None,9.54, None, None, None, None, None,2017-06-05 16:00:00, None, None, None,23
None,9.74, None, None, None, None, None,2017-06-05 17:00:00, None, None, None,23
None,9.14, None, None, None, None, None,2017-06-05 18:00:00, None, None, None,23
None,8.81, None, None, None, None, None,2017-06-05 19:00:00, None, None, None,23
None,9.2, None, None, None, None, None,2017-06-05 20:00:00, None, None, None,23
None,8.31, None, None, None, None, None,2017-06-05 21:00:00, None, None, None,23
None,7.74, None, None, None, None, None,2017-06-05 22:00:00, None, None, None,23
None,7.68, None, None, None, None, None,2017-06-05 23:00:00, None, None, None,23
None,8.46, None, None, None, None, None,2017-06-06 00:00:00, None, None, None,23
None,8.11, None, None, None, None, None,2017-06-06 01:00:00, None, None, None,23
None,8.4, None, None, None, None, None,2017-06-06 02:00:00, None, None, None,23
None,8.04, None, None, None, None, None,2017-06-06 03:00:00, None, None, None,23
None,7.59, None, None, None, None, None,2017-06-06 04:00:00, None, None, None,23
None,7.62, None, None, None, None, None,2017-06-06 05:00:00, None, None, None,23
None,8.17, None, None, None, None, None,2017-06-06 06:00:00, None, None, None,23
None,8.71, None, None, None, None, None,2017-06-06 07:00:00, None, None, None,23
None,10.33, None, None, None, None, None,2017-06-06 08:00:00, None, None, None,23
None,11.87, None, None, None, None, None,2017-06-06 09:00:00, None, None, None,23
None,13.49, None, None, None, None, None,2017-06-06 10:00:00, None, None, None,23
None,15.41, None, None, None, None, None,2017-06-06 11:00:00, None, None, None,23
None,16.08, None, None, None, None, None,2017-06-06 12:00:00, None, None, None,23
None,14.73, None, None, None, None, None,2017-06-06 13:00:00, None, None, None,23
None,15.88, None, None, None, None, None,2017-06-06 14:00:00, None, None, None,23
None,16.13, None, None, None, None, None,2017-06-06 15:00:00, None, None, None,23
None,16.46, None, None, None, None, None,2017-06-06 16:00:00, None, None, None,23
None,16.64, None, None, None, None, None,2017-06-06 17:00:00, None, None, None,23
None,15.49, None, None, None, None, None,2017-06-06 18:00:00, None, None, None,23
None,15.53, None, None, None, None, None,2017-06-06 19:00:00, None, None, None,23
None,14.63, None, None, None, None, None,2017-06-06 20:00:00, None, None, None,23
None,13.56, None, None, None, None, None,2017-06-06 21:00:00, None, None, None,23
None,13.39, None, None, None, None, None,2017-06-06 22:00:00, None, None, None,23
None,12.86, None, None, None, None, None,2017-06-06 23:00:00, None, None, None,23
None,12.62, None, None, None, None, None,2017-06-07 00:00:00, None, None, None,23
None,12.03, None, None, None, None, None,2017-06-07 01:00:00, None, None, None,23
None,12.4, None, None, None, None, None,2017-06-07 02:00:00, None, None, None,23
None,12.3, None, None, None, None, None,2017-06-07 03:00:00, None, None, None,23
None,11.64, None, None, None, None, None,2017-06-07 04:00:00, None, None, None,23
None,11.33, None, None, None, None, None,2017-06-07 05:00:00, None, None, None,23
None,11.23, None, None, None, None, None,2017-06-07 06:00:00, None, None, None,23
None,11.54, None, None, None, None, None,2017-06-07 07:00:00, None, None, None,23
None,12.52, None, None, None, None, None,2017-06-07 08:00:00, None, None, None,23
None,13.86, None, None, None, None, None,2017-06-07 09:00:00, None, None, None,23
None,16.93, None, None, None, None, None,2017-06-07 10:00:00, None, None, None,23
None,14.7, None, None, None, None, None,2017-06-07 11:00:00, None, None, None,23
None,18.15, None, None, None, None, None,2017-06-07 12:00:00, None, None, None,23
None,17.35, None, None, None, None, None,2017-06-07 13:00:00, None, None, None,23
None,19.18, None, None, None, None, None,2017-06-07 14:00:00, None, None, None,23
None,19.13, None, None, None, None, None,2017-06-07 15:00:00, None, None, None,23
None,19.31, None, None, None, None, None,2017-06-07 16:00:00, None, None, None,23
None,18.71, None, None, None, None, None,2017-06-07 17:00:00, None, None, None,23
None,18.32, None, None, None, None, None,2017-06-07 18:00:00, None, None, None,23
None,17.33, None, None, None, None, None,2017-06-07 19:00:00, None, None, None,23
None,15.71, None, None, None, None, None,2017-06-07 20:00:00, None, None, None,23
None,15.46, None, None, None, None, None,2017-06-07 21:00:00, None, None, None,23
None,14.92, None, None, None, None, None,2017-06-07 22:00:00, None, None, None,23
