RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
, None, None, None,31.82,35.74, None, None, None, None, None, None, None, None, None, None, None, None,5.207, None, None, None, None,12.79, None, None, None, None,2016-05-13 00:00:00, None,20,,
, None, None, None,31.41,35.98, None, None, None, None, None, None, None, None, None, None, None, None,4.82, None, None, None, None,14.19, None, None, None, None,2016-05-13 01:00:00, None,20,,
, None, None, None,29.67,42.14, None, None, None, None, None, None, None, None, None, None, None, None,4.715, None, None, None, None,14.12, None, None, None, None,2016-05-13 02:00:00, None,20,,
, None, None, None,32.32,47.46, None, None, None, None, None, None, None, None, None, None, None, None,4.937, None, None, None, None,12.76, None, None, None, None,2016-05-13 03:00:00, None,20,,
, None, None, None,34.77,49.12, None, None, None, None, None, None, None, None, None, None, None, None,4.812, None, None, None, None,10.62, None, None, None, None,2016-05-13 04:00:00, None,20,,
, None, None, None,37.23,48.32, None, None, None, None, None, None, None, None, None, None, None, None,4.396, None, None, None, None,9.98, None, None, None, None,2016-05-13 05:00:00, None,20,,
, None, None, None,36.76,46.95, None, None, None, None, None, None, None, None, None, None, None, None,4.647, None, None, None, None,10.2, None, None, None, None,2016-05-13 06:00:00, None,20,,
, None, None, None,41.55,51.84, None, None, None, None, None, None, None, None, None, None, None, None,4.802, None, None, None, None,7.28, None, None, None, None,2016-05-13 07:00:00, None,20,,
, None, None, None,32.1,51.18, None, None, None, None, None, None, None, None, None, None, None, None,5.713, None, None, None, None,10.47, None, None, None, None,2016-05-13 08:00:00, None,20,,
, None, None, None,27.82,51.48, None, None, None, None, None, None, None, None, None, None, None, None,6.258, None, None, None, None,13.18, None, None, None, None,2016-05-13 09:00:00, None,20,,
, None, None, None,22.94,50.32, None, None, None, None, None, None, None, None, None, None, None, None,6.208, None, None, None, None,15.11, None, None, None, None,2016-05-13 10:00:00, None,20,,
, None, None, None,21.44,41.71, None, None, None, None, None, None, None, None, None, None, None, None,9.1, None, None, None, None,17.2, None, None, None, None,2016-05-13 11:00:00, None,20,,
, None, None, None,17.48,42.78, None, None, None, None, None, None, None, None, None, None, None, None,13.46, None, None, None, None,21.14, None, None, None, None,2016-05-13 12:00:00, None,20,,
, None, None, None,18.59,40.18, None, None, None, None, None, None, None, None, None, None, None, None,14.64, None, None, None, None,18.84, None, None, None, None,2016-05-13 13:00:00, None,20,,
, None, None, None,19.62,38.83, None, None, None, None, None, None, None, None, None, None, None, None,15.48, None, None, None, None,17.94, None, None, None, None,2016-05-13 14:00:00, None,20,,
, None, None, None,17.87,39.9, None, None, None, None, None, None, None, None, None, None, None, None,16.3, None, None, None, None,17.35, None, None, None, None,2016-05-13 15:00:00, None,20,,
, None, None, None,14.17,40.55, None, None, None, None, None, None, None, None, None, None, None, None,16.11, None, None, None, None,21.37, None, None, None, None,2016-05-13 16:00:00, None,20,,
, None, None, None,14.81,38.29, None, None, None, None, None, None, None, None, None, None, None, None,13.78, None, None, None, None,21.01, None, None, None, None,2016-05-13 17:00:00, None,20,,
, None, None, None,16.76,41.1, None, None, None, None, None, None, None, None, None, None, None, None,14.98, None, None, None, None,18.18, None, None, None, None,2016-05-13 18:00:00, None,20,,
, None, None, None,14.45,41.3, None, None, None, None, None, None, None, None, None, None, None, None,12.16, None, None, None, None,20.0, None, None, None, None,2016-05-13 19:00:00, None,20,,
, None, None, None,14.59,37.19, None, None, None, None, None, None, None, None, None, None, None, None,10.89, None, None, None, None,19.46, None, None, None, None,2016-05-13 20:00:00, None,20,,
, None, None, None,16.26,36.06, None, None, None, None, None, None, None, None, None, None, None, None,8.8, None, None, None, None,19.39, None, None, None, None,2016-05-13 21:00:00, None,20,,
, None, None, None,26.05,35.65, None, None, None, None, None, None, None, None, None, None, None, None,7.78, None, None, None, None,13.01, None, None, None, None,2016-05-13 22:00:00, None,20,,
, None, None, None,27.19,35.53, None, None, None, None, None, None, None, None, None, None, None, None,7.95, None, None, None, None,12.33, None, None, None, None,2016-05-13 23:00:00, None,20,,
, None, None, None,25.46,36.96, None, None, None, None, None, None, None, None, None, None, None, None,7.55, None, None, None, None,13.97, None, None, None, None,2016-05-14 00:00:00, None,20,,
, None, None, None,27.9,40.39, None, None, None, None, None, None, None, None, None, None, None, None,7.58, None, None, None, None,11.99, None, None, None, None,2016-05-14 01:00:00, None,20,,
, None, None, None,27.96,38.58, None, None, None, None, None, None, None, None, None, None, None, None,6.927, None, None, None, None,14.5, None, None, None, None,2016-05-14 02:00:00, None,20,,
, None, None, None,30.66,40.69, None, None, None, None, None, None, None, None, None, None, None, None,6.838, None, None, None, None,13.58, None, None, None, None,2016-05-14 03:00:00, None,20,,
, None, None, None,31.45,45.27, None, None, None, None, None, None, None, None, None, None, None, None,6.363, None, None, None, None,12.06, None, None, None, None,2016-05-14 04:00:00, None,20,,
, None, None, None,33.36,46.51, None, None, None, None, None, None, None, None, None, None, None, None,5.994, None, None, None, None,11.12, None, None, None, None,2016-05-14 05:00:00, None,20,,
, None, None, None,33.24,41.78, None, None, None, None, None, None, None, None, None, None, None, None,5.945, None, None, None, None,13.15, None, None, None, None,2016-05-14 06:00:00, None,20,,
, None, None, None,33.88,38.98, None, None, None, None, None, None, None, None, None, None, None, None,6.304, None, None, None, None,14.23, None, None, None, None,2016-05-14 07:00:00, None,20,,
, None, None, None,36.35,35.43, None, None, None, None, None, None, None, None, None, None, None, None,7.22, None, None, None, None,13.8, None, None, None, None,2016-05-14 08:00:00, None,20,,
, None, None, None,34.99,36.87, None, None, None, None, None, None, None, None, None, None, None, None,8.39, None, None, None, None,13.2, None, None, None, None,2016-05-14 09:00:00, None,20,,
, None, None, None,32.61,35.83, None, None, None, None, None, None, None, None, None, None, None, None,8.88, None, None, None, None,14.87, None, None, None, None,2016-05-14 10:00:00, None,20,,
, None, None, None,27.09,35.04, None, None, None, None, None, None, None, None, None, None, None, None,11.61, None, None, None, None,14.97, None, None, None, None,2016-05-14 11:00:00, None,20,,
, None, None, None,24.59,35.68, None, None, None, None, None, None, None, None, None, None, None, None,15.01, None, None, None, None,16.46, None, None, None, None,2016-05-14 12:00:00, None,20,,
, None, None, None,23.61,36.7, None, None, None, None, None, None, None, None, None, None, None, None,16.23, None, None, None, None,15.29, None, None, None, None,2016-05-14 13:00:00, None,20,,
, None, None, None,19.0,39.77, None, None, None, None, None, None, None, None, None, None, None, None,17.52, None, None, None, None,19.19, None, None, None, None,2016-05-14 14:00:00, None,20,,
