pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,4.773,57.19, None, None,64.4,0.992,32.82, None, None, None, None, None, None, -3.0,890.0, None, None, None,2016-04-15 00:00:00, None, 0.39, None,16
None,4.303,57.6, None, None,51.28,2.348,299.0, None, None, None, None, None, None, -3.0,891.0, None, None, None,2016-04-15 01:00:00, None, -0.081, None,16
None,3.399,63.03, None, None,74.4,0.568,250.6, None, None, None, None, None, None, -3.0,892.0, None, None, None,2016-04-15 02:00:00, None, 0.013, None,16
None,2.536,66.91, None, None,44.81,2.869,297.1, None, None, None, None, None, None, -3.0,892.0, None, None, None,2016-04-15 03:00:00, None, 0.013, None,16
None,1.913,71.3, None, None,67.52,1.101,219.5, None, None, None, None, None, None, -3.0,893.0, None, None, None,2016-04-15 04:00:00, None, 0.047, None,16
None,1.494,73.2, None, None,47.5,2.486,138.5, None, None, None, None, None, None, -3.0,893.0, None, None, None,2016-04-15 05:00:00, None, 0.02, None,16
None,0.784,78.7, None, None,56.49,2.211,294.1, None, None, None, None, None, None, -2.0,894.0, None, None, None,2016-04-15 06:00:00, None, -0.03, None,16
None,0.932,77.3, None, None,48.01,2.461,326.1, None, None, None, None, None, None, -3.0,894.0, None, None, None,2016-04-15 07:00:00, None, -0.084, None,16
None,1.629,77.3, None, None,75.5,0.462,335.4, None, None, None, None, None, None, -2.0,895.0, None, None, None,2016-04-15 08:00:00, None, 0.025, None,16
None,3.654,68.42, None, None,76.5,0.466,154.5, None, None, None, None, None, None, -2.0,895.0, None, None, None,2016-04-15 09:00:00, None, 0.922, None,16
None,4.697,67.37, None, None,48.24,2.19,334.4, None, None, None, None, None, None, -1.0,896.0, None, None, None,2016-04-15 10:00:00, None, None, None,16
None,6.952,55.13, None, None,53.87,2.506,1.801, None, None, None, None, None, None, -1.0,896.0, None, None, None,2016-04-15 11:00:00, None, 0.849, None,16
None,7.34,49.98, None, None,40.11,4.618,42.38, None, None, None, None, None, None, -2.0,896.0, None, None, None,2016-04-15 12:00:00, None, 0.734, None,16
None,7.63,50.86, None, None,49.02,4.528,25.62, None, None, None, None, None, None, -2.0,896.0, None, None, None,2016-04-15 13:00:00, None, 1.29, None,16
None,8.16,43.49, None, None,66.7,2.193,253.7, None, None, None, None, None, None, -4.0,896.0, None, None, None,2016-04-15 14:00:00, None, None, None,16
None,8.16,45.5, None, None,71.6,1.49,230.2, None, None, None, None, None, None, -3.0,896.0, None, None, None,2016-04-15 15:00:00, None, 0.917, None,16
None,8.49,43.83, None, None,78.9,0.324,234.9, None, None, None, None, None, None, -3.0,896.0, None, None, None,2016-04-15 16:00:00, None, 1.249, None,16
None,8.59,42.62, None, None,69.11,1.995,7.94, None, None, None, None, None, None, -3.0,896.0, None, None, None,2016-04-15 17:00:00, None, 0.939, None,16
None,8.83,38.68, None, None,77.9,0.49,261.5, None, None, None, None, None, None, -4.0,897.0, None, None, None,2016-04-15 18:00:00, None, 0.707, None,16
None,7.53,43.89, None, None,65.04,2.232,21.03, None, None, None, None, None, None, -4.0,897.0, None, None, None,2016-04-15 19:00:00, None, 0.487, None,16
None,6.364,48.53, None, None,49.35,8.59,220.0, None, None, None, None, None, None, -4.0,898.0, None, None, None,2016-04-15 20:00:00, None, 0.366, None,16
None,5.998,49.14, None, None,45.8,5.073,56.32, None, None, None, None, None, None, -4.0,898.0, None, None, None,2016-04-15 21:00:00, None, 0.313, None,16
None,5.337,51.56, None, None,70.8,1.229,106.9, None, None, None, None, None, None, -4.0,899.0, None, None, None,2016-04-15 22:00:00, None, 0.2, None,16
None,5.481,50.89, None, None,57.51,3.828,166.9, None, None, None, None, None, None, -4.0,899.0, None, None, None,2016-04-15 23:00:00, None, 0.42, None,16
None,4.954,53.23, None, None,41.34,8.41,155.5, None, None, None, None, None, None, -4.0,899.0, None, None, None,2016-04-16 00:00:00, None, 0.187, None,16
None,4.858,53.23, None, None,37.55,10.43,168.5, None, None, None, None, None, None, -4.0,900.0, None, None, None,2016-04-16 01:00:00, None, 0.132, None,16
None,4.858,54.77, None, None,35.52,9.66,131.9, None, None, None, None, None, None, -3.0,900.0, None, None, None,2016-04-16 02:00:00, None, 0.373, None,16
None,4.523,55.84, None, None,41.03,8.01,190.8, None, None, None, None, None, None, -4.0,900.0, None, None, None,2016-04-16 03:00:00, None, 0.418, None,16
None,4.286,58.79, None, None,54.06,5.471,208.7, None, None, None, None, None, None, -3.0,900.0, None, None, None,2016-04-16 04:00:00, None, 0.265, None,16
None,4.248,59.13, None, None,68.8,2.022,135.1, None, None, None, None, None, None, -3.0,900.0, None, None, None,2016-04-16 05:00:00, None, 0.294, None,16
None,1.999,73.5, None, None,61.18,3.023,250.8, None, None, None, None, None, None, -2.0,901.0, None, None, None,2016-04-16 06:00:00, None, 0.112, None,16
None,2.201,73.0, None, None,40.76,4.023,329.4, None, None, None, None, None, None, -2.0,901.0, None, None, None,2016-04-16 07:00:00, None, 0.128, None,16
None,2.249,74.3, None, None,31.34,4.145,331.9, None, None, None, None, None, None, -2.0,901.0, None, None, None,2016-04-16 08:00:00, None, 0.38, None,16
None,3.181,72.0, None, None,20.75,5.547,321.6, None, None, None, None, None, None, -1.0,902.0, None, None, None,2016-04-16 09:00:00, None, None, None,16
None,4.139,66.45, None, None,17.43,6.118,316.0, None, None, None, None, None, None, -2.0,902.0, None, None, None,2016-04-16 10:00:00, None, 0.465, None,16
None,5.244,64.71, None, None,30.39,2.611,326.7, None, None, None, None, None, None, -1.0,902.0, None, None, None,2016-04-16 11:00:00, None, 0.669, None,16
None,6.395,59.49, None, None,47.0,1.373,311.1, None, None, None, None, None, None, -1.0,902.0, None, None, None,2016-04-16 12:00:00, None, 1.109, None,16
None,7.87,49.78, None, None,65.64,0.742,290.3, None, None, None, None, None, None, -2.0,901.0, None, None, None,2016-04-16 13:00:00, None, 2.553, None,16
None,9.92,46.3, None, None,63.69,1.3,85.3, None, None, None, None, None, None, -1.0,901.0, None, None, None,2016-04-16 14:00:00, None, None, None,16
None,10.28,42.94, None, None,56.1,1.79,72.9, None, None, None, None, None, None, -2.0,901.0, None, None, None,2016-04-16 15:00:00, None, None, None,16
None,10.0,46.35, None, None,58.78,3.168,180.2, None, None, None, None, None, None, -1.0,901.0, None, None, None,2016-04-16 16:00:00, None, 0.747, None,16
None,9.48,52.51, None, None,45.54,5.533,154.7, None, None, None, None, None, None, 0.0,901.0, None, None, None,2016-04-16 17:00:00, None, 0.829, None,16
None,9.21,57.01, None, None,37.05,9.46,123.7, None, None, None, None, None, None, 1.0,900.0, None, None, None,2016-04-16 18:00:00, None, 0.887, None,16
None,8.78,59.15, None, None,21.82,19.84,144.9, None, None, None, None, None, None, 1.0,900.0, None, None, None,2016-04-16 19:00:00, None, 0.669, None,16
None,8.84,59.5, None, None,47.86,8.39,140.2, None, None, None, None, None, None, 1.0,900.0, None, None, None,2016-04-16 20:00:00, None, 0.697, None,16
None,8.33,61.71, None, None,33.24,10.23,100.3, None, None, None, None, None, None, 1.0,901.0, None, None, None,2016-04-16 21:00:00, None, 0.442, None,16
None,7.61,66.8, None, None,35.02,10.34,113.6, None, None, None, None, None, None, 2.0,901.0, None, None, None,2016-04-16 22:00:00, None, 0.613, None,16
None,7.13,69.95, None, None,39.74,7.41,162.7, None, None, None, None, None, None, 2.0,901.0, None, None, None,2016-04-16 23:00:00, None, 0.371, None,16
None,7.1,69.42, None, None,43.59,6.106,177.6, None, None, None, None, None, None, 2.0,902.0, None, None, None,2016-04-17 00:00:00, None, 0.324, None,16
None,6.713,71.1, None, None,47.98,5.293,191.0, None, None, None, None, None, None, 2.0,902.0, None, None, None,2016-04-17 01:00:00, None, 0.221, None,16
None,5.572,78.0, None, None,67.51,1.831,284.2, None, None, None, None, None, None, 2.0,903.0, None, None, None,2016-04-17 02:00:00, None, 0.287, None,16
None,5.146,80.5, None, None,34.45,7.3,169.9, None, None, None, None, None, None, 2.0,903.0, None, None, None,2016-04-17 03:00:00, None, 0.207, None,16
None,4.81,83.3, None, None,43.8,3.597,178.4, None, None, None, None, None, None, 2.0,903.0, None, None, None,2016-04-17 04:00:00, None, 0.294, None,16
None,4.667,82.0, None, None,34.62,4.35,166.1, None, None, None, None, None, None, 2.0,903.0, None, None, None,2016-04-17 05:00:00, None, 0.306, None,16
None,4.619,83.5, None, None,30.91,3.731,182.5, None, None, None, None, None, None, 2.0,903.0, None, None, None,2016-04-17 06:00:00, None, 0.28, None,16
None,4.526,83.6, None, None,71.5,0.472,319.8, None, None, None, None, None, None, 2.0,903.0, None, None, None,2016-04-17 07:00:00, None, 0.302, None,16
None,4.619,83.6, None, None,42.48,1.942,315.3, None, None, None, None, None, None, 2.0,904.0, None, None, None,2016-04-17 08:00:00, None, 0.36, None,16
None,6.056,78.5, None, None,16.2,3.751,318.0, None, None, None, None, None, None, 3.0,904.0, None, None, None,2016-04-17 09:00:00, None, 0.68, None,16
None,7.57,73.1, None, None,71.5,0.324,83.1, None, None, None, None, None, None, 3.0,904.0, None, None, None,2016-04-17 10:00:00, None, 0.689, None,16
None,8.97,66.45, None, None,17.7,3.076,322.9, None, None, None, None, None, None, 3.0,904.0, None, None, None,2016-04-17 11:00:00, None, None, None,16
None,9.94,63.07, None, None,48.04,2.279,148.7, None, None, None, None, None, None, 3.0,903.0, None, None, None,2016-04-17 12:00:00, None, None, None,16
None,13.41,48.14, None, None,75.8,0.43,160.5, None, None, None, None, None, None, 3.0,903.0, None, None, None,2016-04-17 13:00:00, None, None, None,16
None,16.45,37.44, None, None,24.17,3.614,342.2, None, None, None, None, None, None, 2.0,902.0, None, None, None,2016-04-17 14:00:00, None, None, None,16
None,17.69,34.69, None, None,24.64,4.232,357.5, None, None, None, None, None, None, 2.0,901.0, None, None, None,2016-04-17 15:00:00, None, None, None,16
None,19.65,29.68, None, None,27.98,2.315,358.8, None, None, None, None, None, None, 1.0,901.0, None, None, None,2016-04-17 16:00:00, None, None, None,16
None,18.87,32.95, None, None,34.57,2.757,163.1, None, None, None, None, None, None, 2.0,901.0, None, None, None,2016-04-17 17:00:00, None, 2.737, None,16
None,18.5,32.15, None, None,52.29,0.94,338.1, None, None, None, None, None, None, 2.0,901.0, None, None, None,2016-04-17 18:00:00, None, 1.392, None,16
None,16.69,35.9, None, None,78.0,0.112,154.2, None, None, None, None, None, None, 2.0,900.0, None, None, None,2016-04-17 19:00:00, None, 1.259, None,16
None,15.9,37.25, None, None,50.25,1.789,147.8, None, None, None, None, None, None, 1.0,900.0, None, None, None,2016-04-17 20:00:00, None, 1.344, None,16
None,14.78,41.61, None, None,72.2,0.613,325.2, None, None, None, None, None, None, 2.0,900.0, None, None, None,2016-04-17 21:00:00, None, 1.187, None,16
None,13.56,46.03, None, None,61.19,1.296,108.3, None, None, None, None, None, None, 2.0,901.0, None, None, None,2016-04-17 22:00:00, None, 1.095, None,16
