CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-3.893, 80.6, None, None, None,15.0,7.03, None,269.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 00:00:00, None, None, None, None,16
None,-3.492, 77.2, None, None, None,4.659,13.34, None,258.7, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-15 01:00:00, None, None, None, None,16
None,-3.633, 77.9, None, None, None,5.102,13.96, None,260.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-15 02:00:00, None, None, None, None,16
None,-3.681, 77.8, None, None, None,8.32,12.91, None,238.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-15 03:00:00, None, None, None, None,16
None,-4.352, 83.1, None, None, None,6.154,12.27, None,253.2, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-04-15 04:00:00, None, None, None, None,16
None,-4.975, 93.1, None, None, None,8.77,11.27, None,253.2, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 05:00:00, None, None, None, None,16
None,-4.975, 94.8, None, None, None,17.37,11.22, None,244.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 06:00:00, None, None, None, None,16
None,-3.729, 79.8, None, None, None,13.76,13.1, None,228.4, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 07:00:00, None, None, None, None,16
None,-4.496, 89.4, None, None, None,11.28,12.36, None,241.0, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 08:00:00, None, None, None, None,16
None,-4.208, 88.2, None, None, None,7.82,13.0, None,239.3, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 09:00:00, None, None, None, None,16
None,-4.64, 97.8, None, None, None,15.09,14.96, None,217.3, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 10:00:00, None, None, None, None,16
None,-4.517, 96.4, None, None, None,13.88,18.01, None,228.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 11:00:00, None, None, None, None,16
None,-4.423, 97.8, None, None, None,11.92,15.06, None,227.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 12:00:00, None, None, None, None,16
None,-3.992, 98.3, None, None, None,16.51,15.74, None,223.6, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-15 13:00:00, None, None, None, None,16
None,-2.986, 88.8, None, None, None,18.82,15.17, None,221.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-04-15 14:00:00, None, None, None, None,16
None,-3.417, 85.3, None, None, None,11.99,23.3, None,229.9, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 15:00:00, None, None, None, None,16
None,-2.992, 80.8, None, None, None,12.59,21.1, None,230.6, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 16:00:00, None, None, None, None,16
None,-3.282, 83.0, None, None, None,15.76,20.6, None,232.1, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 17:00:00, None, None, None, None,16
None,-3.322, 84.1, None, None, None,13.74,21.69, None,234.5, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 18:00:00, None, None, None, None,16
None,-4.043, 89.7, None, None, None,14.44,18.76, None,230.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 19:00:00, None, None, None, None,16
None,-4.902, 99.4, None, None, None,13.85,19.07, None,221.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 20:00:00, None, None, None, None,16
None,-5.237, 101.6, None, None, None,14.98,13.7, None,236.2, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-04-15 21:00:00, None, None, None, None,16
None,-5.476, 98.8, None, None, None,20.05,7.41, None,226.1, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 22:00:00, None, None, None, None,16
None,-5.745, 100.9, None, None, None,16.14,8.12, None,241.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-15 23:00:00, None, None, None, None,16
None,-5.838, 102.4, None, None, None,11.1,11.62, None,263.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-16 00:00:00, None, None, None, None,16
None,-6.077, 102.8, None, None, None,9.65,12.14, None,262.9, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-16 01:00:00, None, None, None, None,16
None,-5.982, 102.2, None, None, None,11.96,9.94, None,259.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-04-16 02:00:00, None, None, None, None,16
