pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -6.69,93.1, None, None, None, None, None, None, None, None, None,-8.0, None, None, None, None,2017-01-22 00:00:00, None, 57.12, None,4
None, -7.128,92.2, None, None, None, None, None, None, None, None, None,-8.0, None, None, None, None,2017-01-22 01:00:00, None, 56.9, None,4
None, -8.25,91.9, None, None, None, None, None, None, None, None, None,-9.0, None, None, None, None,2017-01-22 02:00:00, None, 56.84, None,4
None, -9.56,91.7, None, None, None, None, None, None, None, None, None,-11.0, None, None, None, None,2017-01-22 03:00:00, None, 56.6, None,4
None, -10.88,89.7, None, None, None, None, None, None, None, None, None,-12.0, None, None, None, None,2017-01-22 04:00:00, None, 56.07, None,4
None, -12.15,89.8, None, None, None, None, None, None, None, None, None,-13.0, None, None, None, None,2017-01-22 05:00:00, None, 55.78, None,4
None, -12.34,88.3, None, None, None, None, None, None, None, None, None,-14.0, None, None, None, None,2017-01-22 06:00:00, None, 55.36, None,4
None, -12.87,90.3, None, None, None, None, None, None, None, None, None,-14.0, None, None, None, None,2017-01-22 07:00:00, None, 55.63, None,4
None, -12.46,88.6, None, None, None, None, None, None, None, None, None,-14.0, None, None, None, None,2017-01-22 08:00:00, None, 55.39, None,4
None, -10.71,90.8, None, None, None, None, None, None, None, None, None,-12.0, None, None, None, None,2017-01-22 09:00:00, None, 55.42, None,4
None, -9.05,91.2, None, None, None, None, None, None, None, None, None,-10.0, None, None, None, None,2017-01-22 10:00:00, None, 55.27, None,4
None, -5.424,88.4, None, None, None, None, None, None, None, None, None,-7.0, None, None, None, None,2017-01-22 11:00:00, None, 55.04, None,4
None, -3.054,81.1, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-22 12:00:00, None, 55.85, None,4
None, -2.922,81.9, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-22 13:00:00, None, 55.77, None,4
None, -2.809,84.1, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-22 14:00:00, None, 55.71, None,4
None, -2.949,87.3, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-22 15:00:00, None, 55.6, None,4
None, -3.508,90.4, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-22 16:00:00, None, 56.18, None,4
None, -4.58,93.3, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-22 17:00:00, None, 55.93, None,4
None, -5.112,94.1, None, None, None, None, None, None, None, None, None,-6.0, None, None, None, None,2017-01-22 18:00:00, None, 56.12, None,4
None, -5.395,94.1, None, None, None, None, None, None, None, None, None,-6.0, None, None, None, None,2017-01-22 19:00:00, None, 56.1, None,4
None, -5.677,93.5, None, None, None, None, None, None, None, None, None,-6.0, None, None, None, None,2017-01-22 20:00:00, None, 55.86, None,4
None, -5.82,93.8, None, None, None, None, None, None, None, None, None,-7.0, None, None, None, None,2017-01-22 21:00:00, None, 56.01, None,4
None, -6.007,93.8, None, None, None, None, None, None, None, None, None,-7.0, None, None, None, None,2017-01-22 22:00:00, None, 55.92, None,4
None, -6.113,93.6, None, None, None, None, None, None, None, None, None,-7.0, None, None, None, None,2017-01-22 23:00:00, None, 55.81, None,4
None, -6.439,93.4, None, None, None, None, None, None, None, None, None,-7.0, None, None, None, None,2017-01-23 00:00:00, None, 55.68, None,4
None, -6.916,93.0, None, None, None, None, None, None, None, None, None,-8.0, None, None, None, None,2017-01-23 01:00:00, None, 55.55, None,4
None, -7.905,91.4, None, None, None, None, None, None, None, None, None,-9.0, None, None, None, None,2017-01-23 02:00:00, None, 55.18, None,4
None, -8.55,92.4, None, None, None, None, None, None, None, None, None,-9.0, None, None, None, None,2017-01-23 03:00:00, None, 54.89, None,4
None, -8.87,91.5, None, None, None, None, None, None, None, None, None,-10.0, None, None, None, None,2017-01-23 04:00:00, None, 54.98, None,4
None, -9.27,91.0, None, None, None, None, None, None, None, None, None,-10.0, None, None, None, None,2017-01-23 05:00:00, None, 54.76, None,4
None, -10.07,91.8, None, None, None, None, None, None, None, None, None,-11.0, None, None, None, None,2017-01-23 06:00:00, None, 54.95, None,4
None, -10.04,91.5, None, None, None, None, None, None, None, None, None,-11.0, None, None, None, None,2017-01-23 07:00:00, None, 54.94, None,4
None, -9.59,91.6, None, None, None, None, None, None, None, None, None,-11.0, None, None, None, None,2017-01-23 08:00:00, None, 54.84, None,4
None, -7.966,90.8, None, None, None, None, None, None, None, None, None,-9.0, None, None, None, None,2017-01-23 09:00:00, None, 54.94, None,4
None, -3.699,87.3, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-23 10:00:00, None, 55.12, None,4
None, -0.366,70.12, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-23 11:00:00, None, 54.88, None,4
None, 0.896,67.76, None, None, None, None, None, None, None, None, None,-4.0, None, None, None, None,2017-01-23 12:00:00, None, 55.21, None,4
None, 1.948,64.01, None, None, None, None, None, None, None, None, None,-4.0, None, None, None, None,2017-01-23 13:00:00, None, 55.42, None,4
None, -0.061,74.55, None, None, None, None, None, None, None, None, None,-4.0, None, None, None, None,2017-01-23 14:00:00, None, 56.12, None,4
None, -1.256,81.9, None, None, None, None, None, None, None, None, None,-4.0, None, None, None, None,2017-01-23 15:00:00, None, 55.78, None,4
None, -1.327,83.1, None, None, None, None, None, None, None, None, None,-4.0, None, None, None, None,2017-01-23 16:00:00, None, 55.27, None,4
None, -2.494,90.7, None, None, None, None, None, None, None, None, None,-4.0, None, None, None, None,2017-01-23 17:00:00, None, 55.39, None,4
None, -4.252,92.1, None, None, None, None, None, None, None, None, None,-5.0, None, None, None, None,2017-01-23 18:00:00, None, 55.61, None,4
None, -4.769,93.7, None, None, None, None, None, None, None, None, None,-6.0, None, None, None, None,2017-01-23 19:00:00, None, 56.11, None,4
None, -5.25,94.1, None, None, None, None, None, None, None, None, None,-6.0, None, None, None, None,2017-01-23 20:00:00, None, 56.84, None,4
None, -6.403,93.4, None, None, None, None, None, None, None, None, None,-7.0, None, None, None, None,2017-01-23 21:00:00, None, 56.7, None,4
None, -7.746,92.7, None, None, None, None, None, None, None, None, None,-9.0, None, None, None, None,2017-01-23 22:00:00, None, 56.41, None,4
None, -8.93,91.7, None, None, None, None, None, None, None, None, None,-10.0, None, None, None, None,2017-01-23 23:00:00, None, 56.37, None,4
None, -10.19,90.8, None, None, None, None, None, None, None, None, None,-11.0, None, None, None, None,2017-01-24 00:00:00, None, 56.02, None,4
None, -11.14,91.3, None, None, None, None, None, None, None, None, None,-12.0, None, None, None, None,2017-01-24 01:00:00, None, 56.21, None,4
None, -12.41,90.0, None, None, None, None, None, None, None, None, None,-14.0, None, None, None, None,2017-01-24 02:00:00, None, 55.93, None,4
None, -13.49,89.4, None, None, None, None, None, None, None, None, None,-15.0, None, None, None, None,2017-01-24 03:00:00, None, 56.2, None,4
None, -14.07,88.6, None, None, None, None, None, None, None, None, None,-15.0, None, None, None, None,2017-01-24 04:00:00, None, 55.86, None,4
None, -13.81,88.4, None, None, None, None, None, None, None, None, None,-15.0, None, None, None, None,2017-01-24 05:00:00, None, 55.81, None,4
None, -14.69,88.5, None, None, None, None, None, None, None, None, None,-16.0, None, None, None, None,2017-01-24 06:00:00, None, 55.72, None,4
