air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
11.5, 11.45, 65.55, 22.2, 66.0, 11.2,2021-06-18 00:00:00, 5.0,25
10.7, 10.69, 68.64, 22.2, 69.0, 10.7,2021-06-18 01:00:00, 5.0,25
10.4, 10.35, 70.69, 22.2, 71.0, 10.2,2021-06-18 02:00:00, 5.0,25
9.3, 9.26, 74.28, 22.2, 74.0, 9.2,2021-06-18 03:00:00, 5.0,25
9.0, 8.98, 72.22, 22.2, 72.0, 8.7,2021-06-18 04:00:00, 4.0,25
8.4, 8.36, 72.49, 22.2, 72.0, 8.1,2021-06-18 05:00:00, 4.0,25
8.5, 8.53, 77.01, 22.2, 77.0, 8.0,2021-06-18 06:00:00, 5.0,25
10.3, 10.34, 74.85, 10.2, 75.0, 8.3,2021-06-18 07:00:00, 6.0,25
13.3, 13.27, 55.2, 13.8, 55.0, 8.3,2021-06-18 08:00:00, 5.0,25
16.8, 16.79, 43.06, 16.8, 43.0, 8.3,2021-06-18 09:00:00, 4.0,25
19.1, 19.05, 38.31, 19.1, 38.0, 8.3,2021-06-18 10:00:00, 5.0,25
21.0, 21.01, 27.45, 21.3, 27.0, 8.3,2021-06-18 11:00:00, 2.0,25
21.3, 21.31, 27.06, 21.9, 27.0, 8.3,2021-06-18 12:00:00, 1.0,25
21.9, 21.9, 27.13, 22.4, 27.0, 8.3,2021-06-18 13:00:00, 3.0,25
22.6, 22.56, 26.31, 23.2, 26.0, 8.3,2021-06-18 14:00:00, 3.0,25
22.6, 22.59, 26.73, 23.2, 27.0, 8.3,2021-06-18 15:00:00, 2.0,25
22.4, 22.36, 29.62, 23.2, 30.0, 8.3,2021-06-18 16:00:00, 4.0,25
21.8, 21.77, 29.47, 23.2, 29.0, 8.3,2021-06-18 17:00:00, 3.0,25
20.8, 20.82, 27.34, 23.2, 27.0, 8.3,2021-06-18 18:00:00, 1.0,25
20.0, 20.01, 30.11, 20.9, 30.0, 20.0,2021-06-18 19:00:00, 2.0,25
18.9, 18.93, 33.46, 20.9, 33.0, 19.0,2021-06-18 20:00:00, 3.0,25
17.2, 17.19, 40.62, 20.9, 41.0, 17.3,2021-06-18 21:00:00, 3.0,25
14.8, 14.79, 48.93, 20.9, 49.0, 14.8,2021-06-18 22:00:00, 4.0,25
12.9, 12.85, 57.96, 20.9, 58.0, 12.5,2021-06-18 23:00:00, 5.0,25
12.1, 12.06, 61.32, 20.9, 61.0, 11.9,2021-06-19 00:00:00, 5.0,25
11.8, 11.8, 63.11, 20.9, 63.0, 11.4,2021-06-19 01:00:00, 5.0,25
11.7, 11.65, 65.43, 20.9, 65.0, 11.3,2021-06-19 02:00:00, 5.0,25
10.8, 10.77, 69.73, 20.9, 70.0, 10.7,2021-06-19 03:00:00, 5.0,25
10.4, 10.43, 72.89, 20.9, 73.0, 10.4,2021-06-19 04:00:00, 6.0,25
10.6, 10.59, 73.04, 20.9, 73.0, 10.4,2021-06-19 05:00:00, 6.0,25
11.2, 11.21, 73.39, 20.9, 73.0, 10.4,2021-06-19 06:00:00, 7.0,25
13.3, 13.31, 63.99, 13.3, 64.0, 11.2,2021-06-19 07:00:00, 7.0,25
14.5, 14.48, 54.65, 14.6, 55.0, 11.2,2021-06-19 08:00:00, 6.0,25
13.1, 13.14, 70.44, 14.6, 70.0, 11.2,2021-06-19 09:00:00, 8.0,25
13.3, 13.29, 73.78, 14.6, 74.0, 11.2,2021-06-19 10:00:00, 9.0,25
14.5, 14.53, 64.27, 14.6, 64.0, 11.2,2021-06-19 11:00:00, 8.0,25
16.8, 16.84, 52.7, 16.9, 53.0, 11.2,2021-06-19 12:00:00, 7.0,25
17.5, 17.53, 50.22, 18.1, 50.0, 11.2,2021-06-19 13:00:00, 7.0,25
19.0, 18.95, 46.32, 19.5, 46.0, 11.2,2021-06-19 14:00:00, 7.0,25
20.2, 20.21, 44.02, 20.1, 44.0, 11.2,2021-06-19 15:00:00, 7.0,25
19.6, 19.59, 46.49, 20.5, 46.0, 11.2,2021-06-19 16:00:00, 8.0,25
18.7, 18.7, 49.39, 20.5, 49.0, 11.2,2021-06-19 17:00:00, 8.0,25
17.1, 17.06, 55.57, 20.5, 56.0, 11.2,2021-06-19 18:00:00, 8.0,25
16.3, 16.3, 58.45, 17.2, 58.0, 16.3,2021-06-19 19:00:00, 8.0,25
12.7, 12.74, 78.01, 17.2, 78.0, 12.9,2021-06-19 20:00:00, 9.0,25
11.2, 11.22, 92.9, 17.2, 93.0, 11.1,2021-06-19 21:00:00, 10.0,25
10.8, 10.78, 95.0, 17.2, 95.0, 10.6,2021-06-19 22:00:00, 10.0,25
9.9, 9.88, 96.5, 17.2, 97.0, 9.9,2021-06-19 23:00:00, 9.0,25
8.8, 8.84, 97.7, 17.2, 98.0, 8.7,2021-06-20 00:00:00, 9.0,25
8.7, 8.73, 97.7, 17.2, 98.0, 8.6,2021-06-20 01:00:00, 8.0,25
8.6, 8.62, 97.8, 17.2, 98.0, 8.6,2021-06-20 02:00:00, 8.0,25
7.5, 7.461, 97.7, 17.2, 98.0, 7.5,2021-06-20 03:00:00, 7.0,25
7.4, 7.418, 98.4, 17.2, 98.0, 7.0,2021-06-20 04:00:00, 7.0,25
7.9, 7.869, 98.5, 17.2, 99.0, 7.0,2021-06-20 05:00:00, 8.0,25
8.2, 8.16, 98.6, 17.2, 99.0, 7.0,2021-06-20 06:00:00, 8.0,25
8.7, 8.65, 96.6, 8.8, 97.0, 8.0,2021-06-20 07:00:00, 8.0,25
10.9, 10.85, 87.0, 10.7, 87.0, 8.0,2021-06-20 08:00:00, 9.0,25
14.2, 14.15, 62.95, 14.3, 63.0, 8.0,2021-06-20 09:00:00, 7.0,25
15.9, 15.93, 57.12, 15.9, 57.0, 8.0,2021-06-20 10:00:00, 7.0,25
17.5, 17.52, 51.21, 17.7, 51.0, 8.0,2021-06-20 11:00:00, 7.0,25
20.0, 19.98, 45.22, 19.8, 45.0, 8.0,2021-06-20 12:00:00, 7.0,25
20.5, 20.48, 42.21, 20.6, 42.0, 8.0,2021-06-20 13:00:00, 7.0,25
22.9, 22.9, 33.38, 23.1, 33.0, 8.0,2021-06-20 14:00:00, 6.0,25
23.7, 23.65, 32.78, 24.3, 33.0, 8.0,2021-06-20 15:00:00, 7.0,25
24.7, 24.72, 31.64, 25.1, 32.0, 8.0,2021-06-20 16:00:00, 7.0,25
25.2, 25.19, 32.1, 25.4, 32.0, 8.0,2021-06-20 17:00:00, 7.0,25
24.4, 24.43, 32.72, 25.4, 33.0, 8.0,2021-06-20 18:00:00, 7.0,25
24.1, 24.05, 35.71, 24.6, 36.0, 23.0,2021-06-20 19:00:00, 7.0,25
18.6, 18.6, 69.53, 24.6, 70.0, 18.5,2021-06-20 20:00:00, 13.0,25
16.5, 16.48, 73.94, 24.6, 74.0, 16.6,2021-06-20 21:00:00, 12.0,25
15.1, 15.06, 71.72, 24.6, 72.0, 15.1,2021-06-20 22:00:00, 9.0,25
13.5, 13.48, 78.02, 24.6, 78.0, 13.4,2021-06-20 23:00:00, 10.0,25
12.6, 12.56, 74.18, 24.6, 74.0, 12.2,2021-06-21 00:00:00, 8.0,25
12.0, 11.97, 79.81, 24.6, 80.0, 11.5,2021-06-21 01:00:00, 9.0,25
10.7, 10.71, 86.6, 24.6, 87.0, 10.7,2021-06-21 02:00:00, 9.0,25
