RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,0.848,321.3, None, None, None, 979.0, None, None, None, None, None, 96.4, None, None, -1.557, None, None, None, None,60.26, None, None, None, None, None,2017-02-26 00:00:00, None,9
None, None, None, None,0.837,353.0, None, None, None, 979.0, None, None, None, None, None, 96.2, None, None, -2.69, None, None, None, None,52.14, None, None, None, None, None,2017-02-26 01:00:00, None,9
None, None, None, None,0.89,40.23, None, None, None, 980.0, None, None, None, None, None, 96.2, None, None, -2.521, None, None, None, None,61.51, None, None, None, None, None,2017-02-26 02:00:00, None,9
None, None, None, None,0.517,349.2, None, None, None, 980.0, None, None, None, None, None, 96.0, None, None, -3.553, None, None, None, None,63.65, None, None, None, None, None,2017-02-26 03:00:00, None,9
None, None, None, None,0.481,348.2, None, None, None, 980.0, None, None, None, None, None, 96.1, None, None, -3.838, None, None, None, None,57.03, None, None, None, None, None,2017-02-26 04:00:00, None,9
None, None, None, None,0.943,14.24, None, None, None, 980.0, None, None, None, None, None, 96.0, None, None, -3.877, None, None, None, None,46.84, None, None, None, None, None,2017-02-26 05:00:00, None,9
None, None, None, None,0.293,317.4, None, None, None, 980.0, None, None, None, None, None, 96.1, None, None, -4.802, None, None, None, None,31.01, None, None, None, None, None,2017-02-26 06:00:00, None,9
None, None, None, None,0.13,318.6, None, None, None, 980.0, None, None, None, None, None, 96.1, None, None, -5.599, None, None, None, None,23.0, None, None, None, None, None,2017-02-26 07:00:00, None,9
None, None, None, None,0.082,305.5, None, None, None, 979.0, None, None, None, None, None, 96.2, None, None, -6.227, None, None, None, None,24.64, None, None, None, None, None,2017-02-26 08:00:00, None,9
None, None, None, None,0.167,26.63, None, None, None, 979.0, None, None, None, None, None, 95.8, None, None, -4.498, None, None, None, None,32.89, None, None, None, None, None,2017-02-26 09:00:00, None,9
None, None, None, None,0.516,105.0, None, None, None, 979.0, None, None, None, None, None, 95.8, None, None, -3.218, None, None, None, None,29.28, None, None, None, None, None,2017-02-26 10:00:00, None,9
None, None, None, None,0.623,134.8, None, None, None, 977.0, None, None, None, None, None, 94.1, None, None, 0.914, None, None, None, None,42.12, None, None, None, None, None,2017-02-26 11:00:00, None,9
None, None, None, None,0.447,254.4, None, None, None, 977.0, None, None, None, None, None, 95.5, None, None, -0.097, None, None, None, None,33.02, None, None, None, None, None,2017-02-26 12:00:00, None,9
None, None, None, None,0.763,258.1, None, None, None, 976.0, None, None, None, None, None, 96.0, None, None, 0.238, None, None, None, None,32.91, None, None, None, None, None,2017-02-26 13:00:00, None,9
None, None, None, None,0.424,233.5, None, None, None, 975.0, None, None, None, None, None, 95.6, None, None, -0.052, None, None, None, None,31.68, None, None, None, None, None,2017-02-26 14:00:00, None,9
None, None, None, None,0.139,248.2, None, None, None, 973.0, None, None, None, None, None, 96.1, None, None, -0.893, None, None, None, None,40.31, None, None, None, None, None,2017-02-26 15:00:00, None,9
None, None, None, None,0.161,29.61, None, None, None, 972.0, None, None, None, None, None, 96.2, None, None, -0.634, None, None, None, None,62.26, None, None, None, None, None,2017-02-26 16:00:00, None,9
None, None, None, None,0.286,105.8, None, None, None, 971.0, None, None, None, None, None, 96.4, None, None, -1.522, None, None, None, None,55.46, None, None, None, None, None,2017-02-26 17:00:00, None,9
None, None, None, None,0.894,39.8, None, None, None, 969.0, None, None, None, None, None, 96.6, None, None, -2.999, None, None, None, None,56.77, None, None, None, None, None,2017-02-26 18:00:00, None,9
None, None, None, None,0.215,46.22, None, None, None, 969.0, None, None, None, None, None, 96.3, None, None, -2.689, None, None, None, None,62.79, None, None, None, None, None,2017-02-26 19:00:00, None,9
None, None, None, None,0.647,203.4, None, None, None, 968.0, None, None, None, None, None, 96.2, None, None, -3.107, None, None, None, None,51.77, None, None, None, None, None,2017-02-26 20:00:00, None,9
None, None, None, None,0.436,174.8, None, None, None, 968.0, None, None, None, None, None, 96.3, None, None, -3.438, None, None, None, None,65.96, None, None, None, None, None,2017-02-26 21:00:00, None,9
None, None, None, None,0.425,186.8, None, None, None, 968.0, None, None, None, None, None, 96.4, None, None, -4.171, None, None, None, None,62.25, None, None, None, None, None,2017-02-26 22:00:00, None,9
None, None, None, None,0.053,342.4, None, None, None, 968.0, None, None, None, None, None, 96.5, None, None, -4.783, None, None, None, None,60.87, None, None, None, None, None,2017-02-26 23:00:00, None,9
None, None, None, None,0.781,262.0, None, None, None, 967.0, None, None, None, None, None, 96.3, None, None, -4.182, None, None, None, None,35.96, None, None, None, None, None,2017-02-27 00:00:00, None,9
